player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,10,0,4,3,75.0,5,5,100.0,14,80.7,0,0,,25,24,96.0,0,2,2,100.0,14,12,85.7,3,2,66.7
Phil Dawson,422,K,SF,10,0,2,2,100.0,4,4,100.0,28,79.6,0,0,,11,11,100.0,0,4,4,100.0,17,16,94.1,7,6,85.7
Sebastian Janikowski,595,K,OAK,10,0,4,3,75.0,6,5,83.3,23,83.3,0,0,,27,27,100.0,0,4,3,75.0,18,15,83.3,4,4,100.0
Matt Bryant,1223,K,ATL,10,0,0,0,,9,6,66.7,2,59.4,1,1,100.0,26,26,100.0,0,4,3,75.0,18,14,77.8,4,4,100.0
Josh Brown,1520,K,NYG,10,0,3,3,100.0,7,7,100.0,21,82.1,1,1,100.0,27,26,96.3,0,9,9,100.0,23,23,100.0,3,3,100.0
Josh Scobee,1858,K,PIT,4,0,0,0,,7,3,42.9,25,30.6,0,0,,7,6,85.7,0,1,1,100.0,10,6,60.0,2,2,100.0
Mike Nugent,2264,K,CIN,10,0,0,0,,9,7,77.8,7,82.7,0,0,,31,30,96.8,0,6,5,83.3,17,14,82.4,2,2,100.0
Robbie Gould,2607,K,CHI,9,0,5,4,80.0,6,5,83.3,6,68.7,1,1,100.0,16,15,93.8,0,9,8,88.9,26,23,88.5,5,5,100.0
Nick Novak,2726,K,HST,7,0,1,0,0.0,2,2,100.0,13,61.2,0,0,,18,17,94.4,0,2,2,100.0,8,7,87.5,3,3,100.0
Stephen Gostkowski,3063,K,NE,10,0,5,4,80.0,6,6,100.0,19,90.4,0,0,,36,36,100.0,0,7,7,100.0,24,23,95.8,6,6,100.0
Matt Prater,3471,K,DET,10,0,3,3,100.0,4,4,100.0,11,61.1,0,0,,19,16,84.2,0,3,3,100.0,13,13,100.0,3,3,100.0
Nick Folk,3794,K,NYJ,7,0,2,2,100.0,6,3,50.0,22,65.2,0,0,,19,19,100.0,0,6,6,100.0,16,13,81.3,2,2,100.0
