player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Ryan Schraeder,8496,T,ATL,7,0,2,56.6,100.0,25,11.8,25,73.2,1,100.0,212,212,76.5,100.0,157,74.1,157
Chris Chester,3001,G,ATL,7,0,2,73.8,100.0,25,11.8,25,84.0,1,100.0,212,212,85.0,100.0,157,74.1,157
Andy Levitre,4974,G,ATL,7,0,2,48.6,100.0,24,12.1,24,65.5,4,100.0,199,199,65.3,100.0,149,74.9,149
Jake Matthews,8641,T,ATL,7,0,2,56.7,100.0,24,12.1,24,74.2,1,100.0,199,199,73.0,100.0,149,74.9,149
Ben Jones,7099,C,HST,7,0,13,65.4,100.0,43,22.3,43,68.8,0,100.0,193,193,69.1,100.0,131,67.9,131
Justin Britt,8699,G,SEA,7,0,29,65.4,100.0,18,9.4,18,54.8,2,100.0,191,191,53.9,100.0,153,80.1,153
J.R. Sweezy,7209,G,SEA,7,0,29,50.6,100.0,18,9.4,18,61.5,2,100.0,191,191,66.0,100.0,153,80.1,153
Allen Barbre,3735,G,PHI,7,0,24,65.2,100.0,41,21.6,41,58.6,2,100.0,190,190,54.2,100.0,139,73.2,139
Brandon Scherff,9438,G,WAS,7,0,32,58.6,100.0,60,31.6,60,63.0,0,100.0,190,190,68.4,100.0,115,60.5,115
Lane Johnson,7786,T,PHI,7,1,24,69.3,100.0,41,21.6,41,63.8,1,100.0,190,190,61.4,100.0,139,73.2,139
Jason Kelce,6343,C,PHI,7,1,24,76.9,100.0,41,21.6,41,68.0,3,100.0,190,190,64.0,100.0,139,73.2,139
Derek Newton,6366,T,HST,7,0,13,53.3,100.0,42,22.2,42,68.3,0,100.0,189,189,73.4,100.0,129,68.3,129
Russell Okung,5531,T,SEA,7,0,29,61.2,100.0,18,9.5,18,71.8,2,100.0,189,189,73.0,100.0,151,79.9,151
Morgan Moses,8701,T,WAS,7,0,32,67.5,100.0,60,31.7,60,69.1,2,100.0,189,189,66.2,100.0,115,60.8,115
Matt Ryan,4317,QB,ATL,7,0,2,60.0,100.0,24,12.8,24,60.0,0,94.5,188,199,60.0,99.3,148,78.7,149
Zach Strief,3155,T,NO,7,0,20,72.4,100.0,67,35.6,67,70.7,1,100.0,188,188,65.3,100.0,94,50.0,94
Eric Wood,4951,C,BUF,7,0,4,59.4,100.0,90,47.9,90,67.3,1,100.0,188,188,69.6,100.0,69,36.7,69
Richie Incognito,2298,G,BUF,7,0,4,58.7,100.0,90,47.9,90,68.1,0,100.0,188,188,79.4,100.0,69,36.7,69
Max Unger,4972,C,NO,7,0,20,53.1,100.0,67,35.8,67,65.6,0,100.0,187,187,75.6,100.0,94,50.3,94
Michael Oher,4946,T,CAR,6,0,5,49.6,100.0,85,45.7,85,49.8,0,100.0,186,186,54.7,100.0,78,41.9,78
Mike Remmers,7431,T,CAR,6,0,5,57.4,100.0,85,45.7,85,56.8,0,100.0,186,186,58.6,100.0,78,41.9,78
Andrew Norwell,9126,G,CAR,6,0,5,62.7,100.0,85,45.7,85,68.4,0,100.0,186,186,66.8,100.0,78,41.9,78
Greg Olsen,3647,TE,CAR,6,0,5,56.2,100.0,85,45.7,85,60.7,1,100.0,186,186,64.5,100.0,78,41.9,78
Ryan Kalil,3675,C,CAR,6,0,5,73.4,100.0,84,45.4,84,76.0,0,100.0,185,185,67.0,100.0,78,42.2,78
Jonathan Cooper,7788,G,ARZ,7,0,1,59.3,100.0,109,58.9,109,62.3,1,100.0,185,185,58.4,100.0,58,31.4,58
DeAndre Hopkins,7808,WR,HST,7,1,13,62.1,100.0,43,23.2,43,64.3,1,100.0,185,185,64.6,100.0,127,68.6,127
Kirk Cousins,7102,QB,WAS,7,0,32,60.0,98.3,59,32.1,60,60.0,0,96.8,184,190,60.0,98.3,113,61.4,115
Trai Turner,8727,G,CAR,6,0,5,76.3,100.0,83,45.1,83,82.8,0,100.0,184,184,73.7,100.0,78,42.4,78
Ramon Foster,5229,G,PIT,7,0,25,77.1,100.0,72,39.6,72,76.1,0,100.0,182,182,66.4,100.0,87,47.8,87
David DeCastro,7640,G,PIT,7,0,25,72.0,100.0,72,39.6,72,70.9,0,100.0,182,182,62.9,100.0,87,47.8,87
Cody Wallace,4421,C,PIT,7,0,25,51.8,100.0,72,39.6,72,49.8,3,100.0,182,182,58.0,100.0,87,47.8,87
Sam Bradford,5526,QB,PHI,7,0,24,60.0,100.0,41,22.5,41,60.0,0,95.8,182,190,60.0,99.3,138,75.8,139
Garry Gilliam,9137,T,SEA,7,0,29,47.8,100.0,17,9.4,17,58.4,1,100.0,181,181,59.9,100.0,145,80.1,145
Marshal Yanda,3702,G,BLT,7,0,3,63.7,100.0,18,10.0,18,89.8,0,100.0,180,180,90.6,100.0,146,81.1,146
Jeremy Zuttah,4397,C,BLT,7,0,3,58.8,100.0,18,10.0,18,70.2,1,100.0,180,180,75.3,100.0,146,81.1,146
Rick Wagner,7950,T,BLT,7,0,3,56.7,100.0,18,10.0,18,47.9,0,100.0,180,180,47.9,100.0,146,81.1,146
Cordy Glenn,7045,T,BUF,7,1,4,50.4,100.0,87,48.3,87,55.5,4,100.0,180,180,59.9,100.0,65,36.1,65
D'Brickashaw Ferguson,2949,T,NYJ,6,0,22,64.1,100.0,63,35.2,63,65.6,0,100.0,179,179,64.5,100.0,99,55.3,99
Nick Mangold,2974,C,NYJ,6,0,22,67.0,100.0,63,35.2,63,74.2,0,100.0,179,179,73.9,100.0,99,55.3,99
Marcus Gilbert,6215,T,PIT,7,0,25,66.5,100.0,72,40.4,72,78.1,1,100.0,178,178,77.0,100.0,86,48.3,86
Breno Giacomini,4464,T,NYJ,6,0,22,55.7,100.0,63,35.6,63,58.5,1,100.0,177,177,61.8,100.0,99,55.9,99
Kelechi Osemele,7062,G,BLT,7,0,3,64.1,100.0,18,10.2,18,84.0,1,100.0,176,176,86.8,100.0,143,81.3,143
Russell Bodine,8746,C,CIN,6,0,7,61.8,100.0,73,41.5,73,63.8,1,100.0,176,176,57.8,100.0,82,46.6,82
James Carpenter,6177,G,NYJ,6,0,22,51.1,100.0,63,35.8,63,61.4,0,100.0,176,176,68.7,100.0,98,55.7,98
T.J. Clemmings,9543,T,MIN,6,0,18,48.3,100.0,83,47.4,83,47.3,0,100.0,175,175,50.7,100.0,66,37.7,66
Mike Person,6391,C,ATL,6,0,2,67.4,100.0,19,10.9,19,63.1,0,100.0,175,175,65.3,100.0,130,74.3,130
Michael Harris,7730,G,MIN,6,0,18,53.6,100.0,83,47.4,83,53.9,0,100.0,175,175,62.5,100.0,66,37.7,66
Kevin Zeitler,7032,G,CIN,6,1,7,56.6,100.0,73,41.7,73,65.9,2,100.0,175,175,69.2,100.0,81,46.3,81
Matt Kalil,7010,T,MIN,6,0,18,51.7,100.0,83,47.4,83,68.6,1,100.0,175,175,70.8,100.0,66,37.7,66
Jared Veldheer,5594,T,ARZ,7,0,1,65.5,100.0,107,61.1,107,68.5,1,100.0,175,175,62.3,100.0,57,32.6,57
Joe Berger,2424,C,MIN,6,0,18,61.1,100.0,83,47.4,83,66.9,0,100.0,175,175,70.5,100.0,66,37.7,66
Lyle Sendlein,4062,C,ARZ,7,0,1,52.7,100.0,107,61.1,107,57.0,0,100.0,175,175,67.9,100.0,57,32.6,57
Clint Boling,6253,G,CIN,6,0,7,59.6,100.0,73,41.7,73,70.1,0,100.0,175,175,72.7,100.0,81,46.3,81
Brandon Fusco,6324,G,MIN,6,0,18,66.2,100.0,83,47.4,83,70.2,0,100.0,175,175,63.9,100.0,66,37.7,66
Weston Richburg,8678,C,NYG,7,0,21,65.3,100.0,50,28.7,50,76.2,0,100.0,174,174,75.1,100.0,98,56.3,98
Justin Pugh,7800,G,NYG,7,0,21,48.7,100.0,50,28.7,50,78.1,0,100.0,174,174,90.3,100.0,98,56.3,98
Marshall Newhouse,5692,T,NYG,7,0,21,61.9,100.0,50,28.7,50,48.9,3,100.0,174,174,44.3,100.0,98,56.3,98
Trent Williams,5529,T,WAS,6,0,32,66.5,100.0,55,31.6,55,66.9,0,100.0,174,174,63.8,100.0,104,59.8,104
