player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cary Williams,4543,CB,SEA,10,0,29,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,350,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Nate Ebner,7193,S,NE,4,0,19,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,20.0,1,5,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Adrian Amos,9575,S,CHI,10,1,6,0,1,0,0,1,1,50.0,1,1,50.0,0,0,0,1,0.8,3,356,2,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Kyle Fuller,8649,CB,CHI,10,0,6,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,352,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Paul Dawson,9532,LB,CIN,3,0,7,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,11.1,1,9,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jordan Kovacs,8275,S,MIA,1,0,17,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,22.2,2,9,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jairus Byrd,4965,S,NO,7,0,20,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,3,264,2,50.0,0,1,0,0,100.0,3,2,50.0,1,1,0,1,1,0
Justin Coleman,9892,CB,NE,7,0,19,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,197,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jason McCourty,5127,CB,TEN,4,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.9,1,115,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Desmond Trufant,7803,CB,ATL,10,0,2,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.6,2,340,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
