team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DAL,9,15,526,11,82,526,89.6,101,8
OAK,23,15,615,16,92,615,88.5,125,17
NO,20,15,657,29,97,657,87.4,146,20
ATL,2,15,629,21,128,629,86.6,159,10
CIN,7,15,541,10,110,541,86.3,134,14
BUF,4,15,528,23,101,528,85.8,137,13
CAR,5,15,531,8,115,531,85.4,139,16
HST,13,15,622,34,104,622,84.9,163,25
BLT,3,15,647,31,138,647,84.9,182,13
WAS,32,15,560,26,117,560,84.7,157,14
CLV,8,15,650,29,142,650,84.4,187,16
GB,12,15,611,12,123,612,84.4,163,28
CHI,6,15,545,14,124,545,84.2,155,17
JAX,15,15,643,26,143,643,84.1,187,18
PIT,25,15,600,20,126,600,83.8,170,24
NYG,21,15,613,31,137,613,83.7,184,16
TB,30,15,544,43,115,544,83.5,169,11
DEN,10,15,623,35,131,623,83.5,186,20
NYJ,22,15,623,34,149,623,83.4,195,12
PHI,24,15,632,42,117,632,83.3,185,26
DET,11,15,656,30,146,656,83.2,198,22
IND,14,15,646,43,146,646,82.4,208,19
KC,16,15,543,13,129,543,82.3,167,25
SL,26,15,457,52,88,458,82.3,151,11
SF,28,15,579,23,123,579,82.2,176,30
NE,19,15,646,45,146,646,81.7,214,23
SEA,29,15,558,28,138,558,81.4,187,21
TEN,31,15,588,30,127,588,80.9,191,34
MIA,17,15,597,38,129,597,80.8,198,31
ARZ,1,15,545,39,131,545,80.7,190,20
MIN,18,15,505,25,138,505,79.7,184,21
SD,27,15,677,35,200,677,78.2,265,30
