player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,11,140,0,13,14.9,0,56.5,,0,0,7.1,2,21,0,65.2,90.8,1,61,0.7,1,139,26,92.1,128,107.2,46,32.9,5,341,31,1.2,13.1,2.66,0,15.1,4,58.2,,0,0,3.6,2,42,1,80.3,83.5,2,34,0.0,0,347,53,96.3,334,84.9,91,65.0,3,708,112,2.1,13.4,2.12
Julio Jones,6158,WR,ATL,11,134,0,2,7.3,2,63.2,,0,0,4.0,1,18,0,74.2,88.6,0,45,0.0,0,140,24,92.9,130,112.5,38,28.4,3,287,118,4.9,12.0,2.21,0,11.2,12,74.7,,0,0,7.1,5,39,2,67.8,91.1,1,54,0.0,0,288,65,92.7,267,107.6,87,64.9,1,924,302,4.6,14.2,3.46
Antonio Brown,5718,WR,PIT,11,125,0,25,10.3,5,66.0,,0,0,0.0,0,18,0,88.7,90.8,3,57,0.0,0,153,31,92.2,141,76.1,47,37.6,1,435,189,6.1,14.0,3.09,0,12.2,7,69.4,,0,0,9.1,5,28,0,65.2,86.6,3,59,0.0,0,270,50,91.1,246,86.2,72,57.6,1,673,226,4.5,13.5,2.74
Odell Beckham Jr.,8647,WR,NYG,11,119,0,21,12.0,4,56.6,0.0,0,1,0.0,0,22,1,87.6,85.2,2,87,0.0,0,185,30,91.4,169,91.8,53,44.5,4,421,163,5.4,14.0,2.49,0,11.8,6,62.3,,0,0,5.0,2,23,0,73.3,78.5,1,67,0.0,0,267,38,94.4,252,101.6,61,51.3,3,557,219,5.8,14.7,2.21
Demaryius Thomas,5547,WR,DEN,11,119,0,10,11.5,3,58.7,,0,0,6.9,2,19,1,54.9,74.9,2,48,0.0,0,159,27,94.3,150,72.6,46,38.7,1,359,100,3.7,13.3,2.39,0,10.4,6,62.5,,0,0,11.1,5,22,0,50.7,76.7,3,47,0.0,0,233,40,96.1,224,72.1,64,53.8,1,495,173,4.3,12.4,2.21
Brandon Marshall,3064,WR,NYJ,11,116,0,22,13.1,8,61.8,,0,0,8.1,3,26,1,61.5,91.0,4,47,0.0,0,151,34,94.7,143,90.4,55,47.4,5,486,129,3.8,14.3,3.4,0,13.8,3,67.3,,0,0,7.9,3,20,2,62.1,69.6,4,58,0.0,0,246,35,95.9,236,80.0,52,44.8,3,432,130,3.7,12.3,1.83
Larry Fitzgerald,1724,WR,ARZ,11,107,0,1,11.1,0,67.6,,0,0,4.2,1,16,3,73.0,70.9,2,24,1.9,3,158,23,85.4,135,93.5,34,31.8,3,246,90,3.9,10.7,1.82,0,8.8,6,83.6,,0,0,1.8,1,34,0,88.6,91.5,0,44,0.4,1,242,56,92.6,224,116.7,67,62.6,1,725,274,4.9,12.9,3.24
Calvin Johnson,3618,WR,DET,11,105,0,11,11.5,0,69.0,,0,0,3.3,1,24,0,76.7,90.0,1,36,0.0,0,170,29,95.3,162,102.8,42,40.0,2,375,94,3.2,12.9,2.31,0,14.0,1,61.0,,0,0,5.3,2,24,1,73.7,78.8,2,57,0.0,0,285,36,94.4,269,88.4,59,56.2,2,542,144,4.0,15.1,2.01
Allen Robinson II,8696,WR,JAX,11,104,0,15,14.2,1,41.5,,0,0,5.6,1,13,0,69.0,75.8,2,33,0.0,0,162,17,91.4,148,69.2,41,39.4,4,200,55,3.2,11.8,1.35,0,18.7,4,62.1,,0,0,10.0,4,26,0,47.2,81.5,1,52,0.0,0,299,36,96.3,288,115.1,58,55.8,3,713,109,3.0,19.8,2.48
Jarvis Landry,8698,WR,MIA,11,103,0,17,8.8,7,68.4,,0,0,3.7,1,19,0,77.8,89.1,2,50,0.6,1,173,26,93.6,162,110.1,38,36.9,4,345,188,7.2,13.3,2.13,0,6.0,9,80.4,,0,0,10.0,5,26,0,54.6,79.3,1,40,0.0,0,232,45,96.1,223,94.0,56,54.4,0,467,238,5.3,10.4,2.09
Mike Evans,8642,WR,TB,10,101,0,30,12.9,2,60.0,,0,0,14.3,4,21,0,33.1,90.2,1,25,0.0,0,111,24,89.2,99,80.7,40,39.6,0,375,87,3.6,15.6,3.79,0,17.2,0,43.6,,0,0,22.6,7,19,0,29.5,72.2,2,68,0.0,0,204,24,92.2,188,60.8,55,54.5,1,415,95,4.0,17.3,2.21
