player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ben Roethlisberger,1732,QB,PIT,11,-8.52,0,457,25,73.8,370,386,11.7,2.51,5,36,8.4,65.3,252,121,7.7,409,89.5,21,151,,,,,90.1,91.5,72.6,,90.9,,,51.5,,,2,14,455,15.7,92.9,4.6,19,4,1,8,18,16,3.5,3337,8.6,76.6,363,377,9.9,2.32,5,30,7.1,69.2,261,106,6.1,398,87.1,17,142,,,,,90.0,90.5,72.3,,90.0,,,51.5,,,1,10,443,16.0,97.9,4.3,17,4,1,7,17,13,2.9,3088,8.2,76.0,50,56,13.0,2.98,0,6,10.2,60.7,34,18,10.5,59,12.9,4,19,,,,,81.7,85.3,78.8,,83.1,,,,,,1,4,62,16.7,66.1,5.1,3,0,0,5,1,3,4.8,501,8.9,0,100.0,43,47,-2.0,1.58,0,0,0.0,91.5,43,3,0.0,48,10.5,0,10,,,,,80.4,68.5,78.0,,67.6,,,,,,0,0,50,33.3,89.0,2.1,1,0,0,4,0,0,0.0,252,5.4,0.76
Tyrod Taylor,6332,QB,BUF,13,5.55,0,434,4,69.5,308,321,12.2,3.33,4,24,7.0,61.1,196,159,8.4,402,92.6,18,131,,,,64.7,50.4,79.4,47.3,,75.7,65.1,,76.9,,,3,6,436,21.4,100.3,8.5,34,47,0,6,20,16,3.7,2647,8.2,70.6,265,277,10.2,3.08,5,17,5.8,62.5,173,124,7.5,336,77.4,14,104,,,,64.7,42.9,67.5,43.5,,64.2,65.1,,71.1,,,2,5,362,20.2,95.1,7.4,25,34,0,5,15,15,4.1,2023,7.3,76.4,72,75,13.5,3.8,0,7,8.2,68.0,51,38,7.3,98,22.6,4,36,,,,,85.5,93.2,80.9,,91.3,,,80.7,,,1,1,110,23.7,121.5,9.2,9,14,0,2,5,2,1.8,830,11.1,0,96.6,29,31,-2.9,2.13,1,0,0.0,90.3,28,3,0.0,32,7.4,0,9,,,,,78.4,53.0,76.8,,54.0,,,58.3,,,0,0,36,0.0,94.4,0.0,0,1,0,1,0,1,2.8,206,6.6,3.77
Andy Dalton,6187,QB,CIN,13,4.6,0,433,7,74.8,309,338,11.0,2.51,9,27,7.4,63.3,214,120,7.4,384,88.7,17,144,,,,,67.3,81.7,59.5,,83.8,,,49.8,,,5,6,411,15.8,107.0,4.9,19,26,0,15,24,13,3.2,2911,8.6,75.6,271,294,9.2,2.42,5,22,6.9,65.0,191,106,6.8,333,76.9,14,110,,,,,63.1,76.5,57.2,,79.3,,,48.0,,,5,6,357,14.2,102.1,4.5,15,24,0,13,19,11,3.1,2320,7.9,81.0,84,92,9.8,2.38,5,5,5.1,69.6,64,19,5.9,100,23.1,4,44,,,,,85.3,81.7,80.8,,79.7,,,63.5,,,0,1,106,21.1,119.4,4.0,4,3,0,3,6,3,2.8,930,10.1,0,91.3,46,48,-2.3,1.6,1,0,0.0,85.4,41,5,2.4,49,11.3,1,10,,,,,80.6,59.2,78.1,,59.7,,,58.3,,,0,1,52,0.0,94.4,0.0,0,1,0,1,1,1,1.9,339,7.1,2.22
Joe Flacco,4332,QB,BLT,10,10.58,0,430,3,73.6,348,378,8.7,2.61,2,21,5.3,62.4,236,128,7.8,395,91.9,20,122,,,,,53.6,64.7,88.1,,64.1,,,51.5,,,6,12,417,11.7,81.9,3.8,15,2,4,18,14,22,5.3,2602,6.9,72.6,281,305,8.5,2.42,3,18,5.5,61.6,188,99,7.8,319,74.2,16,93,,,,,57.4,71.3,87.6,,70.4,,,52.6,,,5,7,343,13.1,84.1,4.1,13,1,4,12,12,13,3.8,1981,6.5,81.2,101,108,5.4,2.87,0,3,2.7,72.2,78,31,4.9,111,25.8,4,31,,,,,58.3,45.8,81.1,,46.8,,,58.3,,,1,5,115,6.5,80.4,1.8,2,1,0,6,2,9,7.8,810,7.5,0,88.2,34,35,-2.8,1.7,1,0,0.0,85.7,30,2,0.0,35,8.1,0,2,,,,,79.2,63.2,77.3,,62.7,,,,,,0,0,41,0.0,89.2,0.0,0,0,0,0,0,0,0.0,189,5.4,1.0
Marcus Mariota,9435,QB,TEN,12,3.02,0,424,31,69.6,326,348,10.5,2.72,5,9,2.4,60.1,209,149,7.9,402,94.8,18,142,,,,64.7,29.7,61.4,57.9,,60.5,78.5,,59.3,,,2,10,439,26.2,89.6,9.7,39,15,3,12,18,21,4.8,2689,7.7,70.5,264,280,9.5,2.61,4,7,2.3,61.4,172,116,7.5,322,75.9,14,104,,,,64.7,27.3,56.6,53.9,,56.1,78.5,,55.4,,,1,7,353,28.4,91.0,10.2,33,9,3,8,15,18,5.1,2037,7.3,74.7,83,90,9.9,2.92,1,2,2.1,64.4,58,33,6.5,102,24.1,4,44,,,,,85.5,75.5,80.8,,73.2,,,68.3,,,1,3,108,18.2,92.9,5.9,6,6,0,5,4,3,2.8,781,8.7,0,100.0,21,22,-4.4,2.04,0,0,0.0,95.5,21,0,0.0,22,5.2,0,6,,,,,75.6,68.4,75.0,,67.6,,,,,,0,0,22,,106.3,0.0,0,0,0,1,1,0,0.0,129,5.9,1.4
Brian Hoyer,5277,QB,HST,10,7.73,0,356,13,69.2,299,314,10.9,2.58,4,7,2.1,59.6,187,102,9.7,341,95.8,20,120,,,,,49.5,66.9,69.5,,64.2,,,83.0,,,3,6,359,22.5,92.2,6.7,23,4,0,8,17,13,3.6,2293,7.3,68.6,236,246,9.4,2.35,4,4,1.5,58.5,144,75,11.1,267,75.0,18,82,,,,,52.6,57.9,87.0,,54.6,,,83.0,,,3,5,281,22.7,88.0,6.4,17,4,0,3,15,10,3.6,1492,6.1,76.6,77,83,12.9,3.02,1,3,3.4,66.3,55,27,6.8,89,25.0,4,40,,,,,52.6,85.6,0.0,,84.2,,,,,,0,1,94,22.2,107.8,6.7,6,0,0,5,3,3,3.2,865,10.4,0,100.0,14,15,-3.8,1.07,1,0,0.0,80.0,12,0,14.3,15,4.2,2,2,,,,,73.9,65.2,73.9,,64.6,,,,,,0,0,16,,106.7,0.0,0,0,0,0,1,0,0.0,64,4.3,4.35
Nick Foles,7089,QB,SL,11,12.71,0,356,26,64.6,263,287,10.5,2.63,0,10,3.3,50.9,146,139,14.1,306,86.0,24,77,,,,,70.0,57.8,33.1,,56.9,,,66.0,,,5,10,326,10.1,61.2,4.6,14,5,2,17,5,16,4.9,1754,6.1,65.8,231,252,7.9,2.45,0,5,1.9,53.2,134,110,11.8,263,73.9,18,56,,,,,66.0,50.4,29.0,,50.7,,,54.1,,,4,10,279,8.2,57.9,3.4,9,2,2,15,5,14,5.0,1295,5.1,78.5,79,85,10.5,2.79,0,5,5.5,65.9,56,36,9.7,93,26.1,6,31,,,,,84.8,79.6,80.5,,75.7,,,78.1,,,1,0,99,13.9,101.9,5.4,5,3,0,5,2,2,2.0,757,8.9,0,93.6,47,50,-2.4,2.01,0,0,0.0,88.0,44,7,0.0,50,14.0,0,10,,,,,80.6,64.9,78.1,,64.3,,,,,,0,0,52,0.0,104.8,0.0,0,0,0,3,2,0,0.0,298,6.0,3.77
Peyton Manning,327,QB,DEN,9,11.0,0,337,10,65.0,280,293,10.6,2.35,6,15,4.8,57.0,167,113,8.2,308,91.4,15,99,,,,,81.7,60.8,26.1,,60.5,,,61.0,,,3,17,326,13.3,64.3,4.9,15,0,1,3,9,21,6.4,2017,6.9,66.9,245,258,9.3,2.19,5,11,4.0,57.8,149,81,9.1,269,79.8,15,75,,,,,90.6,61.1,21.5,,60.8,,,61.0,,,3,13,284,13.6,62.4,4.1,11,0,1,4,6,15,5.3,1574,6.1,71.0,62,64,10.4,2.73,1,4,5.9,68.8,44,33,0.0,68,20.2,0,31,,,,,44.1,62.7,79.3,,62.3,,,,,,0,4,72,12.1,88.4,5.9,4,0,0,1,3,6,8.3,606,9.5,0,96.3,27,29,-1.9,1.71,0,0,0.0,89.7,26,1,0.0,29,8.6,0,7,,,,,77.4,68.5,76.1,,67.7,,,,,,0,0,30,0.0,90.1,0.0,0,0,0,2,0,0,0.0,163,5.6,3.37
Andrew Luck,7007,QB,IND,7,0.61,0,333,14,63.9,252,275,10.8,2.93,5,12,4.1,54.5,150,133,6.8,315,94.6,11,101,,,,,70.4,49.4,86.8,,48.3,,,60.1,,,6,12,335,11.3,74.7,4.8,15,25,2,10,15,24,7.2,1791,6.5,64.6,229,250,9.7,2.77,8,9,3.4,55.2,138,116,6.8,288,86.5,10,89,,,,,67.6,48.0,86.5,,46.7,,,60.6,,,4,9,302,12.9,76.6,5.2,15,23,2,7,13,20,6.6,1572,6.3,67.6,37,43,12.8,3.4,0,3,6.3,55.8,24,18,4.0,45,13.5,1,15,,,,,80.5,58.0,78.0,,58.2,,,58.6,,,2,3,51,0.0,65.0,0.0,0,2,0,4,2,5,9.8,309,7.2,0,85.7,14,18,-2.1,1.64,3,0,0.0,66.7,12,1,0.0,18,5.4,0,3,,,,,74.5,50.8,74.3,,51.2,,,,,,0,0,18,0.0,78.5,0.0,0,0,0,1,0,1,5.6,90,5.0,0.9
Josh McCown,1085,QB,CLV,8,-4.92,0,327,8,72.0,246,268,9.5,2.74,3,10,3.4,61.6,165,122,6.8,303,92.7,12,94,,,,,28.2,57.7,24.5,,59.8,,,45.9,,,8,4,329,18.9,92.8,7.6,23,12,0,11,12,16,4.9,1978,7.4,74.3,230,245,8.5,2.62,2,9,3.4,64.5,158,100,7.6,277,84.7,13,86,,,,,27.3,62.6,21.4,,64.7,,,46.5,,,5,3,303,21.0,95.4,7.6,21,11,0,8,11,12,4.0,1745,7.1,72.5,40,47,7.1,2.8,1,1,2.0,59.6,28,23,3.4,50,15.3,1,15,,,,,80.8,42.7,78.2,,44.1,,,58.3,,,3,1,53,8.7,82.2,4.0,2,1,0,3,1,4,7.5,364,7.7,0,95.8,24,24,-3.3,1.48,0,0,0.0,87.5,21,1,8.7,24,7.3,2,7,,,,,76.8,66.6,75.8,,65.9,,,,,,0,0,27,0.0,89.4,0.0,0,0,0,0,0,0,0.0,131,5.5,0.62
Colin Kaepernick,6188,QB,SF,9,3.31,0,295,28,65.8,199,216,9.3,3.02,4,10,4.4,56.0,121,116,7.6,267,90.5,10,74,,,,,53.2,45.9,22.3,,48.6,,,46.7,,,0,5,277,24.1,75.9,10.5,28,23,0,13,6,11,4.0,1429,6.6,65.8,149,159,7.5,2.82,4,7,4.2,57.9,92,78,6.1,200,67.8,6,49,,,,,42.6,38.5,12.9,,41.1,,,45.5,,,0,4,208,24.4,71.3,9.5,19,22,0,6,4,8,3.8,880,5.5,73.1,78,85,8.3,2.97,0,3,3.4,61.2,52,39,8.8,95,32.2,5,31,,,,,84.8,69.7,80.5,,68.3,,,62.6,,,0,1,98,23.1,92.0,9.5,9,1,0,7,2,3,3.1,735,8.6,0,85.7,28,28,-3.0,1.46,0,0,0.0,82.1,23,1,4.2,28,9.5,1,6,,,,,77.2,64.1,76.0,,63.7,,,,,,0,0,29,0.0,94.3,0.0,0,0,0,0,0,0,0.0,186,6.6,3.12
Brock Osweiler,7059,QB,DEN,7,-2.07,0,287,10,70.8,219,231,10.0,2.73,5,6,2.5,60.6,140,103,9.7,265,92.3,15,81,,,,,52.1,61.4,64.1,,63.2,,,44.1,,,3,4,279,21.4,87.1,8.3,22,12,0,4,9,10,3.6,1592,6.9,73.7,190,203,8.8,2.54,5,6,2.8,62.1,126,83,10.0,230,80.1,14,68,,,,,46.7,64.1,62.2,,67.0,,,37.1,,,3,3,243,21.7,86.3,7.8,18,9,0,5,7,7,2.9,1324,6.5,67.4,46,50,10.4,3.17,0,0,0.0,60.0,30,26,3.2,57,19.9,1,20,,,,,81.4,51.2,78.6,,48.7,,,71.9,,,0,1,59,15.4,91.3,7.0,4,3,0,4,2,3,5.1,411,8.2,0,94.1,17,22,-2.0,1.96,0,0,0.0,72.7,16,6,0.0,22,7.7,0,7,,,,,75.9,59.6,75.2,,59.4,,,,,,0,0,23,0.0,89.8,0.0,0,0,0,5,0,0,0.0,143,6.5,1.7
Blaine Gabbert,6162,QB,SF,7,0.79,0,284,28,70.2,208,215,8.5,2.84,2,9,4.0,60.5,130,106,11.0,261,91.9,16,76,,,,,64.3,65.4,86.1,,59.5,,,86.6,,,0,6,274,22.6,85.3,9.2,24,22,0,5,9,7,2.6,1576,7.3,70.8,178,183,7.3,2.53,2,7,3.6,62.8,115,79,8.7,211,74.3,11,56,,,,,58.0,58.3,85.6,,55.7,,,70.8,,,0,6,223,21.5,80.5,8.1,17,11,0,3,6,7,3.1,1262,6.9,79.2,53,55,8.1,3.35,0,2,3.6,63.6,35,29,16.7,73,25.7,7,22,,,,,82.9,82.9,79.4,,73.2,,,90.1,,,0,0,74,24.1,104.7,9.6,7,11,0,2,3,0,0.0,415,7.5,0,95.7,23,23,-1.9,1.6,0,0,0.0,87.0,20,2,9.1,23,8.1,2,2,,,,,75.9,69.8,75.2,,68.9,,,,,,0,0,23,0.0,85.0,0.0,0,0,0,0,0,0,0.0,101,4.4,0.65
Matt Hasselbeck,408,QB,IND,8,10.38,0,278,14,69.6,217,232,8.9,2.53,7,6,2.4,60.3,140,82,7.3,254,91.4,11,81,,,,,79.1,65.7,0.0,,66.9,,,55.1,,,2,5,272,19.5,82.7,6.3,16,6,0,6,8,9,3.3,1550,6.7,68.3,186,201,7.3,2.38,7,4,1.9,58.7,118,71,7.1,222,79.9,9,64,,,,,76.4,57.3,0.0,,58.8,,,55.1,,,2,5,235,21.1,75.1,6.8,15,6,0,6,6,7,3.0,1182,5.9,80.8,52,55,9.9,2.86,1,2,3.3,69.1,38,17,9.5,56,20.1,4,23,,,,,81.7,84.5,78.8,,82.3,,,,,,0,0,62,5.9,116.3,1.8,1,0,0,2,3,2,3.2,508,9.2,0,85.7,21,24,-2.9,1.89,1,0,0.0,66.7,16,6,11.1,24,8.6,2,6,,,,,76.3,58.6,75.5,,58.5,,,,,,0,0,25,0.0,95.8,0.0,0,0,0,2,1,0,0.0,140,5.8,3.36
Johnny Manziel,8657,QB,CLV,9,4.38,0,269,8,67.0,188,200,10.0,3.33,0,4,1.9,53.0,106,114,15.9,246,91.4,20,78,,,,,26.4,51.8,0.0,,46.1,,,83.3,,,0,5,258,16.7,76.4,7.7,19,27,1,11,7,16,6.2,1388,6.9,68.8,170,179,8.3,3.17,0,3,1.6,57.0,102,96,12.8,220,81.8,15,65,,,,,27.7,53.8,0.0,,47.1,,,86.7,,,0,4,231,17.7,77.7,7.7,17,24,1,8,6,13,5.6,1129,6.3,78.0,41,44,9.1,3.27,0,1,2.3,61.4,27,19,15.6,49,18.2,5,16,,,,,30.4,54.8,78.0,,56.6,,,52.4,,,0,1,50,10.5,86.5,4.1,2,3,0,3,1,3,6.0,371,8.4,0,100.0,23,23,-4.0,1.74,0,0,0.0,100.0,23,1,0.0,23,8.6,0,3,,,,,75.9,69.6,75.2,,68.7,,,,,,0,0,23,0.0,87.0,0.0,0,0,0,0,0,0,0.0,112,4.9,2.12
Matt Cassel,2447,QB,DAL,8,7.29,0,230,9,70.7,174,193,9.5,2.75,10,5,2.4,58.0,112,72,8.9,218,94.8,11,59,,,,,75.0,53.0,86.1,,53.5,,,45.7,,,3,6,234,19.4,72.9,6.4,14,11,2,4,5,6,2.6,1242,6.4,70.6,153,173,8.2,2.62,10,3,1.6,57.2,99,64,8.3,193,83.9,9,49,,,,,72.4,50.3,85.8,,50.3,,,48.4,,,3,5,206,17.2,71.8,5.7,11,9,2,5,5,5,2.4,1014,5.9,74.2,31,31,12.3,3.31,0,2,5.6,64.5,20,9,13.0,37,16.1,3,10,,,,,79.3,59.0,77.3,,58.5,,,61.3,,,0,2,42,33.3,64.2,8.1,3,3,0,0,0,2,4.8,262,8.5,0,80.0,10,11,-2.1,2.43,0,0,0.0,63.6,7,1,12.5,12,5.2,1,0,,,,,73.2,40.7,73.5,,35.1,,,65.6,,,0,1,14,0.0,30.1,0.0,0,1,0,1,0,1,7.1,34,3.1,2.59
Ryan Mallett,6226,QB,BLT,6,14.88,0,195,3,68.1,166,176,10.0,2.46,2,7,3.8,55.1,97,56,14.2,183,93.8,16,60,,,,,71.2,65.1,56.1,,63.9,,,66.6,,,3,4,193,8.9,70.6,2.7,5,2,0,5,4,8,4.1,1034,5.9,66.4,149,159,8.8,2.27,2,4,2.4,54.1,86,40,13.1,162,83.1,13,48,,,,,68.7,54.5,54.2,,53.7,,,66.6,,,3,4,172,2.5,66.0,0.6,1,2,0,5,4,8,4.7,800,5.0,85.2,27,29,11.1,2.96,1,3,10.3,69.0,20,16,13.0,33,16.9,3,13,,,,,77.9,92.5,76.5,,91.3,,,,,,0,0,33,25.0,94.6,12.1,4,0,0,1,0,0,0.0,244,8.4,0,90.0,10,12,-4.1,1.31,1,0,0.0,75.0,9,0,0.0,12,6.2,0,1,,,,,72.4,54.8,72.9,,55.0,,,,,,0,0,12,,77.1,0.0,0,0,0,1,0,0,0.0,10,0.8,3.38
Zach Mettenberger,8813,QB,TEN,6,14.1,0,167,31,70.4,135,141,9.3,2.66,2,0,0.0,61.0,86,64,9.5,155,92.8,9,45,,,,,29.2,37.1,83.8,,40.3,,,33.1,,,1,6,162,18.8,70.1,7.7,12,2,1,2,4,11,6.8,860,6.1,70.9,127,133,7.8,2.6,3,0,0.0,60.9,81,62,10.0,145,86.8,9,39,,,,,43.8,36.7,83.6,,40.0,,,33.1,,,1,6,150,16.1,68.5,6.9,10,2,1,1,4,10,6.7,781,5.9,84.2,19,20,12.6,2.75,0,0,0.0,75.0,15,6,6.3,22,13.2,1,7,,,,,24.3,57.9,75.3,,57.9,,,,,,0,0,24,33.3,88.8,9.1,2,0,0,1,0,1,4.2,116,5.8,0,100.0,11,12,-2.9,2.05,1,0,0.0,83.3,10,4,9.1,12,7.2,1,1,,,,,72.4,65.7,72.9,,65.1,,,,,,0,0,12,0.0,79.5,0.0,0,0,0,0,0,0,0.0,37,3.1,-0.07
Brandon Weeden,7028,QB,HST,6,-5.0,0,159,13,73.2,127,131,8.7,2.72,2,4,2.8,67.9,89,39,4.3,150,94.3,4,55,,,,,49.0,67.4,84.9,,66.1,,,61.4,,,0,2,163,25.6,96.7,6.7,10,9,1,1,5,8,4.9,995,7.6,75.9,116,120,8.1,2.6,2,3,2.3,70.0,84,32,4.5,137,86.2,4,49,,,,,66.9,67.9,84.7,,66.3,,,62.9,,,0,2,148,28.1,94.6,6.6,9,8,1,1,4,7,4.7,864,7.2,68.4,19,20,7.6,2.92,0,1,4.3,65.0,13,7,0.0,22,13.8,0,8,,,,,24.9,62.5,75.5,,63.2,,,58.3,,,0,0,25,14.3,110.2,4.5,1,1,0,1,1,1,4.0,179,9.0,0,100.0,8,9,-3.4,1.38,0,0,0.0,88.9,8,0,0.0,9,5.7,0,2,,,,,71.4,64.7,72.3,,64.2,,,,,,0,0,10,,88.9,0.0,0,0,0,1,0,0,0.0,48,5.3,1.75
Jimmy Clausen,5573,QB,BLT,4,23.57,0,140,3,65.3,101,113,9.9,2.77,3,0,0.0,54.9,62,54,6.1,128,91.4,4,32,,,,,87.1,45.1,0.0,,48.9,,,43.1,,,2,4,132,13.0,65.0,5.5,7,8,0,7,2,4,3.0,705,6.2,66.0,94,107,9.1,2.55,4,0,0.0,54.2,58,47,6.5,118,84.3,4,27,,,,,86.5,44.3,0.0,,47.6,,,45.9,,,2,4,122,10.6,58.3,4.2,5,6,0,7,1,4,3.3,604,5.6,82.4,17,18,7.1,3.31,0,0,0.0,77.8,14,9,0.0,22,15.7,0,6,,,,,75.9,61.1,75.2,,64.0,,,52.3,,,0,0,23,22.2,116.4,9.1,2,2,0,1,1,0,0.0,135,7.5,0,100.0,10,12,-2.2,1.56,1,0,0.0,83.3,10,2,0.0,12,8.6,0,1,,,,,72.8,63.9,73.2,,63.5,,,,,,0,0,13,0.0,79.2,0.0,0,0,0,1,0,0,0.0,34,2.8,1.86
Tony Romo,1693,QB,DAL,4,6.57,0,129,9,72.2,108,112,8.5,2.67,2,2,1.7,67.0,75,45,3.8,120,93.0,3,43,,,,,61.5,55.3,43.1,,54.9,,,63.8,,,1,7,127,13.3,78.3,5.0,6,2,0,1,5,6,4.7,849,7.6,73.4,94,98,7.7,2.52,1,2,1.9,67.3,66,36,4.3,105,81.4,3,37,,,,,58.3,53.9,40.4,,53.4,,,63.8,,,1,7,112,13.9,72.9,4.8,5,2,0,2,4,6,5.4,725,7.4,77.3,22,23,7.5,2.84,1,0,0.0,73.9,17,9,0.0,24,18.6,0,10,,,,,76.3,63.1,75.5,,62.7,,,,,,0,0,25,11.1,107.0,4.2,1,0,0,0,1,0,0.0,159,6.9,0,100.0,8,9,-2.9,1.31,0,0,0.0,88.9,8,0,0.0,9,7.0,0,4,,,,,71.4,59.8,72.3,,59.7,,,,,,0,0,10,,82.9,0.0,0,0,0,1,0,0,0.0,35,3.9,-0.49
A.J. McCarron,8799,QB,CIN,5,11.14,0,107,7,81.6,76,85,11.0,2.77,1,4,4.5,67.1,57,40,8.1,100,93.5,5,36,,,,,58.3,74.7,83.1,,77.1,,,43.5,,,2,1,105,22.5,101.8,9.0,9,6,0,6,4,1,1.0,675,7.9,77.9,68,75,10.5,2.61,1,3,3.8,65.3,49,32,7.5,88,82.2,4,32,,,,,54.9,72.1,82.8,,74.4,,,44.2,,,2,1,92,25.0,95.9,9.1,8,5,0,4,3,1,1.1,569,7.6,93.3,15,17,7.1,3.06,0,1,5.6,76.5,13,9,7.1,19,17.8,1,5,,,,,75.1,56.1,74.7,,57.3,,,58.3,,,0,1,20,11.1,91.5,5.3,1,1,0,2,1,1,5.0,125,7.4,0,71.4,7,7,-1.9,1.54,0,0,0.0,71.4,5,1,0.0,7,6.5,0,1,,,,,69.6,27.0,71.1,,28.0,,,,,,0,1,7,0.0,34.5,0.0,0,0,0,0,0,1,14.3,19,2.7,-0.24
Mark Sanchez,4928,QB,PHI,3,9.21,0,102,24,69.4,72,75,7.9,2.71,1,4,5.2,65.3,49,37,2.0,86,84.3,1,26,,,,,62.5,70.0,82.2,,68.9,,,60.9,,,0,3,88,24.3,82.2,10.5,9,2,0,2,3,4,4.5,522,7.0,71.4,70,73,4.6,2.49,1,0,0.0,63.0,46,33,8.0,82,80.4,4,23,,,,,61.2,62.9,82.1,,61.3,,,63.3,,,0,3,83,24.2,82.0,9.8,8,1,0,2,4,3,3.6,460,6.3,76.5,17,18,11.4,3.05,0,4,21.1,72.2,13,6,0.0,20,19.6,0,7,,,,,75.4,83.3,74.9,,83.0,,,58.3,,,0,1,21,16.7,75.2,5.0,1,1,0,1,0,1,4.8,156,8.7,0,86.7,15,16,-3.5,1.97,0,0,0.0,62.5,10,2,23.1,16,15.7,3,4,,,,,73.9,63.5,73.9,,63.1,,,,,,0,1,16,0.0,73.4,0.0,0,0,0,1,1,0,0.0,94,5.9,2.37
Case Keenum,7323,QB,SL,4,11.97,0,96,26,69.9,73,78,9.8,2.61,0,6,7.1,59.0,46,31,9.8,86,89.6,5,27,,,,,34.8,68.2,42.4,,70.2,,,47.7,,,2,1,93,12.9,88.8,4.7,4,3,0,3,3,5,5.4,563,7.2,71.0,69,74,7.2,2.42,0,6,7.6,59.5,44,27,10.2,78,81.3,5,23,,,,,52.9,70.5,40.8,,71.3,,,54.0,,,2,1,84,11.1,81.5,3.8,3,1,0,3,2,5,6.0,470,6.4,76.9,13,14,14.1,3.13,0,0,0.0,71.4,10,6,0.0,18,18.8,0,7,,,,,26.7,56.0,74.7,,60.1,,,50.3,,,0,0,20,16.7,139.0,5.6,1,2,0,1,2,0,0.0,127,9.1,0,88.9,9,10,-3.6,2.06,0,0,0.0,80.0,8,2,0.0,10,10.4,0,3,,,,,71.9,60.9,72.6,,60.7,,,,,,0,0,11,0.0,114.2,0.0,0,0,0,1,1,0,0.0,34,3.4,2.72
