player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ben Jones,7099,C,HST,12,100.0,0,13,78.0,79.0,77.4,2,15,529,100.0,100.0,98.0,4,19,2,905,905,0,0,905,557,557,0,0,348,0
Derek Newton,6366,T,HST,12,100.0,1,13,75.2,68.1,77.1,6,21,528,100.0,100.0,97.1,4,29,2,900,0,85,30,900,556,556,201,582,344,2
Ryan Schraeder,8496,T,ATL,12,100.0,0,2,75.6,79.1,66.4,2,17,513,100.0,100.0,97.8,4,21,2,872,0,0,0,872,550,550,0,872,322,0
Chris Chester,3001,G,ATL,12,100.0,0,2,76.6,66.2,77.5,4,21,513,100.0,100.0,96.6,3,30,5,872,0,0,0,872,550,550,872,0,322,0
Allen Barbre,3735,G,PHI,12,100.0,2,24,60.3,63.2,59.4,4,27,486,100.0,100.0,96.6,5,32,1,868,0,868,0,868,521,521,0,0,347,0
Lane Johnson,7786,T,PHI,12,100.0,2,24,70.6,68.8,77.1,6,11,486,100.0,100.0,97.0,11,23,6,868,0,0,241,868,521,521,0,625,347,1
Jason Kelce,6343,C,PHI,12,100.0,2,24,73.0,76.1,72.2,3,6,486,100.0,100.0,98.9,11,10,1,868,868,0,0,868,521,521,0,0,347,0
Andy Levitre,4974,G,ATL,12,100.0,0,2,72.2,66.8,72.5,4,28,513,100.0,100.0,96.7,7,33,1,859,0,859,0,859,550,550,0,0,309,0
Jake Matthews,8641,T,ATL,12,100.0,0,2,79.3,80.0,69.9,2,26,513,100.0,100.0,97.1,4,29,1,859,0,0,859,859,550,550,0,0,309,0
Zach Strief,3155,T,NO,12,100.0,0,20,69.7,67.2,68.2,9,16,524,100.0,100.0,96.5,6,31,6,854,0,0,0,854,560,560,0,852,294,0
Max Unger,4972,C,NO,12,99.9,0,20,69.6,83.3,61.3,1,11,523,99.8,99.8,98.7,1,13,1,851,851,0,0,852,558,559,0,0,293,0
Marshal Yanda,3702,G,BLT,12,99.9,1,3,92.1,88.2,90.3,1,11,509,99.8,99.8,98.6,1,13,1,848,0,0,0,849,543,544,840,3,305,1
Rick Wagner,7950,T,BLT,12,100.0,0,3,62.1,67.4,54.4,6,31,509,100.0,100.0,96.2,3,38,1,845,0,0,0,845,543,543,0,841,302,3
Jack Mewhort,8694,G,IND,12,100.0,1,14,76.5,79.9,74.0,8,27,532,100.0,100.0,96.7,4,35,0,843,0,701,0,843,569,569,1,137,274,4
Michael Oher,4946,T,CAR,12,100.0,1,5,63.5,83.6,43.7,0,17,419,100.0,100.0,97.3,4,20,3,841,0,0,812,841,449,449,0,0,392,29
Mike Remmers,7431,T,CAR,12,100.0,0,5,66.7,70.3,64.0,1,30,419,100.0,100.0,95.8,7,33,2,841,0,0,0,841,449,449,0,828,392,13
D'Brickashaw Ferguson,2949,T,NYJ,12,100.0,0,22,63.8,66.7,61.8,10,30,497,100.0,100.0,95.0,7,45,5,835,0,0,832,835,517,517,0,0,318,3
James Carpenter,6177,G,NYJ,12,100.0,0,22,77.6,73.4,73.6,5,19,497,100.0,100.0,97.4,1,25,1,832,0,832,0,832,517,517,0,0,315,0
Breno Giacomini,4464,T,NYJ,12,100.0,1,22,58.3,60.7,55.7,6,35,497,100.0,100.0,95.5,7,43,2,832,0,0,0,832,517,517,0,832,315,0
Trai Turner,8727,G,CAR,12,100.0,0,5,77.5,82.5,72.9,0,15,418,100.0,100.0,98.0,5,16,1,831,0,0,0,831,448,448,831,0,383,0
Joe Barksdale,6244,T,SD,12,100.0,1,27,75.2,79.3,70.0,4,21,517,100.0,100.0,96.8,6,29,4,831,0,0,79,831,559,559,0,752,272,0
Josh Sitton,4449,G,GB,12,100.0,0,12,79.3,91.7,72.1,0,5,491,99.8,99.8,98.9,5,8,3,830,0,830,0,830,549,550,0,0,281,0
Matt Slauson,5117,G,CHI,12,100.0,0,6,73.5,83.4,68.2,1,5,440,100.0,100.0,99.1,3,7,1,829,273,556,0,829,466,466,0,0,363,0
Kyle Long,7801,T,CHI,12,100.0,0,6,69.5,64.7,71.4,3,24,440,100.0,100.0,96.2,7,30,3,829,0,0,0,829,466,466,0,829,363,0
Donovan Smith,9467,T,TB,12,100.0,1,30,61.8,60.5,61.7,8,29,427,100.0,100.0,95.0,7,40,3,823,0,0,823,823,470,470,0,0,353,0
Alex Mack,4944,C,CLV,12,100.0,0,8,69.1,77.3,65.6,4,16,538,100.0,100.0,97.4,4,24,4,821,821,0,0,821,575,575,0,0,246,0
Mitchell Schwartz,7041,T,CLV,12,100.0,1,8,75.4,80.3,63.7,7,23,538,100.0,100.0,96.7,4,33,3,821,0,0,0,821,575,575,0,821,246,0
Joe Thomas,3619,T,CLV,12,100.0,0,8,90.0,92.6,77.8,1,19,538,100.0,100.0,97.8,5,22,2,821,0,0,821,821,575,575,0,0,246,0
Jared Veldheer,5594,T,ARZ,12,100.0,2,1,81.9,85.4,73.3,6,12,438,100.0,100.0,97.5,7,20,2,820,0,0,820,820,487,487,0,0,333,0
Lyle Sendlein,4062,C,ARZ,12,100.0,0,1,62.3,66.4,59.4,6,15,438,100.0,100.0,97.1,1,23,2,820,820,0,0,820,487,487,0,0,333,0
Zane Beadles,5570,G,JAX,12,100.0,0,15,61.6,69.0,54.9,3,23,529,100.0,100.0,96.6,1,31,5,817,0,817,0,817,561,561,0,0,256,0
Stefen Wisniewski,6200,C,JAX,12,100.0,1,15,70.2,79.5,64.1,0,10,529,100.0,100.0,98.7,2,12,2,817,817,0,0,817,561,561,0,0,256,0
Jermey Parnell,5426,T,JAX,12,100.0,0,15,71.2,68.3,75.4,13,29,528,100.0,100.0,95.5,6,45,3,816,0,0,0,816,560,560,0,816,256,0
Matt Paradis,8841,C,DEN,12,100.0,0,10,67.6,69.3,64.1,7,15,472,100.0,100.0,97.5,1,23,1,814,814,0,0,814,501,501,0,0,313,0
Riley Reiff,7029,T,DET,12,100.0,0,11,74.7,68.1,76.5,6,34,532,100.0,100.0,95.1,5,46,6,813,0,0,813,813,561,561,0,0,252,0
John Greco,4379,G,CLV,12,100.0,0,8,74.5,75.2,71.3,6,22,530,100.0,100.0,97.2,2,29,1,812,0,0,0,812,566,566,812,0,246,0
Ramon Foster,5229,G,PIT,12,100.0,1,25,78.0,80.0,76.6,1,16,464,100.0,100.0,97.1,4,22,5,808,0,807,0,808,510,510,1,0,298,0
David DeCastro,7640,G,PIT,12,100.0,0,25,82.5,88.4,76.3,1,15,464,100.0,100.0,98.1,1,17,1,808,0,1,0,808,510,510,807,0,298,0
