player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Russell Okung,5531,T,SEA,1,100.0,0,29,60.0,49.4,65.5,0,5,54,100.0,100.0,91.7,0,7,2,83,0,0,83,83,55,55,0,0,28,0
Garry Gilliam,9137,T,SEA,1,100.0,0,29,37.8,26.4,52.6,1,7,54,100.0,100.0,90.7,0,9,1,83,0,0,0,83,55,55,0,83,28,0
Drew Nowak,7369,C,SEA,1,100.0,0,29,66.2,80.3,60.0,0,0,54,100.0,100.0,100.0,0,0,0,83,83,0,0,83,55,55,0,0,28,0
J.R. Sweezy,7209,G,SEA,1,100.0,0,29,46.6,49.4,51.8,0,0,54,100.0,100.0,98.1,1,1,1,83,0,0,0,83,55,55,83,0,28,0
Justin Britt,8699,G,SEA,1,100.0,0,29,45.3,40.6,47.0,0,4,54,100.0,100.0,94.4,0,5,1,83,0,83,0,83,55,55,0,0,28,0
Kory Lichtensteiger,4422,C,WAS,1,100.0,1,32,53.2,16.8,63.2,0,3,33,100.0,100.0,92.4,1,4,1,77,77,0,0,77,38,38,0,0,39,0
Brandon Scherff,9438,G,WAS,1,100.0,0,32,55.4,68.5,51.1,0,1,33,100.0,100.0,98.5,0,1,0,77,0,0,0,77,38,38,77,0,39,0
Shawn Lauvao,5616,G,WAS,1,100.0,0,32,63.6,34.9,68.1,0,3,33,100.0,100.0,95.5,0,3,0,77,0,77,0,77,38,38,0,0,39,0
Trent Williams,5529,T,WAS,1,100.0,0,32,65.2,85.7,65.8,0,0,33,100.0,100.0,100.0,1,0,0,77,0,0,77,77,38,38,0,0,39,0
Chris Chester,3001,G,ATL,1,100.0,0,2,75.4,77.3,70.7,0,0,37,100.0,100.0,100.0,0,0,0,76,0,0,0,76,42,42,76,0,34,0
Mike Person,6391,C,ATL,1,100.0,0,2,63.8,80.1,58.6,0,1,37,100.0,100.0,98.6,0,1,0,76,76,0,0,76,42,42,0,0,34,0
Jake Matthews,8641,T,ATL,1,100.0,0,2,76.9,79.4,71.9,0,0,37,100.0,100.0,100.0,0,0,0,76,0,0,76,76,42,42,0,0,34,0
Andy Levitre,4974,G,ATL,1,100.0,0,2,49.9,66.6,45.2,1,0,37,100.0,100.0,95.9,1,2,1,76,0,76,0,76,42,42,0,0,34,0
Ryan Schraeder,8496,T,ATL,1,100.0,0,2,69.7,80.7,67.3,1,0,37,100.0,100.0,98.6,1,1,0,76,0,0,0,76,42,42,0,76,34,0
Anthony Castonzo,6174,T,IND,1,100.0,0,14,64.7,72.7,50.9,0,0,53,100.0,100.0,100.0,1,0,0,75,0,0,75,75,59,59,0,0,16,0
Jack Mewhort,8694,G,IND,1,100.0,0,14,66.7,81.2,55.4,0,1,53,100.0,100.0,99.1,0,1,0,75,0,0,0,75,59,59,1,74,16,0
Morgan Moses,8701,T,WAS,1,100.0,0,32,50.3,58.9,58.0,0,1,33,100.0,100.0,98.5,2,1,0,75,0,0,0,75,37,37,0,75,38,0
Chris Watt,8724,C,SD,1,100.0,0,27,44.5,32.7,53.1,0,6,44,100.0,100.0,93.2,2,6,0,75,73,0,0,75,44,44,2,0,31,0
King Dunlap,4544,T,SD,1,100.0,0,27,75.7,90.1,61.1,0,0,44,100.0,100.0,100.0,0,0,0,75,0,0,75,75,44,44,0,0,31,0
Jeff Adams,7680,G,HST,1,100.0,0,13,62.6,65.6,58.9,0,1,53,100.0,100.0,97.2,0,2,1,75,0,75,0,75,55,55,0,0,20,0
Orlando Franklin,6198,G,SD,1,100.0,0,27,72.3,60.7,72.6,0,5,44,100.0,100.0,94.3,0,5,0,75,0,75,0,75,44,44,0,0,31,0
Derek Newton,6366,T,HST,1,100.0,0,13,55.0,49.8,57.1,0,5,53,100.0,100.0,93.4,0,6,1,75,0,0,0,75,55,55,0,75,20,0
Brandon Brooks,7078,G,HST,1,100.0,0,13,72.2,69.7,70.4,0,0,53,100.0,100.0,96.2,0,2,2,75,0,0,0,75,55,55,75,0,20,0
Duane Brown,4340,T,HST,1,100.0,0,13,67.5,84.2,54.6,0,3,53,100.0,100.0,97.2,1,3,0,75,0,0,75,75,55,55,0,0,20,0
Ben Jones,7099,C,HST,1,100.0,0,13,65.0,78.1,66.1,0,1,53,100.0,100.0,99.1,1,1,0,75,75,0,0,75,55,55,0,0,20,0
Khaled Holmes,7903,C,IND,1,100.0,0,14,51.5,42.3,53.4,0,4,53,100.0,100.0,94.3,1,5,1,75,75,0,0,75,59,59,0,0,16,0
Lance Louis,5170,G,IND,1,100.0,0,14,52.3,60.5,55.1,2,0,53,100.0,100.0,98.1,1,2,0,75,0,75,0,75,59,59,0,0,16,0
Todd Herremans,2343,G,IND,1,100.0,0,14,61.6,86.5,45.0,0,1,53,100.0,100.0,99.1,0,1,0,74,0,0,0,74,59,59,74,0,15,0
Will Montgomery,3179,C,CHI,1,100.0,0,6,61.8,46.1,67.7,0,3,40,100.0,100.0,96.2,0,3,0,73,73,0,0,73,43,43,0,0,30,0
Jason Kelce,6343,C,PHI,1,100.0,0,24,51.4,61.5,46.7,1,0,52,100.0,100.0,99.0,2,1,0,73,73,0,0,73,54,54,0,0,19,0
Joe Barksdale,6244,T,SD,1,100.0,0,27,60.5,66.1,53.7,1,1,43,100.0,100.0,95.3,0,3,1,73,0,0,0,73,43,43,0,73,30,0
Lane Johnson,7786,T,PHI,1,100.0,1,24,81.0,81.0,77.7,1,0,52,100.0,100.0,99.0,1,1,0,73,0,0,0,73,54,54,0,73,19,0
Kyle Long,7801,T,CHI,1,100.0,0,6,52.8,37.3,61.3,0,4,40,100.0,100.0,92.5,0,5,1,73,0,0,0,73,43,43,0,73,30,0
Terron Armstead,7856,T,NO,1,100.0,0,20,83.9,76.2,86.3,1,2,50,100.0,100.0,97.0,0,3,0,73,0,0,73,73,52,52,0,0,21,0
