player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,10,0,0,23,55.7,0,0,2,0.6,0.0,0,0,0.0,0,471,3,0,0,56.1,0,0,1,0.9,0.0,0,0.0,0,212,2,0
Julius Peppers,1010,ED,GB,10,0,1,12,68.0,7,24,278,90.4,14.7,41,2,8.1,7,322,291,38,0,71.8,6,17,162,92.9,18.5,30,10.2,5,183,170,28
Dwight Freeney,1019,ED,ARZ,5,0,0,1,69.1,3,11,85,93.8,20.0,17,0,11.8,3,97,91,17,0,75.4,3,9,50,94.7,28.0,14,16.0,2,57,54,14
James Harrison,1251,ED,PIT,9,1,0,25,77.1,7,18,161,76.7,20.5,33,2,9.0,2,223,171,27,0,82.3,5,12,71,77.3,33.8,24,14.8,2,97,75,19
Kevin Williams,1325,DI,NO,10,1,0,20,60.7,1,10,145,100.0,7.6,11,1,3.8,0,157,157,11,1,63.2,1,2,44,100.0,6.8,3,3.4,0,48,48,3
Terrell Suggs,1326,ED,BLT,1,0,0,3,64.3,0,1,27,79.4,14.8,4,0,1.9,0,34,27,1,0,63.2,0,0,13,81.3,15.4,2,0.0,0,16,13,0
Calvin Pace,1334,ED,NYJ,10,0,0,22,64.1,4,7,159,77.7,8.8,14,0,4.7,2,215,167,13,0,59.3,3,4,71,85.6,14.1,10,4.9,0,90,77,7
Charles Tillman,1351,CB,CAR,9,0,0,5,49.4,0,0,6,1.6,0.0,0,1,0.0,0,380,6,0,0,54.3,0,0,3,1.4,0.0,0,0.0,0,216,3,0
Rashean Mathis,1355,CB,DET,7,0,0,11,54.7,0,0,2,0.8,0.0,0,1,0.0,0,250,2,0,0,54.7,0,0,2,1.9,0.0,0,0.0,0,106,2,0
Cory Redding,1381,DI,ARZ,9,0,1,1,54.6,0,5,94,100.0,5.3,5,2,2.7,0,100,100,5,0,54.9,0,1,32,100.0,3.1,1,1.6,0,34,34,1
