player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Chris Chester,3001,G,ATL,5,0,2,74.2,100.0,17,10.9,17,76.9,0,100.0,156,156,76.5,100.0,116,74.4,116
Ryan Schraeder,8496,T,ATL,5,0,2,57.0,100.0,17,10.9,17,75.7,0,100.0,156,156,78.9,100.0,116,74.4,116
Trent Williams,5529,T,WAS,5,0,32,64.1,100.0,51,32.9,51,66.5,0,100.0,155,155,61.0,100.0,91,58.7,91
Kory Lichtensteiger,4422,C,WAS,5,1,32,41.8,100.0,51,32.9,51,53.4,1,100.0,155,155,63.3,100.0,91,58.7,91
Brandon Scherff,9438,G,WAS,5,0,32,57.0,100.0,51,32.9,51,62.1,0,100.0,155,155,68.7,100.0,91,58.7,91
Morgan Moses,8701,T,WAS,5,0,32,73.4,100.0,51,33.1,51,62.7,2,100.0,154,154,55.9,100.0,91,59.1,91
Kirk Cousins,7102,QB,WAS,5,0,32,60.0,98.0,50,32.9,51,60.0,0,98.1,152,155,60.0,100.0,91,59.9,91
Russell Bodine,8746,C,CIN,5,0,7,62.5,100.0,62,41.6,62,63.1,1,100.0,149,149,58.4,100.0,69,46.3,69
Kevin Zeitler,7032,G,CIN,5,1,7,55.6,100.0,62,41.9,62,62.7,2,100.0,148,148,64.2,100.0,68,45.9,68
Clint Boling,6253,G,CIN,5,0,7,64.9,100.0,62,41.9,62,74.3,0,100.0,148,148,74.4,100.0,68,45.9,68
Jake Matthews,8641,T,ATL,5,0,2,64.2,100.0,16,11.2,16,79.0,0,100.0,143,143,75.3,100.0,108,75.5,108
Gosder Cherilus,4331,T,TB,5,1,30,62.3,100.0,53,37.1,53,57.1,1,100.0,143,143,54.6,100.0,78,54.5,78
Donovan Smith,9467,T,TB,5,0,30,61.5,100.0,53,37.1,53,55.7,1,100.0,143,143,59.2,100.0,78,54.5,78
Ali Marpet,9494,G,TB,5,0,30,79.5,100.0,53,37.1,53,76.5,1,100.0,143,143,70.3,100.0,78,54.5,78
Andy Levitre,4974,G,ATL,5,0,2,38.5,100.0,16,11.2,16,55.7,2,100.0,143,143,56.6,100.0,108,75.5,108
Jeremy Zuttah,4397,C,BLT,5,0,3,58.5,100.0,15,10.7,15,71.2,1,100.0,140,140,74.8,100.0,111,79.3,111
Mike Person,6391,C,ATL,5,0,2,67.8,100.0,15,10.7,15,63.0,0,100.0,140,140,64.5,100.0,104,74.3,104
Marshal Yanda,3702,G,BLT,5,0,3,67.1,100.0,15,10.7,15,88.7,0,100.0,140,140,90.0,100.0,111,79.3,111
Rick Wagner,7950,T,BLT,5,0,3,58.1,100.0,15,10.7,15,50.3,0,100.0,140,140,50.2,100.0,111,79.3,111
Andre Smith,4929,T,CIN,5,0,7,50.0,100.0,60,43.2,60,57.0,0,100.0,139,139,60.8,100.0,65,46.8,65
Vladimir Ducasse,5586,G,CHI,5,0,6,66.9,100.0,60,43.5,60,72.1,2,100.0,138,138,72.7,100.0,74,53.6,74
Kyle Long,7801,T,CHI,5,0,6,63.3,100.0,60,43.5,60,73.6,0,100.0,138,138,75.2,100.0,74,53.6,74
Matt Slauson,5117,G,CHI,5,0,6,58.4,100.0,60,43.5,60,54.3,0,100.0,138,138,55.7,100.0,74,53.6,74
Jameis Winston,9434,QB,TB,5,0,30,60.0,98.1,52,37.7,53,60.0,0,96.5,138,143,60.0,98.7,77,55.8,78
Ben Jones,7099,C,HST,5,0,13,67.2,100.0,34,24.8,34,66.4,0,100.0,137,137,67.5,100.0,89,65.0,89
Seantrel Henderson,8871,T,BUF,5,0,4,54.1,100.0,68,49.6,68,56.1,0,100.0,137,137,63.2,100.0,49,35.8,49
Jonathan Cooper,7788,G,ARZ,5,0,1,59.3,100.0,82,59.9,82,64.8,1,100.0,137,137,66.3,100.0,40,29.2,40
Richie Incognito,2298,G,BUF,5,0,4,54.6,100.0,68,49.6,68,68.1,0,100.0,137,137,79.5,100.0,49,35.8,49
Eric Wood,4951,C,BUF,5,0,4,61.5,100.0,68,49.6,68,65.2,1,100.0,137,137,66.7,100.0,49,35.8,49
Kelechi Osemele,7062,G,BLT,5,0,3,68.2,100.0,15,11.0,15,83.0,1,100.0,136,136,84.8,100.0,108,79.4,108
Andy Dalton,6187,QB,CIN,5,0,7,60.0,100.0,62,45.6,62,60.0,0,91.3,136,149,60.0,94.2,65,47.8,69
Matt Ryan,4317,QB,ATL,5,0,2,60.0,100.0,16,11.8,16,60.0,0,95.1,136,143,60.0,100.0,108,79.4,108
Andrew Whitworth,3000,T,CIN,5,0,7,77.9,100.0,56,41.5,56,80.8,2,100.0,135,135,71.7,100.0,64,47.4,64
Tyler Eifert,7802,TE,CIN,5,0,7,65.9,100.0,54,40.0,54,63.8,0,100.0,135,135,56.9,100.0,63,46.7,63
Martellus Bennett,4375,TE,CHI,5,0,6,80.6,100.0,59,44.0,59,74.0,1,100.0,134,134,57.8,100.0,71,53.0,71
Derek Newton,6366,T,HST,5,0,13,49.4,100.0,33,24.8,33,59.6,0,100.0,133,133,67.1,100.0,87,65.4,87
Alex Boone,5372,G,SF,5,0,28,50.9,100.0,24,18.0,24,47.8,0,100.0,133,133,49.2,100.0,104,78.2,104
Joe Flacco,4332,QB,BLT,5,0,3,60.0,100.0,15,11.3,15,60.0,0,95.0,133,140,60.0,100.0,111,83.5,111
Joe Staley,3644,T,SF,5,0,28,68.6,100.0,24,18.0,24,81.0,1,100.0,133,133,75.0,100.0,104,78.2,104
Marcus Martin,8705,C,SF,5,1,28,60.9,100.0,24,18.0,24,47.4,2,100.0,133,133,45.8,100.0,104,78.2,104
Erik Pears,2737,T,SF,5,0,28,36.7,100.0,24,18.0,24,55.5,3,100.0,133,133,60.2,100.0,104,78.2,104
