player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,16,0,0,23,53.3,0,0,4,0.7,0.0,0,0,0.0,0,737,5,0,0,53.3,0,0,3,1.2,0.0,0,0.0,0,325,4,0
Julius Peppers,1010,ED,GB,17,0,1,12,72.4,10,37,446,90.8,15.0,67,3,7.7,11,513,466,58,0,73.9,8,26,265,94.5,19.2,51,9.4,8,292,276,42
Dwight Freeney,1019,ED,ARZ,11,0,0,1,78.9,4,24,210,96.1,17.6,37,0,10.5,8,231,222,36,0,90.3,4,19,116,97.6,25.9,30,15.9,7,127,124,30
James Harrison,1251,ED,PIT,16,2,0,25,81.9,11,30,296,72.8,19.6,58,4,9.0,6,427,311,47,0,84.7,6,19,147,77.1,27.2,40,12.6,6,201,155,31
Terence Newman,1321,CB,MIN,17,0,0,18,68.3,0,2,2,0.3,50.0,1,5,50.0,0,625,2,2,0,66.7,0,1,1,0.4,100.0,1,50.0,0,281,1,1
Kevin Williams,1325,DI,NO,16,2,0,20,63.7,2,19,255,100.0,7.8,20,2,4.1,0,274,274,21,2,71.1,1,6,75,100.0,10.7,8,4.7,0,82,82,7
Terrell Suggs,1326,ED,BLT,1,0,0,3,64.3,0,1,27,79.4,14.8,4,0,1.9,0,34,27,1,0,63.2,0,0,13,81.3,15.4,2,0.0,0,16,13,0
Calvin Pace,1334,ED,NYJ,16,0,0,22,60.4,4,10,214,75.4,7.9,17,1,4.7,3,301,227,17,0,55.4,3,5,98,84.8,12.2,12,4.1,0,125,106,8
Charles Tillman,1351,CB,CAR,12,0,0,5,68.4,1,0,6,1.2,16.7,1,2,8.3,0,490,6,1,0,74.3,1,0,3,1.1,33.3,1,16.7,0,267,3,1
Rashean Mathis,1355,CB,DET,7,0,0,11,54.7,0,0,2,0.8,0.0,0,1,0.0,0,250,2,0,0,54.7,0,0,2,1.9,0.0,0,0.0,0,106,2,0
Cory Redding,1381,DI,ARZ,11,1,1,1,55.2,0,5,109,99.1,4.6,5,2,2.3,0,116,115,5,0,53.9,0,1,36,97.4,2.8,1,1.4,0,39,38,1
Robert Mathis,1447,ED,IND,15,0,0,14,63.9,8,20,307,87.8,11.7,36,3,6.8,7,376,330,35,0,69.3,6,16,155,90.8,18.7,29,9.7,4,185,168,26
Chris Clemons,1585,ED,JAX,16,1,0,15,52.6,8,23,434,96.9,8.8,38,5,4.3,3,484,469,34,1,58.3,4,18,224,99.2,12.5,28,6.3,3,242,240,25
Colin Cole,1589,DI,CAR,2,0,0,5,56.8,0,1,32,100.0,6.3,2,0,1.6,0,34,34,1,0,61.3,0,1,16,100.0,12.5,2,3.1,0,17,17,1
Cullen Jenkins,1637,DI,NYG,16,1,0,21,64.7,8,24,473,97.5,8.2,39,3,4.0,3,518,505,35,1,65.3,6,16,225,97.6,11.6,26,5.8,2,250,244,24
