player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Julio Jones,6158,WR,ATL,12,149,0,2,8.2,2,61.0,,0,0,3.8,1,19,0,74.9,89.6,0,45,0.0,0,149,25,93.3,139,109.0,41,27.5,3,312,125,5.0,12.5,2.24,0,11.2,12,72.7,,0,0,7.7,6,44,2,65.3,90.6,2,54,0.0,0,323,72,93.5,302,99.4,99,66.4,1,992,327,4.5,13.8,3.28
DeAndre Hopkins,7808,WR,HST,12,148,0,13,14.5,0,56.0,,0,0,9.7,3,23,0,57.2,90.4,1,61,0.6,1,157,28,93.0,146,105.0,50,33.8,5,375,45,1.6,13.4,2.57,0,15.2,4,58.9,,0,0,5.1,3,44,1,74.6,83.7,2,34,0.0,0,368,56,96.2,354,89.9,95,64.2,4,762,116,2.1,13.6,2.15
Antonio Brown,5718,WR,PIT,12,135,0,25,10.6,7,66.0,,0,0,0.0,0,20,0,89.3,90.6,3,57,0.0,0,163,33,92.6,151,76.9,50,37.0,1,458,207,6.3,13.9,3.03,0,12.5,7,70.1,,0,0,8.5,5,31,0,68.0,89.0,3,59,0.0,0,295,54,91.2,269,89.5,77,57.0,1,756,235,4.4,14.0,2.81
Odell Beckham Jr.,8647,WR,NYG,12,129,0,21,12.2,4,55.9,0.0,0,1,0.0,0,25,1,88.7,87.3,2,87,0.0,0,209,33,91.4,191,90.5,59,45.7,4,472,179,5.4,14.3,2.47,0,12.0,7,62.5,,0,0,4.8,2,25,0,74.4,81.1,1,72,0.0,0,279,40,94.3,263,110.2,64,49.6,4,640,285,7.1,16.0,2.43
Brandon Marshall,3064,WR,NYJ,12,128,0,22,12.6,10,64.4,,0,0,7.3,3,30,1,64.5,91.5,4,47,0.6,1,175,38,94.9,166,95.0,59,46.1,5,556,174,4.6,14.6,3.35,0,13.2,3,70.7,,0,0,6.8,3,23,2,66.3,70.9,4,58,0.0,0,271,41,95.9,260,84.2,58,45.3,3,483,130,3.2,11.8,1.86
Demaryius Thomas,5547,WR,DEN,12,125,0,10,11.5,3,59.6,,0,0,6.7,2,20,1,56.8,74.1,2,48,0.0,0,166,28,93.4,155,73.9,47,37.6,1,370,100,3.6,13.2,2.39,0,10.1,6,64.7,,0,0,10.2,5,24,0,53.9,77.8,3,47,0.0,0,253,44,96.0,243,79.5,68,54.4,2,524,189,4.3,11.9,2.16
Larry Fitzgerald,1724,WR,ARZ,12,117,0,1,10.9,0,66.7,,0,0,3.7,1,19,3,75.1,72.7,2,24,1.7,3,180,26,86.7,156,91.0,39,33.3,3,272,100,3.8,10.5,1.74,0,8.1,6,84.7,,0,0,1.6,1,35,0,90.0,91.0,0,44,0.4,1,262,61,92.4,242,114.9,72,61.5,1,754,305,5.0,12.4,3.12
Allen Robinson II,8696,WR,JAX,12,117,0,15,13.3,3,45.7,,0,0,4.5,1,16,0,72.3,80.7,2,33,0.0,0,174,21,92.0,160,80.3,46,39.3,5,244,84,4.0,11.6,1.53,0,18.9,4,63.5,,0,0,9.1,4,29,0,50.7,83.3,1,52,0.0,0,319,40,96.6,308,116.3,63,53.8,3,807,120,3.0,20.2,2.62
Calvin Johnson,3618,WR,DET,12,113,0,11,12.1,0,67.4,,0,0,3.1,1,26,0,77.8,90.5,1,36,0.0,0,187,31,95.7,179,108.2,46,40.7,3,412,101,3.3,13.3,2.3,0,14.5,1,58.7,0.0,0,1,5.1,2,24,1,74.3,76.8,2,57,0.0,0,307,37,94.5,290,84.7,63,55.8,2,549,146,3.9,14.8,1.89
Michael Crabtree,4933,WR,OAK,12,112,0,23,10.3,6,44.2,,0,0,17.9,5,11,0,30.2,67.9,1,25,0.0,0,144,23,92.4,133,56.9,52,46.4,1,244,107,4.7,10.6,1.83,0,10.5,8,73.7,,0,0,4.5,2,26,1,75.3,80.8,1,38,0.0,0,270,42,96.7,261,122.6,57,50.9,5,509,136,3.2,12.1,1.95
Mike Evans,8642,WR,TB,11,108,0,30,12.9,2,60.0,,0,0,14.3,4,21,0,33.1,90.0,1,25,0.0,0,114,24,88.6,101,80.7,40,37.0,0,375,87,3.6,15.6,3.71,0,16.8,0,45.9,,0,0,20.0,7,22,0,31.2,75.1,3,68,0.0,0,230,28,92.2,212,57.4,61,56.5,1,470,95,3.4,16.8,2.22
