player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,4,61,0,13,13.9,0,36.8,,0,0,22.2,2,6,0,32.2,69.4,1,17,0.0,0,55,7,98.2,54,60.0,19,31.1,2,64,6,0.9,9.1,1.19,0,17.3,2,57.5,,0,0,4.2,1,19,0,73.0,79.4,2,29,0.0,0,156,23,96.2,150,64.3,40,65.6,0,337,52,2.3,14.7,2.25
Demaryius Thomas,5547,WR,DEN,4,49,0,10,9.9,0,65.0,,0,0,7.1,1,7,1,63.2,68.8,1,22,0.0,0,57,13,93.0,53,63.5,20,40.8,0,135,22,1.7,10.4,2.55,0,8.8,3,70.4,,0,0,0.0,0,8,0,83.2,74.3,1,45,0.0,0,92,19,96.7,89,91.0,27,55.1,1,216,83,4.4,11.4,2.43
Julio Jones,6158,WR,ATL,4,48,0,2,7.4,2,75.0,,0,0,0.0,0,12,0,81.7,92.7,0,45,0.0,0,64,15,90.6,58,148.3,20,41.7,3,212,105,7.0,14.1,3.66,0,9.6,1,87.0,,0,0,0.0,0,10,0,84.5,91.7,0,44,0.0,0,69,20,91.3,63,110.9,23,47.9,0,244,69,3.5,12.2,3.87
Keenan Allen,7857,WR,SD,4,46,0,27,5.3,1,69.2,,0,0,10.0,1,3,0,58.9,58.0,0,20,0.0,0,56,9,96.4,54,83.8,13,28.3,0,75,34,3.8,8.3,1.39,0,9.1,5,72.7,,0,0,14.3,4,14,0,41.7,80.9,1,34,0.0,0,105,24,96.2,101,119.8,33,71.7,3,312,107,4.5,13.0,3.09
Steve Smith,837,WR,BLT,4,46,0,3,8.5,4,55.0,,0,0,0.0,0,8,1,60.6,82.6,1,23,0.0,0,44,11,86.4,38,70.2,20,43.5,1,127,34,3.1,11.5,3.34,0,8.0,7,72.0,,0,0,5.3,1,8,0,69.9,83.9,1,50,0.0,0,91,18,93.4,85,99.8,25,54.3,1,246,151,8.4,13.7,2.89
Calvin Johnson,3618,WR,DET,4,44,0,11,8.6,0,83.3,,0,0,0.0,0,11,0,81.1,90.9,0,28,0.0,0,67,15,94.0,63,121.8,18,40.9,1,158,56,3.7,10.5,2.51,0,10.4,0,48.0,,0,0,7.7,1,5,1,65.6,58.7,2,18,0.0,0,104,12,94.2,98,24.9,25,56.8,0,97,31,2.6,8.1,0.99
Antonio Brown,5718,WR,PIT,4,44,0,25,9.1,3,85.7,,0,0,0.0,0,9,0,80.0,93.2,0,37,0.0,0,40,12,90.0,36,113.7,14,31.8,0,158,51,4.3,13.2,4.39,0,12.4,5,74.1,,0,0,13.0,3,11,0,48.4,85.7,0,59,0.0,0,87,20,93.1,81,121.8,27,61.4,1,296,115,5.8,14.8,3.65
Brandon Marshall,3064,WR,NYJ,4,43,0,22,12.4,3,76.5,,0,0,0.0,0,10,0,80.0,92.9,2,22,0.0,0,41,13,95.1,39,84.1,17,39.5,1,156,46,3.5,12.0,4.0,0,13.7,2,72.7,,0,0,5.9,1,9,2,66.7,66.0,2,58,0.0,0,106,16,94.3,100,86.0,22,51.2,1,243,72,4.5,15.2,2.43
Julian Edelman,5156,WR,NE,3,41,0,19,7.4,3,68.4,,0,0,13.3,2,8,0,50.1,80.8,0,19,1.7,1,59,13,89.8,53,83.9,19,46.3,0,113,73,5.6,8.7,2.13,0,8.7,1,78.6,,0,0,8.3,1,5,0,60.6,65.0,0,19,1.7,1,59,11,89.8,53,100.3,14,34.1,0,113,40,3.6,10.3,2.13
Jarvis Landry,8698,WR,MIA,4,41,0,17,5.4,2,40.0,,0,0,20.0,1,2,0,52.1,61.4,2,12,1.7,1,60,4,90.0,54,9.6,10,24.4,0,33,23,5.8,8.3,0.61,0,6.0,4,84.6,,0,0,8.3,2,12,0,60.3,82.4,1,36,0.0,0,102,22,97.1,99,88.6,26,63.4,0,237,117,5.3,10.8,2.39
