player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,3,0,0,42.9,0,0,23,77.7,70.7,79.3,60.0,34.9,31.5,0,0,1,40,28.6,6,1,0,49.4,3,0,26,1,142,208,6,0,0,6,0,154,202,1,65,21,1,15,7,0,0,86,38,28.7
Julius Peppers,1010,ED,GB,3,2,0,,0,0,12,45.4,60.7,40.1,66.5,58.4,54.7,0,8,0,,12.5,1,0,1,0.0,0,3,7,0,5,141,133,4,17,89,23,0,8,96,40,1,6,5,0,11,0,0,0,
James Harrison,1251,ED,PIT,3,2,0,75.0,0,0,25,48.1,54.9,25.1,64.3,57.4,77.2,3,6,0,12,14.3,1,0,1,81.3,3,0,7,0,14,110,99,0,0,99,0,0,11,53,43,4,3,4,4,9,0,16,11,5.3
Terence Newman,1321,CB,MIN,3,5,0,64.7,0,0,18,69.5,73.4,81.3,,83.4,73.4,0,0,0,10,5.6,1,1,1,75.4,11,0,21,188,138,211,2,0,0,2,0,0,209,0,73,0,3,12,17,0,0,79,31,7.2
Kevin Williams,1325,DI,NO,3,0,0,,0,1,20,,74.0,79.9,54.6,76.5,69.6,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,81,81,4,75,0,2,0,0,34,47,0,3,3,0,1,0,0,0,
Terrell Suggs,1326,ED,BLT,1,0,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,0,1,0,,,0,0,0,0.0,0,0,0,0,7,48,48,0,0,48,0,0,0,27,14,0,0,0,0,1,0,0,0,
Calvin Pace,1334,ED,NYJ,3,0,0,,0,0,22,64.7,51.3,83.5,48.7,53.6,28.1,1,2,0,,50.0,1,0,0,0.0,0,0,3,0,8,121,115,0,0,114,1,0,6,58,55,3,1,1,0,3,0,0,0,
Charles Tillman,1351,CB,CAR,3,2,0,66.7,0,0,5,64.0,67.1,84.8,59.0,77.1,85.0,0,0,0,48,0.0,0,2,0,93.5,12,0,12,175,135,199,1,0,0,1,0,1,198,1,63,9,5,14,18,0,0,155,36,12.9
Rashean Mathis,1355,CB,DET,3,1,0,80.0,0,0,11,69.5,70.3,83.0,60.0,68.8,72.5,0,0,0,20,9.5,2,1,0,89.5,20,0,9,179,109,195,4,0,0,4,0,1,191,1,85,2,10,18,25,0,0,137,61,6.9
Cory Redding,1381,DI,ARZ,3,1,0,,0,0,1,,59.1,7.9,60.4,64.7,69.6,0,2,0,,0.0,0,0,1,0.0,0,0,1,0,0,59,58,4,50,3,1,0,1,37,22,0,2,2,0,2,0,0,0,
Robert Mathis,1447,ED,IND,2,0,0,,0,0,14,62.7,75.0,79.5,68.6,60.0,71.4,0,3,0,,0.0,0,0,0,0.0,0,1,1,0,5,33,32,0,0,32,0,0,1,26,2,0,2,1,0,4,0,0,0,
Chris Clemons,1585,ED,JAX,3,1,1,100.0,0,0,15,60.0,46.0,85.4,59.6,31.4,71.2,0,2,0,10,50.0,1,0,0,108.3,1,1,0,0,1,135,135,0,0,134,1,0,0,97,37,0,1,0,1,3,0,10,5,10.0
Colin Cole,1589,DI,CAR,2,1,0,,0,0,5,,57.9,78.4,56.8,58.6,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,49,49,13,31,0,5,0,0,34,15,0,0,0,0,1,0,0,0,
Cullen Jenkins,1637,DI,NYG,3,2,0,,0,0,21,60.9,57.4,44.1,56.4,63.4,72.4,2,3,0,,0.0,0,0,1,0.0,0,1,0,0,3,147,147,34,80,18,15,0,0,110,34,0,2,2,0,6,0,0,0,
DeAngelo Hall,1729,CB,WAS,3,2,0,66.7,0,0,32,66.9,68.7,80.4,,71.7,84.8,0,0,0,40,0.0,0,1,0,127.1,8,0,4,126,90,135,1,0,0,1,0,1,134,0,45,3,5,15,12,0,1,120,10,15.0
Vince Wilfork,1742,DI,HST,3,2,0,,0,0,13,,62.1,37.9,53.7,69.5,72.3,0,3,0,,0.0,0,0,1,0.0,0,0,1,0,0,136,135,67,66,0,2,0,1,71,65,0,2,2,0,3,0,0,0,
Karlos Dansby,1754,LB,CLV,3,2,1,100.0,0,0,8,49.5,61.9,83.6,72.6,69.9,69.3,0,2,0,19,8.0,2,0,0,118.8,7,0,191,1,96,207,1,0,0,1,0,2,206,14,97,12,9,21,7,2,0,89,62,12.7
Daryl Smith,1760,LB,BLT,3,3,0,83.3,0,0,3,63.4,64.1,84.3,49.2,66.1,49.0,0,2,0,15,15.8,3,2,0,93.8,10,0,201,0,118,213,7,0,0,7,0,0,206,22,73,5,2,13,12,2,0,78,42,7.8
Dwan Edwards,1772,DI,CAR,3,0,0,,0,0,5,62.2,42.9,81.7,52.5,33.6,70.7,0,2,0,,0.0,0,0,0,0.0,0,1,1,0,1,135,133,10,83,0,40,0,2,99,35,0,3,2,0,3,0,0,0,
Randy Starks,1792,DI,CLV,3,1,0,,0,0,8,61.1,60.4,81.0,61.0,56.9,29.8,1,5,0,,22.2,2,0,0,0.0,0,0,2,0,2,106,104,6,70,2,26,0,2,60,44,0,5,6,0,6,0,0,0,
Will Allen,1832,S,PIT,3,0,0,75.0,0,0,25,75.6,72.0,7.6,73.6,55.7,27.4,0,0,1,75,30.8,8,0,1,115.6,9,1,51,11,119,193,11,0,0,11,0,84,182,3,71,36,9,18,12,1,2,133,100,14.8
Jared Allen,1847,ED,CHI,3,1,1,33.3,0,0,6,61.4,63.0,27.3,63.2,64.7,75.2,5,1,1,9,0.0,0,0,1,2.8,1,0,0,0,6,103,101,0,0,101,0,0,2,50,47,2,1,3,3,6,0,9,8,9.0
Antonio Smith,1856,DI,DEN,3,0,1,,0,0,10,,60.0,80.2,63.5,51.9,71.2,1,5,0,,0.0,0,0,0,0.0,0,1,0,0,0,107,107,6,76,0,25,0,0,79,28,0,5,4,0,7,0,0,0,
Mike Adams,1972,S,IND,3,2,0,90.0,0,0,14,58.0,56.7,81.0,54.6,55.1,48.8,0,2,1,35,33.3,7,0,0,79.2,9,0,54,1,112,206,5,0,0,5,0,118,201,3,91,28,1,12,10,2,0,157,72,17.4
Adam Jones,2223,CB,CIN,3,0,0,73.7,1,1,7,84.3,85.7,5.3,,90.1,70.3,0,0,1,24,11.1,3,1,1,69.0,14,0,7,167,124,183,5,0,0,5,0,0,178,0,59,4,13,24,19,0,0,125,68,8.9
