player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Adrian Peterson,3623,HB,MIN,8,169,23,9,37.5,284,0,758,0,5,23,361,32.2,23,37,18,5,96,25.6,59.8,35.2,,51.1,51.7,62.5,58.9,75,1,125,17,125,189,0,0,18,186,4,758,361,2.14,4.5,1.0,64
Devonta Freeman,8738,HB,ATL,9,164,26,12,30.7,221,0,721,4,13,26,356,39.9,22,48,2,1,20,66.1,79.0,86.5,,69.7,82.0,74.5,58.8,25,1,420,48,240,189,0,0,60,212,10,721,356,2.17,4.4,1.75,130
Frank Gore,2282,HB,IND,9,148,21,9,29.4,176,0,599,2,10,21,337,42.0,14,29,14,3,77,39.1,60.4,43.3,,78.3,55.8,60.2,60.5,25,1,135,20,162,164,0,0,26,168,4,599,337,2.28,4.0,0.83,67
Jonathan Stewart,4327,HB,CAR,8,147,33,2,10.2,58,0,571,1,1,33,356,53.1,14,26,5,2,77,56.3,70.3,85.2,,86.4,54.7,68.0,63.9,36,0,33,8,114,188,0,0,9,155,4,571,356,2.42,3.9,0.29,65
Doug Martin,7035,HB,TB,8,143,32,10,39.5,254,0,643,1,7,32,409,69.7,19,25,30,2,60,57.6,82.1,81.0,,91.2,74.6,77.0,60.0,49,0,148,17,87,152,0,0,19,160,3,643,409,2.86,4.5,1.7,78
Chris Johnson,4338,HB,ARZ,8,141,20,8,35.2,238,0,676,1,0,20,416,40.4,16,26,1,2,90,55.3,50.6,79.9,,64.8,46.4,52.0,75.0,62,1,56,5,75,149,0,0,8,146,3,676,416,2.95,4.8,0.75,50
Mark Ingram II,6180,HB,NO,9,140,23,7,28.1,164,0,584,0,12,23,364,51.4,16,36,20,1,58,76.2,67.9,83.9,,53.1,70.9,65.7,71.0,44,0,316,37,193,161,0,0,40,177,5,584,364,2.6,4.2,1.64,77
Chris Ivory,6007,HB,NYJ,7,138,23,8,36.6,199,0,544,1,5,23,338,45.1,15,27,22,1,57,72.8,71.1,82.9,,80.9,63.1,69.1,60.1,54,0,120,14,94,148,0,0,16,152,6,544,338,2.45,3.9,1.28,79
Matt Forte,4358,HB,CHI,7,136,12,4,16.8,92,0,548,2,3,12,268,18.4,15,26,6,2,57,58.0,58.7,86.5,,57.0,63.6,56.4,60.1,27,0,219,25,192,150,0,0,34,161,2,548,268,1.97,4.0,1.14,78
Justin Forsett,4547,HB,BLT,8,133,22,8,29.4,165,0,562,1,4,22,297,36.3,17,36,3,0,13,90.1,63.8,84.3,,54.5,55.6,66.5,59.7,33,1,142,27,192,151,0,0,31,160,2,562,297,2.23,4.2,0.74,115
Latavius Murray,7962,HB,OAK,8,132,23,8,35.7,225,0,630,2,8,23,337,51.7,13,27,23,2,71,55.7,66.1,84.5,,65.3,48.1,69.3,60.5,54,0,104,21,121,145,0,0,23,153,3,630,337,2.55,4.8,0.86,54
Todd Gurley II,9443,HB,SL,6,118,24,10,52.1,346,0,664,0,1,24,347,56.1,18,27,26,1,18,69.7,77.5,79.0,,53.2,69.4,75.9,59.5,71,0,88,13,68,136,0,0,16,131,4,664,347,2.94,5.6,1.29,97
T.J. Yeldon,9469,HB,JAX,7,115,19,4,26.6,125,0,470,2,7,19,269,45.4,11,14,15,0,42,89.3,63.2,85.1,,60.4,58.2,63.9,60.7,45,0,119,19,159,129,0,0,26,134,1,470,269,2.34,4.1,0.75,70
Carlos Hyde,8692,HB,SF,7,115,31,4,16.2,76,0,470,1,3,31,326,76.5,15,25,28,1,22,50.2,72.2,81.3,,70.8,57.9,71.2,72.4,22,0,53,11,103,138,0,0,14,126,3,470,326,2.83,4.1,0.51,93
Melvin Gordon III,9448,HB,SD,9,114,22,5,29.3,121,0,413,1,6,22,250,45.5,8,24,27,5,31,24.5,53.1,84.9,,71.8,66.1,49.6,60.0,27,0,118,21,102,123,0,0,22,135,0,413,250,2.19,3.6,1.16,65
Le'Veon Bell,7829,HB,PIT,6,113,23,9,40.8,227,0,556,0,5,23,385,69.6,13,27,25,0,51,89.4,89.2,83.7,,72.8,83.5,86.3,54.4,42,1,136,24,138,124,0,0,25,137,3,556,385,3.41,4.9,0.99,59
Darren McFadden,4318,HB,DAL,8,113,13,4,15.2,70,0,462,2,2,13,236,23.4,11,26,9,0,51,89.7,65.0,82.0,54.8,37.3,60.2,65.8,78.9,22,0,166,21,101,123,0,0,25,134,2,462,236,2.09,4.1,1.64,61
DeMarco Murray,6223,HB,PHI,7,106,14,4,24.4,95,0,390,3,11,14,207,36.2,10,25,24,0,27,89.2,62.4,27.7,,56.7,67.7,61.1,60.0,30,0,210,29,138,113,0,0,34,135,4,390,207,1.95,3.7,1.52,79
Jeremy Hill,8690,HB,CIN,8,104,13,1,4.4,15,0,344,1,2,13,179,23.7,7,21,7,2,49,44.9,60.2,82.3,,82.2,50.3,60.6,60.0,15,0,35,5,81,115,0,0,6,109,5,344,179,1.72,3.3,0.43,55
Marshawn Lynch,3628,HB,SEA,6,102,24,3,15.5,58,0,370,1,6,24,249,64.2,11,26,29,0,13,88.4,84.0,83.5,,58.1,61.5,86.5,59.7,24,1,72,12,116,117,5,1,18,114,2,375,250,2.43,3.6,0.62,89
Isaiah Crowell,9295,HB,CLV,9,101,12,4,24.6,82,0,333,1,5,12,197,29.1,9,16,8,0,16,88.2,61.8,81.9,,64.5,67.6,58.7,72.5,32,1,160,13,104,106,0,0,14,114,1,333,197,1.95,3.3,1.54,79
LeGarrette Blount,5863,HB,NE,7,98,20,5,29.5,132,0,447,0,0,20,237,47.9,12,24,19,1,81,64.6,67.7,78.3,,57.3,61.5,66.8,60.0,38,0,27,3,35,114,0,0,3,101,5,447,237,2.42,4.6,0.77,15
Alfred Morris,7165,HB,WAS,8,95,3,2,16.3,51,0,312,0,0,3,199,6.2,7,10,32,0,28,87.8,51.4,79.8,,68.2,61.3,50.5,60.0,35,0,29,6,54,104,0,0,6,101,0,312,199,2.09,3.3,0.54,64
LeSean McCoy,4976,HB,BUF,6,94,12,7,39.4,164,0,416,0,2,12,212,29.5,13,20,4,1,54,73.3,69.2,84.8,,59.7,63.0,69.6,57.2,48,0,130,13,119,121,0,0,18,107,2,416,212,2.26,4.4,1.09,35
Rashad Jennings,5174,HB,NYG,9,94,8,2,12.1,44,0,364,1,4,8,237,27.3,6,18,21,1,33,65.8,61.7,83.1,,87.3,56.5,60.6,60.0,27,0,162,17,81,101,0,0,18,111,1,364,237,2.52,3.9,2.0,51
Ronnie Hillman,7069,HB,DEN,8,92,6,6,41.7,160,0,384,1,1,6,225,17.3,8,17,10,0,17,87.3,57.2,81.9,,69.7,46.4,59.2,60.0,72,0,12,7,94,96,0,0,11,99,4,384,225,2.45,4.2,0.13,73
Giovani Bernard,7818,HB,CIN,8,91,18,4,17.0,87,0,511,1,7,18,241,59.1,17,24,7,0,42,89.4,74.3,33.0,,55.5,64.9,77.4,60.5,28,1,155,21,129,114,0,0,27,112,2,511,241,2.65,5.6,1.2,42
Lamar Miller,7097,HB,MIA,8,91,17,5,36.2,173,0,478,0,2,17,315,55.7,12,25,17,0,23,88.2,75.2,88.6,,84.5,64.0,75.4,66.2,85,0,269,27,164,115,0,0,31,118,5,478,315,3.46,5.3,1.64,63
DeAngelo Williams,2972,HB,PIT,9,90,14,6,40.0,192,0,480,2,3,14,250,46.3,12,24,25,0,30,87.6,75.2,83.3,,90.3,49.4,80.9,57.2,55,0,122,12,135,105,0,0,16,102,5,480,250,2.78,5.3,0.9,53
C.J. Anderson,8101,HB,DEN,8,88,8,3,20.6,65,0,315,1,4,8,208,27.5,10,15,10,0,13,87.4,56.0,83.9,,89.2,59.8,50.8,60.0,28,0,109,15,135,95,0,0,19,103,1,315,208,2.36,3.6,0.81,69
Eddie Lacy,7842,HB,GB,8,83,9,4,19.8,61,0,308,0,2,9,180,25.7,9,16,12,3,19,26.8,58.9,83.1,,74.1,54.5,58.5,60.0,16,0,92,10,87,91,0,0,13,93,2,308,180,2.17,3.7,1.06,60
James Starks,5716,HB,GB,8,78,11,4,41.9,140,0,334,2,5,11,190,40.2,6,16,12,1,17,62.1,66.2,85.0,,83.7,51.5,68.0,60.0,65,0,167,19,118,83,0,0,23,97,1,334,190,2.44,4.3,1.42,56
Joseph Randle,7933,HB,DAL,6,76,13,4,31.7,100,0,315,0,0,13,245,48.7,9,15,9,1,25,59.6,74.2,78.9,,71.6,82.4,69.3,60.0,37,0,86,10,38,81,0,0,10,86,4,315,245,3.22,4.1,2.26,50
Matt Jones,9528,HB,WAS,7,74,10,2,23.2,64,0,276,2,2,10,147,28.7,6,17,32,3,27,25.6,50.4,80.8,,57.5,47.0,52.5,60.0,39,0,79,9,63,80,0,0,11,83,3,276,147,1.99,3.7,1.25,46
Alfred Blue,8816,HB,HST,7,74,6,1,7.3,20,0,273,0,1,6,163,18.8,5,13,13,1,12,59.2,59.4,79.5,,60.2,58.1,59.5,60.0,20,0,55,8,63,81,0,0,9,82,1,273,163,2.2,3.7,0.87,58
Antonio Andrews,9014,HB,TEN,6,73,6,5,39.0,113,0,290,1,4,6,156,26.1,7,16,31,0,25,86.2,76.4,80.0,,88.2,65.6,72.9,68.7,38,0,100,9,51,84,0,0,11,82,2,290,156,2.14,4.0,1.96,47
Cam Newton,6153,QB,CAR,8,54,3,3,14.6,50,0,198,0,0,2,96,6.6,11,27,5,2,19,72.4,70.1,87.3,70.1,,,59.8,60.2,23,1,0,0,0,251,145,19,0,54,5,343,171,2.34,4.7,,19
Jamaal Charles,4387,HB,KC,5,71,14,3,20.1,73,0,364,1,3,14,164,42.7,12,21,16,2,39,31.1,70.1,85.6,,82.8,60.8,71.5,60.3,34,0,177,21,142,84,0,0,27,92,4,364,164,2.31,5.1,1.25,30
Thomas Rawls,9993,HB,SEA,8,69,8,6,43.9,165,0,376,1,1,8,187,33.9,8,12,29,0,8,85.4,73.4,79.7,,30.7,41.5,77.3,60.2,69,0,8,3,47,84,0,0,4,72,1,376,187,2.71,5.4,0.17,59
Ryan Mathews,5537,HB,PHI,8,67,13,6,44.5,182,0,409,4,4,13,225,72.3,11,24,24,2,12,57.1,70.3,82.6,,61.6,43.7,75.0,67.2,63,0,97,12,61,76,0,0,16,79,4,409,225,3.36,6.1,1.59,54
Charcandrick West,9047,HB,KC,6,63,6,3,28.8,83,0,288,2,2,6,166,29.3,4,13,16,1,22,54.3,52.3,0.0,,69.6,52.1,54.5,60.2,36,2,59,9,99,70,0,0,17,72,2,288,166,2.63,4.6,0.6,40
Ameer Abdullah,9487,HB,DET,8,63,6,1,10.7,24,0,225,0,3,6,108,20.3,4,10,11,3,18,24.2,56.8,82.5,,61.3,74.2,50.1,60.0,24,0,113,13,95,69,0,0,19,76,1,225,108,1.71,3.6,1.19,44
Arian Foster,5398,HB,HST,4,63,12,1,9.8,16,0,163,3,8,12,126,47.1,4,11,13,2,15,58.1,65.9,81.9,,81.4,86.8,53.6,60.0,16,0,227,22,107,68,0,0,27,85,1,163,126,2.0,2.6,2.12,45
Charles Sims,8704,HB,TB,8,61,15,2,26.1,74,0,284,0,4,15,187,71.9,4,12,30,2,26,39.4,76.3,84.4,,76.8,86.5,67.6,59.8,59,0,238,20,119,68,0,0,25,81,0,284,187,3.07,4.7,2.0,30
Andre Williams,8748,HB,NYG,9,61,6,1,19.8,35,0,177,1,0,6,115,18.2,3,7,21,0,22,84.4,51.4,79.0,,78.7,34.4,54.7,60.0,35,0,7,1,36,66,0,0,2,62,1,177,115,1.89,2.9,0.19,36
Duke Johnson Jr.,9510,HB,CLV,9,59,12,1,11.2,20,0,179,1,10,12,131,52.0,3,8,8,0,8,85.9,67.5,35.3,,49.6,91.4,51.0,60.0,20,1,369,35,181,65,0,0,39,94,0,179,131,2.22,3.0,2.04,45
Danny Woodhead,4914,HB,SD,9,58,1,2,14.8,34,0,230,3,15,1,98,26.2,4,13,27,0,12,86.2,72.1,87.5,,41.3,90.7,60.4,59.2,19,0,521,45,200,65,0,0,52,103,2,230,98,1.69,4.0,2.61,20
Russell Wilson,7077,QB,SEA,8,25,5,1,5.7,17,0,64,0,0,1,24,3.8,11,17,29,4,0,48.8,73.6,47.6,74.3,,58.4,60.8,60.0,24,2,0,0,1,220,233,33,0,25,0,297,92,1.59,5.1,0.0,10
Khiry Robinson,8514,HB,NO,8,56,13,0,0.0,0,0,180,1,9,13,124,66.7,6,14,20,0,16,88.9,61.2,0.0,,83.0,80.0,57.5,60.0,14,2,115,17,65,59,0,0,20,73,4,180,124,2.21,3.2,1.77,36
Karlos Williams,9588,HB,BUF,5,51,9,5,44.0,148,0,336,1,1,9,150,52.5,11,13,4,0,30,83.2,77.6,80.0,,77.1,51.6,78.1,78.1,41,0,46,5,56,63,0,0,6,56,5,336,150,2.94,6.6,0.82,19
Dion Lewis,6301,HB,NE,7,49,18,0,0.0,0,0,234,6,24,18,160,161.3,8,15,19,2,39,30.0,71.3,85.1,,83.5,66.8,72.7,60.3,13,0,388,36,191,65,0,0,46,85,2,234,160,3.27,4.8,2.03,8
Chris Polk,7532,HB,HST,8,48,7,1,10.9,17,0,156,3,0,7,118,28.7,4,8,13,0,12,83.2,51.4,81.6,,64.3,46.8,53.9,60.0,17,0,78,12,90,51,0,0,19,60,1,156,118,2.46,3.3,0.87,34
Dexter McCluster,5561,HB,TEN,8,46,6,3,36.7,77,0,210,3,4,6,95,30.8,5,5,31,1,8,66.3,56.8,25.2,,66.4,59.1,56.0,49.0,44,1,177,21,152,57,0,0,27,67,0,210,95,2.07,4.6,1.16,30
Colin Kaepernick,6188,QB,SF,9,22,5,1,6.6,17,0,96,0,0,1,13,2.7,8,14,28,5,0,56.6,47.1,25.6,49.8,,,46.7,60.0,17,3,0,0,0,192,162,23,0,22,1,258,81,1.8,5.7,,16
Jeremy Langford,9539,HB,CHI,7,45,1,1,10.5,16,0,152,2,0,1,70,3.1,1,8,6,0,11,83.0,67.4,82.3,,41.6,64.7,68.0,60.1,16,0,101,5,51,59,0,0,9,50,3,152,70,1.56,3.4,1.98,31
Tevin Coleman,9506,HB,ATL,7,42,2,3,30.1,55,0,183,0,0,2,72,8.0,6,8,2,1,6,40.3,46.0,78.1,,74.1,52.1,45.5,60.0,20,0,10,1,32,48,0,0,4,43,1,183,72,1.71,4.4,0.31,32
Shane Vereen,6208,HB,NYG,9,41,6,1,22.4,39,0,174,2,7,6,98,41.4,5,9,21,0,11,86.9,68.0,87.0,,78.1,80.7,58.2,60.0,39,0,309,34,166,42,0,0,41,75,0,174,98,2.39,4.2,1.86,24
Tyrod Taylor,6332,QB,BUF,6,22,11,1,9.5,22,0,64,0,0,6,27,32.0,6,10,4,3,3,59.5,79.9,59.5,77.7,,65.1,71.4,60.2,31,2,4,1,1,167,167,19,1,23,2,231,156,3.8,5.6,4.0,5
Andy Dalton,6187,QB,CIN,8,23,2,0,0.0,0,0,6,0,0,0,4,0.0,0,7,7,3,0,57.6,83.3,48.7,86.0,61.3,,46.8,60.0,8,2,0,0,0,229,56,16,0,23,2,62,40,1.03,1.6,,6
Bishop Sankey,8689,HB,TEN,6,39,7,2,20.1,32,0,159,4,3,7,110,60.0,3,5,31,1,13,27.1,48.3,79.7,,85.2,32.1,52.4,60.0,16,0,73,8,54,44,0,0,13,47,1,159,110,2.82,4.1,1.35,26
Bilal Powell,6278,HB,NYJ,5,38,5,2,34.1,44,0,129,0,5,5,89,44.2,3,6,22,1,8,43.3,61.2,82.5,,86.7,73.3,51.4,56.8,23,0,89,15,81,45,0,0,18,53,0,129,89,2.34,3.4,1.1,25
Tre Mason,8710,HB,SL,6,38,8,0,0.0,0,0,98,0,1,8,79,43.5,1,3,26,1,5,37.9,58.2,76.3,,47.7,69.3,56.5,60.1,13,1,21,5,27,46,0,0,7,43,0,98,79,2.08,2.6,0.78,30
Javorius Allen,9558,HB,BLT,8,37,1,2,36.2,59,0,163,1,2,1,75,13.8,3,10,3,0,4,81.4,56.4,75.9,,9.2,66.7,58.6,60.0,44,0,54,7,38,39,0,0,10,44,0,163,75,2.03,4.4,1.42,33
Darren Sproles,2347,HB,PHI,8,36,4,1,18.9,27,0,143,4,1,4,79,18.3,6,8,24,0,7,86.6,57.0,86.6,,85.7,51.9,59.0,60.6,27,0,165,24,128,48,0,0,33,60,1,143,79,2.19,4.0,1.29,27
Alex Smith,2218,QB,KC,8,11,3,0,0.0,0,0,12,1,0,1,2,1.7,6,12,16,2,0,70.9,65.9,47.1,65.4,,60.0,62.1,60.0,49,2,0,0,1,175,190,25,0,11,1,202,45,1.25,5.6,0.0,4
Aaron Rodgers,2241,QB,GB,8,7,1,0,0.0,0,0,-2,0,0,0,1,0.0,9,12,12,3,0,59.0,76.0,47.6,73.1,,,74.8,60.0,18,5,0,0,0,180,215,28,0,7,0,213,36,1.03,6.1,,0
Andrew Luck,7007,QB,IND,7,8,5,0,0.0,0,0,-5,0,0,0,1,0.0,8,15,14,3,0,71.8,48.9,86.9,47.9,,,60.1,60.0,25,1,0,0,0,151,201,25,0,8,0,196,112,3.39,5.9,,0
Zac Stacy,7942,HB,NYJ,6,31,4,1,20.2,18,0,89,0,1,4,68,27.4,2,4,22,0,12,82.7,61.8,4.5,,75.5,60.8,61.6,60.0,18,1,65,9,73,33,0,0,10,40,1,89,68,2.19,2.9,0.89,17
Jonas Gray,7393,HB,MIA,5,31,6,2,25.4,31,0,122,1,0,6,64,33.5,3,8,17,0,9,80.3,74.6,81.7,,86.4,57.1,75.5,60.0,16,0,72,6,39,36,0,0,7,37,0,122,64,2.06,3.9,1.85,20
Branden Oliver,9286,HB,SD,6,31,4,1,13.9,15,0,108,0,3,4,79,40.5,1,8,27,0,6,82.9,74.9,79.6,,45.3,90.0,69.9,60.0,15,0,112,13,39,32,0,0,15,44,0,108,79,2.55,3.5,2.87,19
Joique Bell,5797,HB,DET,5,30,3,1,32.3,32,0,99,0,1,3,51,18.4,3,4,11,0,8,80.6,64.3,78.8,,44.5,69.6,63.6,59.7,32,0,55,7,36,35,0,0,8,37,1,99,51,1.7,3.3,1.53,19
Ryan Fitzpatrick,2467,QB,NYJ,8,14,1,0,0.0,0,0,-5,0,0,0,2,0.0,6,10,22,2,1,79.9,62.4,66.4,59.1,,,75.1,60.0,19,2,0,0,0,208,129,16,0,14,1,124,58,1.93,4.1,,1
Jameis Winston,9434,QB,TB,8,6,2,0,0.0,0,0,-1,0,0,0,6,0.0,3,11,30,5,1,42.3,59.1,67.9,59.1,,,53.0,60.0,21,3,0,0,0,224,116,21,0,6,3,115,37,1.37,4.3,,1
Blake Bortles,8638,QB,JAX,8,13,1,0,0.0,0,0,23,0,0,0,2,0.0,9,13,15,5,0,66.2,70.0,68.3,66.0,,,82.4,60.0,28,1,0,0,0,179,155,14,0,13,0,178,55,2.04,6.6,,4
Jerick McKinnon,8731,HB,MIN,8,25,6,2,29.2,31,0,106,0,1,6,62,57.9,2,5,18,0,14,79.3,65.1,77.2,,74.0,66.5,62.7,60.0,16,0,20,5,21,28,0,0,5,30,0,106,62,2.48,4.2,0.95,10
David Johnson,9519,HB,ARZ,8,25,3,0,0.0,0,0,109,2,7,3,50,51.3,4,10,1,1,16,25.9,59.0,81.8,,73.6,63.7,51.7,60.0,14,0,208,14,76,31,0,0,21,39,3,109,50,2.0,4.4,2.74,9
Teddy Bridgewater,8667,QB,MIN,8,11,2,0,0.0,0,0,-2,0,0,0,0,0.0,4,11,18,3,0,56.7,68.1,86.9,66.5,,,62.6,60.0,19,0,0,0,0,221,90,14,0,11,2,88,44,1.76,3.5,,2
Mike Davis,9559,HB,SF,5,25,3,0,0.0,0,0,24,0,1,3,23,12.3,0,3,28,0,9,79.2,49.3,78.9,,85.5,59.2,42.8,59.5,5,0,23,5,48,30,0,0,9,30,0,24,23,0.92,1.0,0.48,15
Tavon Austin,7789,WR,SL,8,25,4,6,53.1,110,0,207,1,10,4,69,72.9,12,13,26,1,0,57.5,72.4,87.0,,,67.6,79.2,64.2,22,1,300,28,199,153,0,0,41,53,2,207,69,2.76,8.3,1.51,8
Benny Cunningham,8283,HB,SL,8,24,6,0,0.0,0,0,68,3,10,6,56,93.3,1,4,26,0,3,46.0,62.9,82.4,,91.7,65.7,55.0,60.0,12,0,167,16,89,31,0,0,20,40,0,68,56,2.33,2.8,1.88,21
Andre Ellington,7968,HB,ARZ,5,24,1,3,60.6,97,0,160,0,0,1,45,6.2,5,8,1,1,14,28.9,59.8,79.4,,59.7,61.2,58.4,60.0,63,0,82,6,60,25,0,0,6,30,2,160,45,1.88,6.7,1.37,9
Mike Tolbert,4740,FB,CAR,8,23,2,0,0.0,0,0,99,0,5,2,57,56.0,4,7,5,0,7,78.9,65.4,83.7,,68.3,67.2,62.7,58.5,13,0,80,8,57,97,0,0,9,31,1,99,57,2.48,4.3,1.4,13
Matt Ryan,4317,QB,ATL,9,14,2,0,0.0,0,0,-5,0,0,0,2,0.0,2,5,2,6,0,68.6,81.8,88.0,80.6,,,55.1,60.0,18,0,0,0,0,241,58,8,0,14,0,53,18,0.82,2.4,,1
C.J. Spiller,5534,HB,NO,8,22,2,0,0.0,0,0,86,0,2,2,40,15.8,2,5,20,0,7,80.6,72.4,82.5,,83.5,89.8,49.3,59.5,11,0,198,24,88,24,0,0,27,46,0,86,40,1.82,3.9,2.25,10
Knile Davis,7878,HB,KC,6,21,3,0,0.0,0,0,51,0,1,3,38,31.5,1,5,16,0,8,81.7,51.6,78.7,,25.8,64.6,50.1,60.0,10,0,24,2,32,22,0,0,3,23,1,51,38,1.81,2.4,0.75,12
Michael Vick,773,QB,PIT,5,9,1,0,0.0,0,0,6,0,0,0,3,0.0,5,4,25,2,1,64.3,39.4,82.7,32.5,,,68.9,62.8,24,0,0,0,0,82,94,11,0,9,0,100,24,1.2,5.0,,0
Toby Gerhart,5576,HB,JAX,5,20,0,0,0.0,0,0,44,0,0,0,29,0.0,0,3,15,0,8,77.6,55.3,80.7,,79.4,54.7,52.7,60.0,6,0,23,3,43,27,0,0,5,23,0,44,29,1.45,2.2,0.53,12
Jay Cutler,2956,QB,CHI,7,10,4,0,0.0,0,0,25,0,0,2,11,22.0,4,9,6,5,0,29.8,79.4,86.7,78.7,,,55.9,60.9,12,0,0,0,0,189,66,9,0,10,1,91,48,2.53,4.8,,5
Tom Brady,698,QB,NE,8,16,0,0,0.0,0,0,3,0,0,0,4,0.0,1,9,19,3,0,88.4,92.6,68.7,91.7,,,69.5,60.0,11,1,0,0,0,185,15,3,0,16,2,18,12,0.63,0.9,,0
Terron Ward,9778,HB,ATL,9,19,1,0,0.0,0,0,72,0,0,1,33,7.2,2,4,2,0,1,82.5,58.2,79.2,,45.7,59.6,59.6,60.0,13,0,49,5,33,23,0,0,7,24,1,72,33,1.74,3.8,1.48,15
Chris Thompson,7936,HB,WAS,7,19,3,2,56.7,68,0,120,4,3,3,58,41.6,2,3,32,0,8,81.0,60.9,85.3,,26.4,64.1,65.9,60.0,42,0,171,25,118,21,0,0,34,44,0,120,58,3.05,6.3,1.45,8
Ahmad Bradshaw,3866,HB,IND,4,18,3,1,48.9,23,0,47,3,0,3,40,31.7,1,3,14,0,9,77.2,52.0,81.6,,78.5,39.5,55.0,60.0,23,0,24,3,64,19,0,0,5,21,0,47,40,2.22,2.6,0.38,6
Robert Turbin,7106,HB,CLV,3,18,3,1,36.7,22,0,60,0,0,3,34,28.3,1,3,8,0,4,77.6,67.0,76.7,,75.8,52.2,68.6,60.0,22,0,8,2,25,25,0,0,2,20,0,60,34,1.89,3.3,0.32,13
Shaun Draughn,6440,HB,SF,4,18,3,1,44.1,30,0,68,0,0,3,60,41.7,2,2,28,0,2,79.5,55.5,76.6,,55.0,70.7,52.1,,30,0,39,6,22,19,0,0,8,24,0,68,60,3.33,3.8,1.77,15
Josh McCown,1085,QB,CLV,7,8,0,0,0.0,0,0,6,0,0,0,2,0.0,4,7,8,9,0,27.7,56.4,21.1,58.7,,,45.1,60.7,13,3,0,0,0,139,80,10,0,8,1,86,20,1.11,4.8,,2
Orleans Darkwa,9173,HB,NYG,4,18,5,2,34.0,32,0,94,0,0,5,48,74.1,3,5,21,0,6,76.5,66.5,75.3,,77.9,52.8,66.2,60.0,17,0,0,0,10,21,0,0,0,18,1,94,48,2.67,5.2,0.0,10
Theo Riddick,7980,HB,DET,8,17,0,0,0.0,0,1,63,1,15,0,34,50.8,0,1,11,1,4,44.7,74.0,25.0,,67.3,90.7,56.6,60.0,9,1,348,42,160,19,0,0,51,59,0,63,34,2.0,3.7,2.18,11
Zach Zenner,9761,HB,DET,4,17,2,0,0.0,0,0,60,0,0,2,28,17.3,1,1,11,0,10,77.1,61.0,75.2,,81.7,57.0,60.0,60.0,12,0,11,2,18,21,0,0,2,19,0,60,28,1.65,3.5,0.61,7
Josh Robinson,9638,HB,IND,5,17,2,0,0.0,0,0,39,0,1,2,24,18.4,0,0,14,1,9,19.5,40.5,77.3,,59.1,59.3,33.8,,8,0,33,6,27,18,0,0,6,23,0,39,24,1.41,2.3,1.22,8
