player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Julio Jones,6158,WR,ATL,13,10.1,16,69.0,,0,0,0,6.0,7,71,2,3,75.4,28.0,91.6,,91.2,0.2,1,2,54,0.0,0,549,1,109,93.3,512,27.5,151,104.6,158,6,72.1,396,1426,511,4.7,13.1,2.79
DeAndre Hopkins,7808,WR,HST,13,15.0,4,57.8,,0,0,2,7.3,7,70,13,1,67.3,54.7,88.3,66.2,88.9,0.2,1,3,61,0.2,1,587,6,89,94.9,557,16.5,97,96.8,154,10,83.3,489,1221,172,1.9,13.7,2.19
Antonio Brown,5718,WR,PIT,13,11.5,15,69.0,,0,0,1,4.8,5,61,25,0,86.8,67.2,91.5,,91.5,0.0,0,6,59,0.0,0,548,2,100,91.4,501,17.3,95,98.5,145,7,81.8,448,1397,528,5.3,14.0,2.79
Demaryius Thomas,5547,WR,DEN,13,10.1,14,63.8,,0,0,0,10.2,10,54,10,2,46.9,29.0,78.9,,77.7,0.4,2,6,48,0.0,0,507,3,88,95.1,482,23.7,120,76.6,138,3,75.9,385,1067,363,4.1,12.1,2.21
Brandon Marshall,3064,WR,NYJ,13,12.5,13,65.0,,0,0,0,9.2,9,60,22,3,56.4,24.4,82.8,62.4,83.1,0.0,0,8,69,0.2,1,537,5,89,96.1,516,23.5,126,94.8,137,11,76.5,411,1187,388,4.4,13.3,2.3
Odell Beckham Jr.,8647,WR,NYG,13,12.0,11,62.0,0.0,0,1,0,2.3,2,60,21,1,90.1,62.6,90.0,,90.4,0.0,0,3,87,0.0,0,546,3,85,92.9,507,23.8,130,114.0,137,12,74.9,409,1320,528,6.2,15.5,2.6
Jarvis Landry,8698,WR,MIA,13,6.9,19,71.8,,0,0,1,7.3,7,49,17,0,68.6,90.2,85.7,73.1,83.2,1.2,6,3,50,0.2,1,485,4,89,95.1,461,68.2,331,93.5,124,4,27.8,135,920,475,5.3,10.3,2.0
Larry Fitzgerald,1724,WR,ARZ,13,8.9,6,78.0,,0,0,0,2.0,2,60,1,3,90.5,32.8,90.3,68.4,89.9,2.5,13,2,44,1.2,6,513,1,96,90.6,465,59.3,304,115.7,123,7,37.8,194,1088,426,4.4,11.3,2.34
Allen Robinson II,8696,WR,JAX,13,16.0,8,55.5,,0,0,0,7.0,5,50,15,0,61.8,81.0,85.6,,85.4,0.0,0,3,52,0.0,0,555,2,66,94.6,525,15.7,87,109.4,119,12,84.3,468,1084,218,3.3,16.4,2.06
Calvin Johnson,3618,WR,DET,13,13.4,1,60.2,0.0,0,1,0,5.3,4,53,11,1,76.3,50.1,87.1,,85.0,0.0,0,4,57,0.0,0,570,1,71,94.9,541,11.9,68,92.5,118,7,88.1,502,981,249,3.5,13.8,1.81
