player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jack Mewhort,8694,G,IND,10,0,14,78.9,6,23,447,100.0,100.0,96.8,0,29,0,480,480,68.8,5,20,218,100.0,100.0,94.3,25,0,231,231
Anthony Castonzo,6174,T,IND,10,0,14,80.6,5,14,447,100.0,100.0,97.2,3,22,3,480,480,73.7,3,10,218,100.0,100.0,95.6,16,3,231,231
Ben Jones,7099,C,HST,10,0,13,76.1,2,13,456,100.0,100.0,98.1,0,16,1,480,480,62.7,2,6,189,100.0,100.0,97.9,8,0,202,202
Travis Swanson,8711,C,DET,10,0,11,61.7,2,16,452,100.0,100.0,97.8,0,19,1,479,479,56.9,0,12,190,100.0,100.0,96.8,12,0,201,201
Derek Newton,6366,T,HST,10,1,13,67.4,5,19,454,100.0,100.0,96.9,2,26,2,478,478,62.0,2,14,188,100.0,100.0,95.2,17,1,201,201
Riley Reiff,7029,T,DET,10,0,11,70.8,4,29,450,100.0,100.0,95.2,5,38,5,477,477,59.4,1,23,190,100.0,100.0,92.1,27,3,201,201
Joe Barksdale,6244,T,SD,10,1,27,76.3,4,20,442,100.0,100.0,96.4,2,28,4,476,476,69.7,3,15,207,100.0,100.0,94.2,21,3,224,224
Mitchell Schwartz,7041,T,CLV,10,1,8,81.3,5,15,442,100.0,100.0,97.1,2,23,3,475,475,77.8,2,14,229,100.0,100.0,95.6,18,2,248,248
Joe Thomas,3619,T,CLV,10,0,8,90.9,1,18,442,100.0,100.0,97.4,1,21,2,475,475,86.7,0,15,229,100.0,100.0,95.9,17,2,248,248
Alex Mack,4944,C,CLV,10,0,8,75.1,4,12,442,100.0,100.0,97.3,2,20,4,475,475,73.0,4,5,229,100.0,100.0,96.7,12,3,248,248
John Greco,4379,G,CLV,10,0,8,79.9,4,15,434,100.0,100.0,97.8,0,19,0,466,466,73.8,3,13,226,100.0,100.0,96.5,16,0,245,245
Zach Strief,3155,T,NO,10,0,20,71.0,4,9,434,100.0,100.0,97.1,1,19,6,465,465,66.3,3,6,175,100.0,100.0,95.1,13,4,193,193
Stefen Wisniewski,6200,C,JAX,10,1,15,77.6,0,10,434,100.0,100.0,98.4,1,12,2,464,464,63.0,0,8,194,100.0,100.0,96.9,10,2,210,210
Zane Beadles,5570,G,JAX,10,0,15,65.8,3,21,434,100.0,100.0,96.1,0,29,5,464,464,61.1,1,12,194,100.0,100.0,94.6,17,4,210,210
Max Unger,4972,C,NO,10,0,20,81.0,1,10,433,99.8,99.8,98.5,1,12,1,463,464,75.4,0,6,175,100.0,100.0,97.7,7,1,192,192
