player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,8,3,0,64.3,0,0,23,89.3,84.0,83.4,57.3,53.5,40.9,0,0,5,40,18.4,9,3,0,51.5,9,0,76,5,398,576,11,0,0,11,0,439,565,2,176,45,7,37,14,0,0,119,54,13.2
Julius Peppers,1010,ED,GB,8,5,0,100.0,1,1,12,62.0,62.1,49.2,71.0,45.7,52.4,6,16,0,14,13.3,2,0,2,118.8,1,6,16,1,25,377,356,5,38,264,49,0,21,232,120,4,12,8,1,28,0,14,14,14.0
Dwight Freeney,1019,ED,ARZ,3,1,0,,0,1,1,60.3,69.5,82.9,68.1,60.0,72.7,2,6,0,,0.0,0,0,0,0.0,0,2,3,0,4,72,68,0,1,66,1,0,4,54,14,1,2,0,0,10,0,0,0,
James Harrison,1251,ED,PIT,9,6,1,83.3,0,1,25,73.5,77.1,39.8,77.1,66.4,82.9,7,18,0,15,4.8,1,0,2,86.8,5,2,31,0,52,354,303,0,0,302,1,0,51,171,131,19,13,14,6,27,0,29,34,5.8
Terence Newman,1321,CB,MIN,8,6,0,61.9,0,0,18,59.9,65.0,84.2,,83.2,75.4,0,0,0,55,5.7,2,3,1,84.2,26,0,50,410,304,470,5,0,0,5,0,1,465,0,166,4,6,27,42,0,0,308,92,11.8
Kevin Williams,1325,DI,NO,9,2,1,,0,1,20,,71.3,62.4,61.6,72.6,58.1,1,10,0,,13.3,2,0,1,0.0,0,0,0,0,0,291,291,9,270,1,11,0,0,145,146,0,10,11,0,11,0,0,0,
Terrell Suggs,1326,ED,BLT,1,0,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,0,1,0,,,0,0,0,0.0,0,0,0,0,7,48,48,0,0,48,0,0,0,27,14,0,0,0,0,1,0,0,0,
Calvin Pace,1334,ED,NYJ,8,0,0,60.0,0,1,22,74.8,69.3,87.0,66.2,57.3,57.5,4,7,0,12,16.7,1,1,0,72.1,3,2,7,0,33,280,268,0,0,265,3,0,12,153,94,5,4,5,5,13,0,24,15,8.0
Charles Tillman,1351,CB,CAR,8,5,0,52.0,0,1,5,59.6,62.8,87.2,51.0,77.3,75.6,0,0,1,48,5.4,2,5,1,67.4,26,0,29,439,349,496,4,0,0,4,0,3,492,5,142,20,9,30,50,0,0,364,85,14.0
Rashean Mathis,1355,CB,DET,7,2,0,80.0,0,0,11,62.5,63.6,85.9,54.7,64.7,68.8,0,0,1,50,11.1,4,2,1,107.6,32,0,28,388,248,434,4,0,0,4,0,1,430,2,184,13,13,30,40,0,1,413,173,12.9
Cory Redding,1381,DI,ARZ,8,2,0,,1,0,1,67.3,61.6,10.5,53.2,64.8,24.0,0,4,1,,33.3,2,0,2,0.0,0,0,1,0,0,140,139,18,108,7,6,0,1,95,45,0,2,2,0,4,0,0,0,
Robert Mathis,1447,ED,IND,8,0,0,100.0,0,0,14,60.3,53.3,35.1,64.8,33.5,59.8,5,8,0,40,20.0,1,0,2,118.8,1,4,10,0,26,247,232,0,0,232,0,0,15,159,62,5,7,4,1,17,0,40,38,40.0
Chris Clemons,1585,ED,JAX,8,3,1,100.0,0,1,15,54.7,44.5,55.4,53.4,40.9,29.0,4,5,0,14,33.3,4,0,2,116.7,2,2,1,0,8,339,338,0,0,333,5,0,1,237,94,0,6,5,2,11,0,24,22,12.0
Colin Cole,1589,DI,CAR,2,1,0,,0,0,5,,57.9,78.4,56.8,58.6,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,49,49,13,31,0,5,0,0,34,15,0,0,0,0,1,0,0,0,
Cullen Jenkins,1637,DI,NYG,9,4,1,,0,0,21,62.8,64.5,70.8,61.9,62.8,60.7,4,11,0,,8.3,1,0,2,0.0,0,2,2,0,9,402,399,77,208,75,39,0,3,286,107,1,5,7,0,17,0,0,0,
DeAngelo Hall,1729,CB,WAS,3,2,0,66.7,0,0,32,66.9,68.7,80.4,,71.7,84.8,0,0,0,40,0.0,0,1,0,127.1,8,0,4,126,90,135,1,0,0,1,0,1,134,0,45,3,5,15,12,0,1,120,10,15.0
Vince Wilfork,1742,DI,HST,8,3,0,,0,0,13,60.0,68.2,62.5,55.5,72.8,58.1,1,5,0,,10.0,1,0,1,0.0,0,0,1,0,0,310,309,166,139,0,4,0,1,152,158,0,6,6,0,6,0,0,0,
Jason Babin,1748,ED,BLT,2,0,0,100.0,0,0,3,40.1,28.1,0.0,53.5,61.2,27.7,1,1,0,16,100.0,1,0,3,118.8,1,0,0,0,3,29,29,0,0,29,0,0,0,24,2,0,0,0,1,2,0,16,19,16.0
Karlos Dansby,1754,LB,CLV,9,5,1,77.8,0,1,8,73.6,73.0,88.9,66.9,63.8,74.8,1,3,2,19,7.0,5,0,0,65.1,21,0,529,2,290,619,49,0,0,49,0,10,570,50,279,29,35,61,27,4,0,190,179,9.0
Daryl Smith,1760,LB,BLT,8,12,0,84.8,0,0,3,63.9,67.6,88.0,59.7,68.0,56.8,1,4,0,35,13.7,10,2,0,98.7,28,3,527,1,294,553,14,0,0,14,0,2,539,56,203,9,24,51,33,8,0,254,144,9.1
Dwan Edwards,1772,DI,CAR,5,1,0,0.0,0,0,5,64.6,47.9,82.6,54.4,36.2,71.9,1,4,0,,0.0,0,0,0,39.6,0,1,1,0,3,178,176,10,104,0,62,0,2,129,46,0,4,3,1,6,0,0,0,
Randy Starks,1792,DI,CLV,9,2,0,,1,0,8,49.6,56.7,22.5,59.2,63.9,40.7,2,9,0,,19.0,4,0,3,0.0,0,1,6,0,3,327,321,22,226,3,70,0,6,189,135,0,14,15,0,12,0,0,0,
