player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,5,2,0,50.0,0,0,23,89.9,85.2,81.2,60.0,43.5,43.6,0,0,4,40,22.6,7,1,0,41.7,5,0,56,2,224,334,10,0,0,10,0,228,324,1,109,38,4,22,10,0,0,90,34,18.0
Julius Peppers,1010,ED,GB,6,5,0,100.0,0,1,12,55.0,64.8,61.6,71.6,50.8,48.5,5,11,0,14,16.7,2,0,1,118.8,1,6,16,0,20,288,269,4,29,196,40,0,19,184,84,3,9,5,1,22,0,14,14,14.0
Dwight Freeney,1019,ED,ARZ,1,0,0,,0,0,1,60.0,50.8,78.2,54.8,52.2,,1,1,0,,,0,0,0,0.0,0,0,1,0,1,20,19,0,0,19,0,0,1,13,6,0,0,0,0,2,0,0,0,
James Harrison,1251,ED,PIT,6,4,0,83.3,0,1,25,73.3,78.2,25.2,81.3,64.4,81.8,5,16,0,15,5.9,1,0,2,86.8,5,2,17,0,32,247,216,0,0,215,1,0,31,125,90,13,11,12,6,23,0,29,34,5.8
Terence Newman,1321,CB,MIN,5,5,0,58.6,0,0,18,62.6,66.2,82.8,,77.8,68.3,0,0,0,27,8.3,2,3,1,72.9,17,0,33,277,208,315,3,0,0,3,0,1,312,0,107,1,3,17,29,0,0,153,54,9.0
Kevin Williams,1325,DI,NO,6,1,0,,0,1,20,,64.6,50.9,61.3,65.5,44.8,1,7,0,,14.3,1,0,1,0.0,0,0,0,0,0,187,187,7,174,0,6,0,0,89,98,0,4,5,0,8,0,0,0,
Terrell Suggs,1326,ED,BLT,1,0,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,0,1,0,,,0,0,0,0.0,0,0,0,0,7,48,48,0,0,48,0,0,0,27,14,0,0,0,0,1,0,0,0,
Calvin Pace,1334,ED,NYJ,5,0,0,,0,0,22,67.5,56.7,85.3,53.7,54.6,32.6,2,4,0,,33.3,1,0,0,0.0,0,0,6,0,20,183,173,0,0,170,3,0,10,94,69,4,1,2,0,6,0,0,0,
Charles Tillman,1351,CB,CAR,5,3,0,55.6,0,0,5,59.7,63.1,85.6,54.7,77.9,75.5,0,0,0,48,4.8,1,3,0,78.2,15,0,16,256,197,289,2,0,0,2,0,2,287,3,89,12,5,17,27,0,0,193,58,12.9
Rashean Mathis,1355,CB,DET,6,1,0,81.3,0,0,11,68.2,68.5,85.4,54.7,65.1,68.2,0,0,1,50,10.7,3,1,0,92.8,26,0,23,333,210,373,4,0,0,4,0,1,369,2,161,12,12,24,32,0,0,301,133,11.6
