player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,7,101,0,13,14.3,0,50.0,,0,0,10.0,2,14,0,57.1,84.6,1,29,0.0,0,103,18,93.2,96,83.4,36,35.6,3,203,14,0.8,11.3,2.11,0,16.0,3,61.3,,0,0,2.6,1,31,1,81.5,81.0,2,34,0.0,0,246,38,95.9,236,81.5,62,61.4,1,541,92,2.4,14.2,2.29
Julio Jones,6158,WR,ATL,7,84,0,2,7.4,2,67.9,,0,0,0.0,0,14,0,83.6,91.1,0,45,0.0,0,100,19,92.0,92,131.3,28,33.3,3,248,111,5.8,13.1,2.7,0,11.0,4,72.0,,0,0,12.2,5,22,1,49.3,88.5,1,44,0.0,0,160,36,94.4,151,98.8,50,59.5,1,460,149,4.1,12.8,3.05
Keenan Allen,7857,WR,SD,7,81,0,27,6.6,3,67.9,,0,0,5.0,1,7,0,72.3,67.3,1,20,0.0,0,114,19,93.0,106,68.3,28,34.6,0,165,72,3.8,8.7,1.56,0,8.8,5,80.8,,0,0,8.7,4,23,0,60.0,79.0,1,38,0.0,0,209,42,94.7,198,119.2,52,64.2,3,516,167,4.0,12.3,2.61
Demaryius Thomas,5547,WR,DEN,6,74,0,10,10.2,1,64.3,,0,0,10.0,2,11,1,43.3,69.0,2,22,0.0,0,80,18,93.8,75,54.8,28,37.8,0,194,36,2.0,10.8,2.59,0,9.9,3,69.2,,0,0,3.6,1,15,0,76.1,78.5,1,45,0.0,0,136,27,95.6,130,90.2,39,52.7,1,305,98,3.6,11.3,2.35
T.Y. Hilton,7092,WR,IND,7,70,0,14,12.4,3,56.8,,0,0,8.7,2,14,0,59.5,79.8,1,87,0.0,0,160,21,92.5,148,92.1,37,52.9,1,399,163,7.8,19.0,2.7,0,13.1,0,50.0,,0,0,0.0,0,6,0,80.6,67.0,3,46,0.0,0,122,14,92.6,113,45.4,28,40.0,1,197,45,3.2,14.1,1.74
Antonio Brown,5718,WR,PIT,7,66,0,25,11.4,4,64.0,,0,0,0.0,0,12,0,82.2,91.5,1,39,0.0,0,79,16,92.4,73,78.8,25,37.9,0,240,89,5.6,15.0,3.29,0,12.8,5,73.7,,0,0,9.7,3,15,0,57.4,86.8,0,59,0.0,0,135,28,93.3,126,116.9,38,57.6,1,407,133,4.8,14.5,3.23
Calvin Johnson,3618,WR,DET,7,65,0,11,9.2,0,77.3,,0,0,0.0,0,13,0,82.2,89.9,1,28,0.0,0,96,17,92.7,89,96.6,22,33.8,1,179,58,3.4,10.5,2.01,0,13.4,1,62.5,,0,0,3.8,1,15,1,76.7,74.9,2,57,0.0,0,208,25,93.8,195,82.7,40,61.5,1,394,121,4.8,15.8,2.02
Odell Beckham Jr.,8647,WR,NYG,7,65,0,21,10.1,3,65.2,,0,0,0.0,0,11,0,81.1,76.7,1,26,0.0,0,101,15,93.1,94,65.5,23,35.4,0,150,65,4.3,10.0,1.6,0,11.1,3,63.2,,0,0,7.7,2,13,0,63.4,76.9,0,67,0.0,0,163,24,93.9,153,118.9,38,58.5,3,345,154,6.4,14.4,2.25
Allen Robinson II,8696,WR,JAX,7,65,0,15,13.1,1,44.4,,0,0,7.7,1,10,0,62.1,78.3,1,21,0.0,0,99,12,88.9,88,80.9,27,41.5,3,131,30,2.5,10.9,1.49,0,20.7,0,60.0,,0,0,8.7,2,15,0,49.1,77.6,0,52,0.0,0,175,21,94.9,166,123.2,35,53.8,2,452,52,2.5,21.5,2.72
Steve Smith,837,WR,BLT,6,63,0,3,8.0,5,59.1,,0,0,0.0,0,9,1,65.9,80.0,1,23,0.0,0,65,13,86.2,56,76.5,22,34.9,1,153,54,4.2,11.8,2.73,0,10.8,7,73.0,,0,0,10.0,3,16,0,66.9,89.9,1,50,0.0,0,148,27,94.6,140,116.2,37,58.7,2,413,181,6.7,15.3,2.95
