player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
DeAndre Hopkins,7808,WR,HST,11,140,0,13,0,,0,,,0,0,,0,0,0,,40.3,0,0,0.0,0,27,0,92.6,25,0.0,0,0.0,0,0,0,,,0.0,18.3,0,46.7,,0,0,12.5,1,3,0,89.5,89.4,0,24,1.2,1,85,7,92.9,79,64.6,15,10.7,0,85,26,3.7,12.1,1.08
Julio Jones,6158,WR,ATL,11,134,0,2,0,-2.8,5,100.0,,0,0,0.0,0,3,0,92.5,96.1,0,13,0.0,0,25,13,88.0,22,114.4,13,9.7,1,69,106,8.2,5.3,3.14,6.9,5,67.6,,0,0,10.7,3,12,1,86.1,90.9,1,45,0.0,0,138,25,91.3,126,96.1,37,27.6,2,275,173,6.9,11.0,2.18
Antonio Brown,5718,WR,PIT,11,125,0,25,0,-2.2,3,100.0,,0,0,0.0,0,1,0,92.3,73.3,0,17,0.0,0,50,13,96.0,48,84.0,13,10.4,0,54,82,6.3,4.2,1.13,10.9,1,54.5,,0,0,7.7,1,5,0,85.9,90.1,1,39,0.0,0,77,12,87.0,67,82.6,22,17.6,2,125,63,5.3,10.4,1.87
Odell Beckham Jr.,8647,WR,NYG,11,119,0,21,0,-3.0,0,100.0,,0,0,0.0,0,1,0,88.7,57.6,0,5,0.0,0,28,3,89.3,25,118.8,3,2.5,1,5,14,4.7,1.7,0.2,8.7,3,74.2,,0,0,4.2,1,13,0,86.2,90.0,1,31,0.0,0,109,23,91.7,100,97.5,31,26.1,1,270,101,4.4,11.7,2.7
Demaryius Thomas,5547,WR,DEN,11,119,0,10,0,0.0,2,92.3,,0,0,0.0,0,3,0,92.1,77.7,0,17,0.0,0,30,12,100.0,30,89.7,13,10.9,0,72,71,5.9,6.0,2.4,8.4,6,56.7,,0,0,19.0,4,11,0,47.4,80.1,4,30,0.0,0,100,17,96.0,96,36.7,30,25.2,0,194,68,4.0,11.4,2.02
Brandon Marshall,3064,WR,NYJ,11,116,0,22,0,-1.3,0,100.0,,0,0,0.0,0,1,1,88.7,39.0,0,10,0.0,0,40,3,97.5,39,79.2,3,2.6,0,8,12,4.0,2.7,0.21,13.5,2,53.3,,0,0,20.0,4,9,2,29.4,77.4,2,28,0.0,0,106,16,96.2,102,66.9,30,25.9,2,187,52,3.3,11.7,1.83
Larry Fitzgerald,1724,WR,ARZ,11,107,0,1,0,-1.2,4,93.3,,0,0,6.7,1,6,0,71.9,92.9,0,44,2.6,1,39,14,97.4,38,130.0,15,14.0,1,148,163,11.6,10.6,3.89,9.6,1,78.8,,0,0,4.7,2,25,2,89.7,90.6,1,29,0.0,0,259,41,89.6,232,105.4,52,48.6,1,503,145,3.5,12.3,2.17
Calvin Johnson,3618,WR,DET,11,105,0,11,0,,0,,,0,0,,0,0,0,,38.9,0,0,0.0,0,51,0,98.0,50,0.0,0,0.0,0,0,0,,,0.0,12.8,0,75.0,,0,0,0.0,0,5,0,78.1,85.1,0,46,0.0,0,61,9,90.2,55,113.5,12,11.4,0,141,56,6.2,15.7,2.56
Allen Robinson II,8696,WR,JAX,11,104,0,15,0,-2.0,1,100.0,,0,0,0.0,0,1,0,88.7,50.5,0,11,0.0,0,42,3,97.6,41,83.3,3,2.9,0,12,18,6.0,4.0,0.29,19.9,0,43.8,,0,0,0.0,0,6,0,44.7,71.1,0,46,0.0,0,68,7,94.1,64,119.0,16,15.4,2,157,18,2.6,22.4,2.45
Jarvis Landry,8698,WR,MIA,11,103,0,17,0,-3.5,4,83.3,,0,0,11.8,2,2,0,36.2,83.9,0,11,0.0,0,37,15,100.0,37,79.6,18,17.5,0,56,111,7.4,3.7,1.51,6.9,11,72.7,,0,0,7.7,4,26,0,72.2,85.8,2,50,0.0,0,296,48,96.6,286,91.2,66,64.1,2,492,240,5.0,10.3,1.72
