player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,13,8,0,64.7,0,1,23,91.3,89.7,85.2,54.6,58.7,55.8,0,0,5,40,13.9,10,4,0,52.9,11,0,121,8,601,898,13,0,0,13,0,703,885,4,293,53,8,54,17,0,0,149,65,13.5
Julius Peppers,1010,ED,GB,13,6,0,100.0,1,2,12,51.3,62.3,52.4,71.0,51.4,47.2,8,31,0,14,14.8,4,0,3,142.7,4,8,17,1,38,587,562,5,46,452,59,0,25,368,181,7,19,17,4,47,1,35,32,8.8
Dwight Freeney,1019,ED,ARZ,8,1,0,100.0,0,2,1,46.0,68.7,87.0,69.4,60.9,74.2,3,16,0,41,50.0,1,0,0,118.8,1,4,6,0,8,189,182,0,3,177,2,0,7,160,21,1,4,0,1,23,0,41,42,41.0
James Harrison,1251,ED,PIT,12,6,1,62.5,0,2,25,77.6,83.1,50.1,83.0,66.8,68.9,9,23,0,15,11.1,3,1,2,69.3,5,5,44,0,72,465,398,0,0,397,1,0,67,229,164,22,19,18,8,37,0,29,34,5.8
Terence Newman,1321,CB,MIN,13,7,0,56.2,0,0,18,69.3,72.5,86.4,68.3,77.9,74.7,0,2,3,55,6.4,3,8,4,68.2,41,0,81,637,489,780,8,0,0,8,0,44,772,2,289,10,9,37,73,2,2,478,146,11.7
Kevin Williams,1325,DI,NO,13,6,1,,0,2,20,56.0,70.8,56.6,65.5,72.0,56.4,2,18,0,,11.1,3,0,2,0.0,0,0,0,0,0,462,462,11,435,1,15,0,0,224,238,0,17,18,0,20,0,0,0,
Terrell Suggs,1326,ED,BLT,1,0,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,0,1,0,,,0,0,0,0.0,0,0,0,0,7,48,48,0,0,48,0,0,0,27,14,0,0,0,0,1,0,0,0,
Calvin Pace,1334,ED,NYJ,13,0,0,50.0,0,1,22,70.0,66.8,88.4,61.3,61.4,52.5,4,8,0,12,15.4,2,1,0,59.9,4,2,7,0,61,419,398,0,0,394,4,1,21,197,161,13,9,11,8,14,0,31,23,7.8
Charles Tillman,1351,CB,CAR,9,6,0,53.7,0,1,5,58.7,62.0,87.3,49.4,77.8,73.7,0,0,1,48,7.1,3,5,1,71.3,29,0,34,470,374,535,5,0,0,5,0,3,530,6,155,22,10,33,54,0,0,417,112,14.4
Rashean Mathis,1355,CB,DET,7,2,0,80.0,0,0,11,62.5,63.6,85.9,54.7,64.7,68.8,0,0,1,50,11.1,4,2,1,107.6,32,0,28,388,248,434,4,0,0,4,0,1,430,2,184,13,13,30,40,0,1,413,173,12.9
Cory Redding,1381,DI,ARZ,10,3,0,,1,0,1,67.3,61.3,15.3,54.5,62.7,25.6,0,5,1,,25.0,2,0,2,0.0,0,0,1,0,0,156,155,23,119,7,6,0,1,102,54,0,3,3,0,5,0,0,0,
Robert Mathis,1447,ED,IND,12,0,0,100.0,0,0,14,62.3,53.9,39.4,61.3,44.6,53.0,8,14,0,40,22.2,2,0,3,118.8,1,4,11,0,40,418,400,0,0,400,0,0,18,256,122,7,10,7,1,26,0,40,38,40.0
Chris Clemons,1585,ED,JAX,13,3,1,66.7,0,1,15,50.7,39.4,45.5,50.9,35.6,29.0,7,15,0,14,33.3,5,0,4,91.0,2,3,1,0,12,535,534,0,0,529,5,0,1,390,133,0,8,7,3,25,0,24,22,12.0
Colin Cole,1589,DI,CAR,2,1,0,,0,0,5,,57.9,78.4,56.8,58.6,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,49,49,13,31,0,5,0,0,34,15,0,0,0,0,1,0,0,0,
Cullen Jenkins,1637,DI,NYG,13,4,1,,0,0,21,63.5,66.5,65.2,66.7,60.6,65.1,6,22,0,,15.8,3,0,3,0.0,0,3,4,0,11,595,590,137,324,80,49,0,5,415,169,1,11,12,0,31,0,0,0,
DeAngelo Hall,1729,CB,WAS,8,7,0,66.7,0,0,32,65.3,62.0,0.0,60.0,54.7,80.2,0,0,0,40,5.4,2,1,2,136.3,12,0,20,132,196,284,8,0,0,8,0,103,276,1,87,21,7,28,18,0,2,180,16,15.0
Vince Wilfork,1742,DI,HST,13,5,0,,0,0,13,60.0,72.8,71.0,54.9,78.5,65.4,1,7,0,,5.6,1,0,1,0.0,0,0,1,0,0,473,472,231,232,0,9,0,1,231,242,0,12,12,0,8,0,0,0,
