player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Julio Jones,6158,WR,ATL,15,10.3,20,69.8,,0,0,0,6.6,9,84,2,3,72.8,29.5,92.2,,91.9,0.3,2,2,70,0.0,0,620,1,127,93.4,579,27.9,173,109.7,182,8,71.6,444,1722,620,4.9,13.6,2.97
DeAndre Hopkins,7808,WR,HST,15,14.9,4,59.1,,0,0,2,6.3,7,80,13,1,73.0,58.6,90.3,66.2,90.5,0.2,1,4,61,0.2,1,656,6,104,94.4,619,15.4,101,96.6,176,11,84.3,553,1432,198,1.9,13.8,2.31
Antonio Brown,5718,WR,PIT,15,11.4,19,71.1,,0,0,1,3.9,5,74,25,0,90.4,71.5,92.2,,92.3,0.0,0,8,59,0.0,0,652,4,123,91.4,596,18.3,119,99.1,173,9,80.8,527,1647,574,4.7,13.4,2.76
Demaryius Thomas,5547,WR,DEN,15,10.2,17,62.5,,0,0,0,9.9,11,61,10,2,48.8,31.1,78.3,,77.5,0.3,2,6,48,0.0,0,594,5,100,95.1,565,24.6,146,79.9,160,5,75.1,446,1187,416,4.2,11.9,2.1
Brandon Marshall,3064,WR,NYJ,15,12.8,13,66.0,,0,0,0,9.0,10,71,22,3,57.1,25.5,84.0,62.4,84.5,0.0,0,8,69,0.2,1,625,6,101,96.2,601,22.9,143,101.1,153,13,77.1,482,1376,405,4.0,13.6,2.29
Odell Beckham Jr.,8647,WR,NYG,14,12.2,13,62.3,0.0,0,1,2,4.2,4,63,21,2,82.6,38.4,87.5,,89.9,0.0,0,3,87,0.0,0,595,7,91,93.1,554,24.5,146,115.0,146,13,74.3,442,1396,568,6.2,15.3,2.52
Jarvis Landry,8698,WR,MIA,15,7.0,24,71.7,,0,0,1,6.3,7,57,17,0,74.2,90.4,87.4,73.1,85.2,1.2,7,3,50,0.2,1,561,5,104,95.0,533,70.1,393,93.6,145,4,26.4,148,1085,551,5.3,10.4,2.04
Mike Evans,8642,WR,TB,14,15.4,2,51.1,,0,0,0,17.6,15,59,30,1,28.6,81.5,83.4,,85.4,0.0,0,5,68,0.0,0,503,8,70,91.5,460,18.9,95,70.4,137,3,81.1,408,1107,213,3.0,15.8,2.41
Michael Crabtree,4933,WR,OAK,15,10.1,17,60.3,,0,0,0,8.9,8,44,23,1,58.3,52.2,78.5,,77.2,0.0,0,2,38,0.0,0,556,3,82,95.0,528,28.4,158,93.0,136,8,71.6,398,888,281,3.4,10.8,1.68
Allen Robinson II,8696,WR,JAX,15,16.0,10,56.4,,0,0,0,8.5,7,57,15,0,60.8,81.8,84.8,,84.9,0.0,0,4,90,0.0,0,640,2,75,94.5,605,15.6,100,112.1,133,14,84.4,540,1292,316,4.2,17.2,2.14
Larry Fitzgerald,1724,WR,ARZ,15,8.8,6,77.4,,0,0,0,2.8,3,65,1,3,90.1,35.7,90.0,72.6,87.7,2.4,14,2,44,1.4,8,577,1,103,90.6,523,58.1,335,116.7,133,8,39.2,226,1160,455,4.4,11.3,2.22
Calvin Johnson,3618,WR,DET,15,13.6,2,60.5,0.0,0,1,0,6.0,5,58,11,1,73.6,54.8,85.3,,83.1,0.0,0,4,57,0.0,0,643,1,78,94.9,610,13.2,85,95.0,129,8,86.8,558,1077,280,3.6,13.8,1.77
Emmanuel Sanders,5606,WR,DEN,14,14.5,3,57.3,,0,0,0,7.8,6,47,10,0,63.9,88.3,82.0,,81.6,0.0,0,4,75,0.0,0,532,0,71,95.1,506,20.7,110,87.3,124,6,78.6,418,1036,327,4.6,14.6,2.05
Brandin Cooks,8655,WR,NO,15,13.0,3,65.8,0.0,0,1,0,3.7,3,43,20,1,84.0,83.4,73.7,65.7,73.7,0.0,0,4,71,0.2,1,633,2,79,92.7,587,31.3,198,106.8,120,9,68.6,434,1116,361,4.6,14.1,1.9
A.J. Green,6156,WR,CIN,15,14.0,6,69.5,,0,0,1,3.5,3,60,7,1,85.8,47.0,90.3,,90.5,0.2,1,3,80,0.0,0,544,4,82,93.6,509,19.5,106,119.4,118,9,80.1,436,1263,333,4.1,15.4,2.48
T.Y. Hilton,7092,WR,IND,15,13.4,3,55.1,,0,0,0,4.4,3,46,14,1,79.7,82.5,78.7,,77.6,0.2,1,6,87,0.0,0,615,1,65,94.3,580,28.0,172,79.1,118,5,71.9,442,1080,367,5.6,16.6,1.86
Amari Cooper,9437,WR,OAK,15,10.6,14,59.3,,0,0,2,18.6,16,43,23,1,28.0,53.7,72.8,69.4,72.8,0.0,0,2,68,0.2,1,565,4,70,95.6,540,18.2,103,98.5,118,6,81.6,461,1050,382,5.5,15.0,1.94
Eric Decker,5611,WR,NYJ,14,12.4,2,63.6,,0,0,1,8.5,7,57,22,1,60.3,52.3,77.5,,79.0,1.5,8,0,35,0.0,0,547,4,75,96.5,528,67.1,367,120.6,118,11,31.4,172,977,219,2.9,13.0,1.85
Delanie Walker,3120,TE,TEN,14,9.4,16,73.3,,0,0,1,4.5,4,47,31,0,81.0,82.5,85.4,77.2,82.7,26.9,134,3,61,2.6,13,498,2,85,91.6,456,55.4,276,105.3,116,6,16.9,84,994,359,4.2,11.7,2.18
