player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,16,0,5,4,80.0,8,8,100.0,14,74.9,0,0,,35,32,91.4,0,6,6,100.0,27,25,92.6,8,7,87.5
Phil Dawson,422,K,SF,16,0,3,3,100.0,8,6,75.0,28,76.8,0,0,,21,20,95.2,0,6,6,100.0,27,24,88.9,10,9,90.0
Sebastian Janikowski,595,K,OAK,16,0,5,4,80.0,8,5,62.5,23,73.3,0,0,,39,38,97.4,0,6,5,83.3,26,21,80.8,7,7,100.0
Shayne Graham,730,K,ATL,5,0,3,3,100.0,4,2,50.0,2,73.2,0,0,,8,8,100.0,0,4,4,100.0,13,11,84.6,2,2,100.0
Matt Bryant,1223,K,ATL,10,0,0,0,,9,6,66.7,2,59.4,1,1,100.0,26,26,100.0,0,4,3,75.0,18,14,77.8,4,4,100.0
Josh Brown,1520,K,NYG,16,0,3,3,100.0,10,8,80.0,21,76.6,1,1,100.0,45,44,97.8,0,12,12,100.0,32,30,93.8,6,6,100.0
Josh Scobee,1858,K,PIT,4,0,0,0,,7,3,42.9,25,30.6,0,0,,7,6,85.7,0,1,1,100.0,10,6,60.0,2,2,100.0
Mike Nugent,2264,K,CIN,16,0,3,2,66.7,13,10,76.9,7,82.2,0,0,,49,48,98.0,0,6,5,83.3,28,23,82.1,6,6,100.0
Robbie Gould,2607,K,CHI,15,0,9,7,77.8,9,7,77.8,6,59.7,1,1,100.0,29,28,96.6,0,12,10,83.3,39,33,84.6,8,8,100.0
Nick Novak,2726,K,HST,13,0,5,2,40.0,4,4,100.0,13,60.3,0,0,,31,29,93.5,0,6,6,100.0,21,18,85.7,6,6,100.0
