player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DeAndre Hopkins,7808,WR,HST,11,15.0,4,57.9,,0,0,2,5.8,5,65,13,1,74.3,52.2,90.0,66.2,90.1,0.0,0,3,61,0.2,1,508,5,81,94.7,481,16.7,85,95.0,140,9,83.3,423,1081,150,1.9,13.3,2.25
Julio Jones,6158,WR,ATL,11,9.9,14,70.1,,0,0,0,6.0,6,61,2,2,74.8,38.3,91.9,,91.7,0.2,1,1,54,0.0,0,468,1,94,92.5,433,29.5,138,111.1,134,6,70.1,328,1245,432,4.6,13.2,2.88
Antonio Brown,5718,WR,PIT,11,11.6,12,68.0,,0,0,0,5.6,5,50,25,0,81.8,63.4,91.4,,91.2,0.0,0,6,59,0.0,0,462,0,85,90.7,419,16.7,77,91.8,125,5,82.9,383,1192,464,5.5,14.0,2.84
Odell Beckham Jr.,8647,WR,NYG,11,11.7,10,60.5,0.0,0,1,0,2.7,2,48,21,1,87.4,59.2,84.5,,85.6,0.0,0,3,87,0.0,0,475,1,72,93.3,443,22.9,109,102.4,119,9,75.6,359,1005,384,5.3,14.0,2.27
Demaryius Thomas,5547,WR,DEN,11,10.7,10,60.5,,0,0,0,10.0,8,45,10,1,47.6,46.3,79.4,,78.5,0.5,2,6,48,0.0,0,427,2,72,95.1,406,23.4,100,69.0,119,2,76.1,325,911,300,4.2,12.7,2.24
Brandon Marshall,3064,WR,NYJ,11,13.1,11,61.2,,0,0,0,10.1,8,48,22,3,52.2,22.5,79.5,,80.3,0.0,0,8,58,0.0,0,442,5,71,95.7,423,24.0,106,83.7,116,9,76.0,336,931,259,3.6,13.1,2.2
Larry Fitzgerald,1724,WR,ARZ,11,9.5,6,77.6,,0,0,0,2.4,2,53,1,3,90.1,29.3,90.4,66.3,90.3,2.3,10,2,44,1.2,5,429,1,83,90.0,386,60.4,259,119.3,107,7,36.8,158,992,364,4.4,12.0,2.57
Calvin Johnson,3618,WR,DET,11,12.8,1,63.8,,0,0,0,4.3,3,50,11,1,80.6,48.5,89.9,,88.1,0.0,0,3,57,0.0,0,480,1,67,94.4,453,12.7,61,98.9,105,6,87.3,419,921,238,3.6,13.7,2.03
Allen Robinson II,8696,WR,JAX,11,16.4,6,52.9,,0,0,0,8.3,5,41,15,0,55.4,80.0,82.9,,82.4,0.0,0,3,52,0.0,0,482,1,55,94.4,455,14.1,68,96.9,104,8,85.9,414,927,178,3.2,16.9,2.04
Jarvis Landry,8698,WR,MIA,11,6.6,17,73.8,,0,0,1,7.3,6,45,17,0,68.3,89.7,88.2,73.1,84.8,1.2,5,3,50,0.2,1,431,3,76,94.9,409,68.7,296,97.4,103,4,27.6,119,816,428,5.6,10.7,2.0
