player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,14,0,0,23,54.6,0,0,3,0.6,0.0,0,0,0.0,0,651,4,0,0,54.7,0,0,2,1.1,0.0,0,0.0,0,284,3,0
Julius Peppers,1010,ED,GB,14,0,1,12,72.5,8,34,382,90.7,14.9,57,3,8.1,10,442,401,52,0,74.1,7,24,221,93.5,19.5,43,10.2,7,248,232,38
Dwight Freeney,1019,ED,ARZ,9,0,0,1,69.2,4,16,169,95.7,15.4,26,0,8.3,4,186,178,24,0,77.8,4,12,97,97.1,20.6,20,11.3,3,105,102,19
James Harrison,1251,ED,PIT,13,1,0,25,84.3,9,26,238,76.0,21.0,50,2,9.5,5,329,250,40,0,89.1,6,17,116,81.3,30.2,35,14.2,5,150,122,28
Terence Newman,1321,CB,MIN,14,0,0,18,68.3,0,2,2,0.4,50.0,1,4,50.0,0,527,2,2,0,66.7,0,1,1,0.4,100.0,1,50.0,0,231,1,1
Kevin Williams,1325,DI,NO,14,1,0,20,64.3,2,18,223,100.0,9.0,20,2,4.5,0,239,239,20,1,68.6,1,6,69,100.0,11.6,8,5.1,0,75,75,7
Terrell Suggs,1326,ED,BLT,1,0,0,3,64.3,0,1,27,79.4,14.8,4,0,1.9,0,34,27,1,0,63.2,0,0,13,81.3,15.4,2,0.0,0,16,13,0
Calvin Pace,1334,ED,NYJ,14,0,0,22,61.5,4,8,194,76.0,7.7,15,1,4.6,3,271,206,15,0,55.2,3,5,90,85.1,12.2,11,4.4,0,114,97,8
Charles Tillman,1351,CB,CAR,10,0,0,5,49.4,0,0,6,1.4,0.0,0,1,0.0,0,429,6,0,0,54.3,0,0,3,1.2,0.0,0,0.0,0,241,3,0
Rashean Mathis,1355,CB,DET,7,0,0,11,54.7,0,0,2,0.8,0.0,0,1,0.0,0,250,2,0,0,54.7,0,0,2,1.9,0.0,0,0.0,0,106,2,0
Cory Redding,1381,DI,ARZ,10,0,1,1,54.5,0,5,96,100.0,5.2,5,2,2.6,0,102,102,5,0,54.9,0,1,32,100.0,3.1,1,1.6,0,34,34,1
Robert Mathis,1447,ED,IND,13,0,0,14,61.1,8,15,260,87.3,11.5,30,3,6.0,4,322,281,27,0,64.3,6,12,134,90.7,17.9,24,8.2,2,161,146,20
Chris Clemons,1585,ED,JAX,14,1,0,15,51.8,8,18,382,97.2,8.1,31,4,4.2,3,425,413,29,1,56.9,4,14,203,99.1,11.3,23,5.9,3,218,216,21
Colin Cole,1589,DI,CAR,2,0,0,5,56.8,0,1,32,100.0,6.3,2,0,1.6,0,34,34,1,0,61.3,0,1,16,100.0,12.5,2,3.1,0,17,17,1
Cullen Jenkins,1637,DI,NYG,14,1,0,21,66.1,7,23,422,97.4,8.8,37,3,4.3,3,465,453,33,1,66.5,5,16,207,97.8,12.1,25,6.0,2,230,225,23
DeAngelo Hall,1729,CB,WAS,9,0,0,32,60.0,0,0,1,0.4,100.0,1,2,0.0,0,227,1,0,0,,0,0,0,0.0,,0,,0,113,0,0
Vince Wilfork,1742,DI,HST,14,0,0,13,54.2,1,9,238,100.0,5.0,12,1,2.1,0,257,257,10,0,50.5,0,4,68,100.0,7.4,5,2.9,0,73,73,4
Jason Babin,1748,ED,BLT,2,0,0,3,53.5,1,1,22,88.9,9.1,2,3,4.5,0,27,24,2,0,54.9,1,1,18,95.0,11.1,2,5.6,0,20,19,2
Karlos Dansby,1754,LB,CLV,14,1,1,8,65.0,4,5,64,13.7,6.3,4,2,7.0,0,524,72,9,0,71.2,3,2,25,16.2,4.0,1,10.0,0,191,31,5
Daryl Smith,1760,LB,BLT,14,0,0,3,58.3,1,6,63,13.0,14.3,9,0,10.3,3,523,68,10,0,65.8,1,3,28,16.5,25.0,7,17.9,3,194,32,7
Dwan Edwards,1772,DI,CAR,10,1,0,5,50.2,1,8,228,98.0,4.4,10,0,2.4,1,245,240,10,1,49.7,1,7,124,100.0,5.6,7,3.2,0,132,132,8
Randy Starks,1792,DI,CLV,13,0,1,8,62.9,3,13,218,98.7,8.3,18,3,4.1,1,237,234,17,0,73.5,2,10,84,100.0,16.7,14,8.3,1,94,94,13
Will Allen,1832,S,PIT,11,0,0,25,75.1,0,3,22,5.1,13.6,3,1,20.5,3,430,22,6,0,84.3,0,2,8,4.7,25.0,2,37.5,2,170,8,4
Jared Allen,1847,ED,CAR,13,3,0,5,57.8,19,12,334,94.1,11.7,39,2,5.5,3,373,351,34,1,60.0,12,10,182,96.5,14.8,27,7.7,3,201,194,25
Antonio Smith,1856,DI,DEN,14,2,1,10,59.1,5,17,236,100.0,10.2,24,1,5.9,3,255,255,25,2,59.9,3,12,128,100.0,14.1,18,8.2,3,143,143,18
Mike Adams,1972,S,IND,11,0,0,14,91.9,0,2,8,2.0,12.5,1,1,25.0,1,408,8,3,0,93.0,0,2,5,2.9,20.0,1,40.0,1,170,5,3
Antrel Rolle,2225,S,CHI,7,0,0,6,57.7,0,1,2,0.8,0.0,0,0,25.0,0,236,2,1,0,58.7,0,0,1,1.0,0.0,0,0.0,0,105,1,0
DeMarcus Ware,2228,ED,DEN,9,0,2,10,82.3,9,15,186,87.7,16.7,31,5,10.2,7,227,199,31,0,74.3,4,9,82,89.9,22.0,18,14.0,5,99,89,18
Thomas Davis Sr.,2231,LB,CAR,14,0,0,5,73.0,4,10,91,15.3,15.4,14,1,14.3,6,608,93,20,0,69.6,2,4,42,13.4,16.7,7,16.7,4,329,44,10
Derrick Johnson,2232,LB,KC,14,0,0,16,53.9,2,9,68,11.7,5.9,4,2,14.0,4,626,73,15,0,54.4,1,6,41,14.1,2.4,1,13.4,2,320,45,9
Jonathan Babineaux,2276,DI,ATL,14,1,0,2,62.4,8,17,316,96.3,10.8,34,0,4.3,1,353,340,26,0,66.9,7,14,195,100.0,15.4,30,5.9,1,207,207,22
Justin Tuck,2291,DI,OAK,5,3,0,23,60.3,5,3,155,99.4,7.1,11,0,3.2,1,167,166,9,1,57.5,2,3,85,100.0,8.2,7,4.1,1,93,93,6
Chris Canty,2349,DI,BLT,9,1,0,3,61.9,3,8,149,99.4,7.4,11,0,4.4,1,161,160,12,0,66.6,3,2,47,98.1,12.8,6,7.4,1,53,52,6
Trent Cole,2363,ED,IND,13,2,1,14,70.5,6,24,255,86.7,14.1,36,4,7.1,3,315,273,33,0,61.5,4,13,116,94.7,18.1,21,8.2,1,133,126,18
C.J. Mosley,2408,DI,MIA,11,0,0,17,57.5,3,4,115,99.2,7.0,8,2,3.0,0,127,126,7,0,63.2,3,3,53,100.0,13.2,7,5.7,0,59,59,6
Jay Ratliff,2441,DI,CHI,2,0,0,6,50.2,1,1,45,100.0,4.4,2,0,2.2,0,47,47,2,0,49.2,0,1,19,100.0,5.3,1,2.6,0,19,19,1
Brandon Browner,2512,CB,NO,14,0,2,20,49.1,0,0,9,1.6,0.0,0,22,0.0,0,553,9,0,0,52.1,0,0,4,1.6,0.0,0,0.0,0,246,4,0
Ahmad Brooks,2945,ED,SF,12,0,1,28,49.9,3,24,255,72.3,10.2,26,8,7.3,5,376,272,32,0,54.2,2,11,121,86.4,13.2,16,7.9,3,154,133,16
