player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
DeAndre Hopkins,7808,WR,HST,8,111,0,13,0,,0,,,0,0,,0,0,0,,41.0,0,0,0.0,0,24,0,95.8,23,0.0,0,0.0,0,0,0,,,0.0,19.9,0,46.2,,0,0,14.3,1,3,0,87.8,86.9,0,24,0.0,0,69,6,94.2,65,67.5,13,11.7,0,84,22,3.7,14.0,1.29
Julio Jones,6158,WR,ATL,8,97,0,2,0,-2.7,4,100.0,,0,0,0.0,0,3,0,92.3,95.8,0,13,0.0,0,22,11,86.4,19,120.5,11,11.3,1,62,92,8.4,5.6,3.26,6.3,5,67.9,,0,0,9.5,2,8,1,90.0,90.9,1,45,0.0,0,102,19,91.2,93,100.3,28,28.9,2,220,160,8.4,11.6,2.37
Keenan Allen,7857,WR,SD,8,86,0,27,0,-1.3,0,100.0,,0,0,0.0,0,1,0,90.6,49.3,0,20,0.0,0,50,4,96.0,48,90.6,4,4.7,0,23,28,7.0,5.8,0.48,5.3,3,73.3,,0,0,8.3,1,4,0,76.4,74.9,0,21,0.0,0,64,11,93.8,60,87.4,15,17.4,0,87,55,5.0,7.9,1.45
Demaryius Thomas,5547,WR,DEN,7,85,0,10,0,0.0,2,88.9,,0,0,0.0,0,1,0,91.4,67.4,0,17,0.0,0,18,8,100.0,18,84.3,9,10.6,0,38,37,4.6,4.8,2.11,9.4,3,57.1,,0,0,14.3,2,8,0,56.9,82.1,3,30,0.0,0,57,12,96.5,55,40.9,21,24.7,0,155,49,4.1,12.9,2.82
Brandon Marshall,3064,WR,NYJ,7,77,0,22,0,-1.3,0,100.0,,0,0,0.0,0,1,1,88.7,39.7,0,10,0.0,0,25,3,96.0,24,79.2,3,3.9,0,8,12,4.0,2.7,0.33,14.1,1,52.4,,0,0,15.4,2,7,2,45.9,82.1,1,28,0.0,0,70,11,95.7,67,53.3,21,27.3,0,138,27,2.5,12.5,2.06
T.Y. Hilton,7092,WR,IND,8,76,0,14,0,-2.3,2,85.7,,0,0,0.0,0,1,0,90.9,72.7,0,16,0.0,0,22,6,100.0,22,91.7,7,9.2,0,42,56,9.3,7.0,1.91,10.2,2,51.6,,0,0,0.0,0,9,0,80.0,74.7,2,87,0.0,0,118,16,98.3,116,60.8,31,40.8,1,237,118,7.4,14.8,2.04
Antonio Brown,5718,WR,PIT,8,76,0,25,0,-2.6,3,100.0,,0,0,0.0,0,1,0,91.6,72.7,0,17,0.0,0,37,9,94.6,35,79.6,9,11.8,0,28,51,5.7,3.1,0.8,10.5,1,56.3,,0,0,10.0,1,4,0,72.4,90.2,1,39,0.0,0,58,9,84.5,49,71.4,16,21.1,1,106,57,6.3,11.8,2.16
Odell Beckham Jr.,8647,WR,NYG,8,74,0,21,0,-3.0,0,100.0,,0,0,0.0,0,1,0,88.7,62.6,0,5,0.0,0,21,3,90.5,19,118.8,3,4.1,1,5,14,4.7,1.7,0.26,7.3,3,81.0,,0,0,5.6,1,8,0,76.3,85.9,0,31,0.0,0,77,17,90.9,70,119.4,21,28.4,1,186,72,4.2,10.9,2.66
Calvin Johnson,3618,WR,DET,8,74,0,11,0,,0,,,0,0,,0,0,0,,40.9,0,0,0.0,0,36,0,100.0,36,0.0,0,0.0,0,0,0,,,0.0,10.5,0,81.8,,0,0,0.0,0,5,0,75.9,82.6,0,46,0.0,0,47,9,87.2,41,118.8,11,14.9,0,141,56,6.2,15.7,3.44
Julian Edelman,5156,WR,NE,7,72,0,19,0,-2.5,1,83.3,,0,0,0.0,0,1,0,90.6,77.6,0,19,0.0,0,26,5,96.2,25,94.4,6,8.3,0,40,51,10.2,8.0,1.6,6.5,3,75.0,,0,0,15.6,5,13,0,33.7,82.3,1,59,1.3,2,158,27,93.7,148,122.8,36,50.0,4,283,123,4.6,10.5,1.91
