team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
ATL,2,4,152,4,15,152,91.8,22,3
OAK,23,4,160,2,17,160,90.9,24,5
DAL,9,4,143,3,22,143,90.6,26,1
CIN,7,4,127,3,22,127,90.2,25,0
NE,19,3,139,5,18,139,89.6,26,3
NYG,21,4,150,7,24,150,88.3,33,2
NO,20,4,175,3,24,175,88.3,34,7
HST,13,4,211,11,33,211,87.7,48,4
CAR,5,4,139,1,26,139,87.4,31,4
CLV,8,4,159,9,25,159,87.4,37,3
PIT,25,4,139,5,18,139,87.4,29,6
NYJ,22,4,154,8,31,154,87.3,39,0
BUF,4,4,143,7,26,143,87.1,35,2
DEN,10,4,164,9,23,164,86.6,38,6
WAS,32,4,159,5,32,159,86.5,40,3
MIN,18,4,138,6,28,138,85.5,37,3
ARZ,1,4,140,7,31,140,85.0,40,2
PHI,24,4,154,12,23,154,84.7,41,6
BLT,3,4,166,11,39,166,84.3,51,1
CHI,6,4,143,1,33,143,83.9,40,6
IND,14,4,180,11,36,180,83.1,54,7
TB,30,4,155,5,34,155,82.9,46,7
SL,26,4,121,10,26,121,81.8,40,4
GB,12,4,144,2,41,144,81.6,48,5
SEA,29,4,164,7,38,164,80.8,54,9
KC,16,4,179,4,37,179,80.7,55,14
SD,27,4,160,5,39,160,80.6,53,9
SF,28,4,146,7,38,146,80.5,51,6
TEN,31,3,111,4,24,111,80.2,36,8
JAX,15,4,168,11,46,168,80.1,62,5
DET,11,4,173,11,49,173,79.8,65,5
MIA,17,4,182,16,46,182,79.1,69,7
