player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Mike Remmers,7431,T,CAR,10,0,5,60.9,100.0,157,48.8,157,62.0,0,100.0,322,322,61.1,100.0,125,38.8,125
Michael Oher,4946,T,CAR,10,0,5,45.5,100.0,157,48.8,157,44.7,0,100.0,322,322,49.3,100.0,125,38.8,125
Greg Olsen,3647,TE,CAR,10,0,5,63.9,100.0,152,48.3,152,61.8,2,100.0,315,315,60.4,100.0,124,39.4,124
Trai Turner,8727,G,CAR,10,0,5,66.3,100.0,150,47.9,150,72.5,0,100.0,313,313,70.6,100.0,124,39.6,124
Gosder Cherilus,4331,T,TB,10,1,30,54.2,100.0,114,38.8,114,51.7,5,100.0,294,294,48.0,100.0,151,51.4,151
Donovan Smith,9467,T,TB,10,0,30,54.7,100.0,114,38.8,114,55.1,1,100.0,294,294,58.6,100.0,151,51.4,151
Jason Kelce,6343,C,PHI,10,1,24,74.6,100.0,57,19.7,57,70.9,4,100.0,290,290,69.1,100.0,221,76.2,221
Lane Johnson,7786,T,PHI,10,1,24,70.6,100.0,57,19.7,57,75.2,1,100.0,290,290,75.0,100.0,221,76.2,221
Allen Barbre,3735,G,PHI,10,0,24,62.6,100.0,57,19.7,57,59.7,2,100.0,290,290,56.0,100.0,221,76.2,221
Kyle Long,7801,T,CHI,10,0,6,63.5,100.0,112,39.2,112,71.5,3,100.0,286,286,73.3,100.0,159,55.6,159
Matt Slauson,5117,G,CHI,10,0,6,60.5,100.0,112,39.2,112,63.0,0,100.0,286,286,61.7,100.0,159,55.6,159
Jameis Winston,9434,QB,TB,10,0,30,60.0,99.1,113,39.9,114,60.0,0,96.3,283,294,60.0,99.3,150,53.0,151
Doug Free,3738,T,DAL,10,0,9,56.2,100.0,106,37.6,106,64.3,0,100.0,282,282,66.4,100.0,158,56.0,158
Richie Incognito,2298,G,BUF,10,0,4,65.2,100.0,142,50.4,142,70.0,0,100.0,282,282,75.7,100.0,101,35.8,101
Matt Kalil,7010,T,MIN,10,0,18,59.9,100.0,149,52.8,149,69.1,1,100.0,282,282,68.7,100.0,100,35.5,100
Michael Harris,7730,G,MIN,10,0,18,66.2,100.0,149,52.8,149,63.5,0,100.0,282,282,64.7,100.0,100,35.5,100
Brandon Fusco,6324,G,MIN,10,0,18,65.9,100.0,149,52.8,149,65.5,1,100.0,282,282,55.8,100.0,100,35.5,100
Tyron Smith,6161,T,DAL,10,0,9,87.3,100.0,106,37.6,106,91.7,2,100.0,282,282,87.6,100.0,158,56.0,158
Travis Frederick,7812,C,DAL,10,0,9,60.7,100.0,106,37.6,106,75.1,0,100.0,282,282,81.1,100.0,158,56.0,158
Joe Berger,2424,C,MIN,10,0,18,64.4,100.0,149,52.8,149,72.2,1,100.0,282,282,75.9,100.0,100,35.5,100
Zack Martin,8651,G,DAL,10,1,9,67.8,100.0,106,37.6,106,75.1,3,100.0,282,282,73.0,100.0,158,56.0,158
