player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,13,0,4,3,75.0,7,7,100.0,14,75.4,0,0,,29,27,93.1,0,4,4,100.0,22,20,90.9,7,6,85.7
Phil Dawson,422,K,SF,13,0,3,3,100.0,5,5,100.0,28,83.1,0,0,,16,15,93.8,0,5,5,100.0,20,19,95.0,7,6,85.7
Sebastian Janikowski,595,K,OAK,13,0,4,3,75.0,8,5,62.5,23,70.1,0,0,,34,33,97.1,0,4,3,75.0,21,16,76.2,5,5,100.0
Shayne Graham,730,K,ATL,2,0,1,1,100.0,1,1,100.0,2,72.1,0,0,,2,2,100.0,0,1,1,100.0,5,5,100.0,2,2,100.0
Matt Bryant,1223,K,ATL,10,0,0,0,,9,6,66.7,2,59.4,1,1,100.0,26,26,100.0,0,4,3,75.0,18,14,77.8,4,4,100.0
Josh Brown,1520,K,NYG,13,0,3,3,100.0,9,7,77.8,21,73.3,1,1,100.0,35,34,97.1,0,11,11,100.0,28,26,92.9,4,4,100.0
Josh Scobee,1858,K,PIT,4,0,0,0,,7,3,42.9,25,30.6,0,0,,7,6,85.7,0,1,1,100.0,10,6,60.0,2,2,100.0
Mike Nugent,2264,K,CIN,13,0,1,0,0.0,12,10,83.3,7,82.3,0,0,,41,40,97.6,0,6,5,83.3,24,20,83.3,5,5,100.0
Robbie Gould,2607,K,CHI,12,0,7,5,71.4,8,6,75.0,6,51.7,1,1,100.0,23,22,95.7,0,10,8,80.0,32,26,81.3,6,6,100.0
Nick Novak,2726,K,HST,10,0,1,0,0.0,3,3,100.0,13,58.9,0,0,,23,21,91.3,0,4,4,100.0,11,10,90.9,3,3,100.0
Stephen Gostkowski,3063,K,NE,13,0,5,4,80.0,9,9,100.0,19,91.4,0,0,,46,46,100.0,0,7,7,100.0,27,26,96.3,6,6,100.0
Matt Prater,3471,K,DET,13,0,4,4,100.0,6,6,100.0,11,69.3,0,0,,29,26,89.7,0,4,4,100.0,17,17,100.0,3,3,100.0
Nick Folk,3794,K,NYJ,7,0,2,2,100.0,6,3,50.0,22,65.2,0,0,,19,19,100.0,0,6,6,100.0,16,13,81.3,2,2,100.0
Mason Crosby,3809,K,GB,13,0,5,4,80.0,9,7,77.8,12,71.3,1,1,100.0,32,32,100.0,0,3,3,100.0,22,19,86.4,4,4,100.0
Stephen Hauschka,4655,K,SEA,13,0,4,4,100.0,7,6,85.7,29,80.1,0,0,,35,32,91.4,0,5,5,100.0,23,22,95.7,7,7,100.0
Dan Carpenter,4697,K,BUF,13,0,5,3,60.0,7,6,85.7,4,45.3,0,0,,34,30,88.2,0,6,5,83.3,22,18,81.8,4,4,100.0
Connor Barth,4777,K,TB,9,0,3,2,66.7,6,3,50.0,30,55.5,0,0,,20,19,95.0,0,6,6,100.0,23,19,82.6,8,8,100.0
Ryan Succop,5180,K,TEN,12,0,3,1,33.3,5,5,100.0,31,64.3,0,0,,26,25,96.2,0,3,3,100.0,14,12,85.7,3,3,100.0
Graham Gano,5443,K,CAR,13,0,4,2,50.0,13,10,76.9,5,78.7,1,1,100.0,48,45,93.8,0,3,3,100.0,31,26,83.9,10,10,100.0
Dan Bailey,6796,K,DAL,13,0,4,4,100.0,6,5,83.3,9,83.9,0,0,,21,21,100.0,0,9,9,100.0,26,25,96.2,7,7,100.0
Kai Forbath,6860,K,NO,8,0,2,2,100.0,3,1,33.3,20,72.4,0,0,,25,24,96.0,0,2,1,50.0,8,5,62.5,1,1,100.0
Randy Bullock,7154,K,NYJ,8,0,1,0,0.0,7,6,85.7,22,54.5,1,1,100.0,19,17,89.5,0,3,3,100.0,16,14,87.5,4,4,100.0
Greg Zuerlein,7163,K,SL,11,0,8,3,37.5,5,3,60.0,26,60.4,0,0,,20,19,95.0,0,8,7,87.5,23,15,65.2,2,2,100.0
Blair Walsh,7167,K,MIN,13,0,5,3,60.0,7,6,85.7,18,59.4,0,0,,25,22,88.0,0,12,10,83.3,31,26,83.9,7,7,100.0
Ryan Quigley,7573,P,NYJ,1,0,0,0,,0,0,,22,64.5,0,0,,4,4,100.0,0,0,0,,0,0,,0,0,
Justin Tucker,7604,K,BLT,13,0,8,2,25.0,10,9,90.0,3,69.0,0,0,,24,24,100.0,0,8,8,100.0,35,28,80.0,9,9,100.0
Caleb Sturgis,7948,K,PHI,10,0,4,2,50.0,4,4,100.0,24,51.1,0,0,,27,25,92.6,0,8,6,75.0,20,16,80.0,4,4,100.0
Dustin Hopkins,7958,K,WAS,12,0,4,2,50.0,8,7,87.5,32,69.6,0,0,,27,27,100.0,0,8,8,100.0,25,22,88.0,5,5,100.0
Brandon McManus,8437,K,DEN,13,0,7,5,71.4,6,4,66.7,10,76.5,0,0,,27,27,100.0,0,6,6,100.0,30,26,86.7,11,11,100.0
Zach Hocker,8862,K,SL,8,0,2,1,50.0,3,1,33.3,26,44.7,0,0,,13,12,92.3,0,6,5,83.3,14,10,71.4,3,3,100.0
Cairo Santos,8932,K,KC,13,0,7,3,42.9,10,8,80.0,16,65.4,0,0,,32,30,93.8,0,9,9,100.0,34,27,79.4,8,7,87.5
Chris Boswell,8990,K,PIT,9,0,2,2,100.0,10,8,80.0,25,69.5,1,1,100.0,19,18,94.7,0,6,6,100.0,26,24,92.3,7,7,100.0
Cody Parkey,9030,K,PHI,3,0,0,0,,2,1,50.0,24,53.7,0,0,,7,7,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Chandler Catanzaro,9140,K,ARZ,13,0,1,0,0.0,7,6,85.7,1,68.0,0,0,,47,44,93.6,0,8,8,100.0,27,25,92.6,11,11,100.0
Travis Coons,9268,K,CLV,13,0,1,0,0.0,8,6,75.0,8,69.1,0,0,,22,20,90.9,0,5,5,100.0,23,20,87.0,9,9,100.0
Kyle Brindza,9752,K,TB,4,0,4,2,50.0,3,1,33.3,30,27.8,0,0,,8,6,75.0,0,3,2,66.7,12,6,50.0,2,1,50.0
Andrew Franks,9814,K,MIA,13,0,2,1,50.0,5,4,80.0,17,51.9,0,0,,32,29,90.6,0,2,2,100.0,11,9,81.8,2,2,100.0
Josh Lambo,10133,K,SD,13,0,4,3,75.0,11,8,72.7,27,53.4,0,0,,24,21,87.5,0,7,7,100.0,25,21,84.0,3,3,100.0
Jason Myers,10207,K,JAX,13,0,4,3,75.0,6,4,66.7,15,34.1,0,0,,36,29,80.6,0,7,7,100.0,27,23,85.2,10,9,90.0
