player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Matt Forte,4358,HB,CHI,6,126,12,4,18.1,92,0,507,2,3,12,252,20.4,14,24,6,2,51,55.2,59.5,86.1,,68.2,62.7,57.2,60.0,27,0,191,21,176,139,0,0,30,147,2,507,252,2.0,4.0,1.09,74
Devonta Freeman,8738,HB,ATL,6,106,19,9,32.9,166,0,505,4,11,19,234,48.0,14,32,2,1,14,51.7,73.8,84.5,,71.5,70.3,72.7,58.6,25,0,296,32,158,118,0,0,40,138,10,505,234,2.21,4.8,1.87,83
Justin Forsett,4547,HB,BLT,6,104,17,8,36.1,165,0,457,1,4,17,216,34.3,14,30,3,0,13,89.0,65.3,83.3,,58.3,57.1,67.3,60.0,33,1,129,23,152,116,0,0,26,127,1,457,216,2.08,4.4,0.85,87
Carlos Hyde,8692,HB,SF,6,104,27,4,17.7,76,0,430,1,3,27,295,74.0,14,22,28,0,19,88.6,77.4,81.0,,69.9,58.8,76.8,72.4,22,0,53,11,96,126,0,0,14,115,3,430,295,2.84,4.1,0.55,85
Adrian Peterson,3623,HB,MIN,5,101,14,6,41.4,179,0,432,0,3,14,209,31.7,11,19,18,3,56,25.2,63.7,81.8,,49.4,64.9,63.5,58.6,48,0,89,10,77,112,0,0,11,111,3,432,209,2.07,4.3,1.16,40
Chris Johnson,4338,HB,ARZ,6,93,15,6,33.7,150,0,445,1,0,15,253,41.6,12,19,1,0,63,87.4,53.4,78.4,,59.2,48.2,54.5,76.0,40,1,56,5,54,99,0,0,8,98,2,445,253,2.72,4.8,1.04,30
Doug Martin,7035,HB,TB,5,90,20,6,36.0,146,0,405,0,5,20,234,64.4,14,17,30,1,38,64.2,84.3,78.9,,89.6,77.4,79.1,60.0,39,0,94,11,48,98,0,0,11,101,3,405,234,2.6,4.5,1.96,50
Frank Gore,2282,HB,IND,6,89,14,8,39.5,159,0,403,1,7,14,214,50.5,10,21,14,2,51,35.1,61.1,26.8,,76.1,53.0,62.4,60.0,25,1,62,11,101,103,0,0,15,100,3,403,214,2.4,4.5,0.61,36
Mark Ingram II,6180,HB,NO,6,88,14,2,10.4,32,0,307,0,8,14,188,40.9,7,19,20,1,42,66.8,62.9,81.4,,82.7,69.7,58.0,71.4,17,0,230,27,125,97,0,0,29,115,4,307,188,2.14,3.5,1.84,42
Le'Veon Bell,7829,HB,PIT,4,86,18,7,42.1,164,0,390,0,3,18,297,69.7,10,21,25,0,41,87.4,90.5,82.3,,68.6,81.9,90.1,53.7,32,1,107,18,103,95,0,0,19,104,3,390,297,3.45,4.5,1.04,44
