player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,11,0,0,23,55.7,0,0,2,0.6,0.0,0,0,0.0,0,515,3,0,0,56.1,0,0,1,0.9,0.0,0,0.0,0,231,2,0
Julius Peppers,1010,ED,GB,11,0,1,12,66.7,7,25,301,90.8,14.0,42,2,7.6,7,348,316,39,0,71.2,6,17,171,93.2,18.1,31,9.6,5,192,179,28
Dwight Freeney,1019,ED,ARZ,6,0,0,1,63.6,3,12,109,94.3,15.6,17,0,9.6,3,123,116,18,0,70.3,3,10,61,95.7,23.0,14,13.9,2,69,66,15
James Harrison,1251,ED,PIT,10,1,0,25,76.4,7,19,173,76.3,19.7,34,2,8.7,2,240,183,28,0,80.2,5,12,76,77.7,31.6,24,13.8,2,103,80,19
Kevin Williams,1325,DI,NO,11,1,0,20,64.7,2,13,159,100.0,9.4,15,2,4.7,0,173,173,15,1,65.4,1,3,47,100.0,8.5,4,4.3,0,52,52,4
Terrell Suggs,1326,ED,BLT,1,0,0,3,64.3,0,1,27,79.4,14.8,4,0,1.9,0,34,27,1,0,63.2,0,0,13,81.3,15.4,2,0.0,0,16,13,0
Calvin Pace,1334,ED,NYJ,11,0,0,22,63.6,4,7,163,75.3,8.6,14,0,4.6,2,227,171,13,0,59.1,3,4,72,83.0,13.9,10,4.9,0,94,78,7
Charles Tillman,1351,CB,CAR,9,0,0,5,49.4,0,0,6,1.6,0.0,0,1,0.0,0,380,6,0,0,54.3,0,0,3,1.4,0.0,0,0.0,0,216,3,0
Rashean Mathis,1355,CB,DET,7,0,0,11,54.7,0,0,2,0.8,0.0,0,1,0.0,0,250,2,0,0,54.7,0,0,2,1.9,0.0,0,0.0,0,106,2,0
Cory Redding,1381,DI,ARZ,9,0,1,1,54.6,0,5,94,100.0,5.3,5,2,2.7,0,100,100,5,0,54.9,0,1,32,100.0,3.1,1,1.6,0,34,34,1
Robert Mathis,1447,ED,IND,10,0,0,14,63.8,7,13,198,86.3,13.6,27,2,7.1,4,248,214,24,0,66.3,5,11,104,88.9,21.2,22,9.6,2,126,112,18
Chris Clemons,1585,ED,JAX,11,1,0,15,49.3,5,9,311,96.8,6.8,21,4,2.9,2,346,335,16,1,55.7,4,7,162,99.4,9.9,16,4.6,2,175,174,13
