player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Matt Forte,4358,HB,CHI,5,102,10,4,21.0,92,0,438,1,3,10,212,22.5,13,19,6,1,46,67.7,62.3,85.1,,61.2,72.2,57.2,60.1,27,0,171,18,144,111,0,0,25,120,1,438,212,2.08,4.3,1.19,55
Devonta Freeman,8738,HB,ATL,5,93,18,7,30.1,122,0,405,2,10,18,207,53.3,10,27,2,1,12,45.4,73.6,83.4,,65.4,77.8,69.7,59.5,23,0,240,24,120,99,0,0,30,117,9,405,207,2.23,4.4,2.0,73
Doug Martin,7035,HB,TB,5,90,20,6,36.0,146,0,405,0,5,20,234,64.4,14,17,30,1,38,64.2,84.3,78.9,,89.6,77.4,79.1,60.0,39,0,94,11,48,98,0,0,11,101,3,405,234,2.6,4.5,1.96,50
Justin Forsett,4547,HB,BLT,5,87,14,7,36.2,143,0,395,1,3,14,187,35.5,13,25,3,0,12,87.6,64.2,82.4,,54.1,53.0,67.6,60.0,33,1,90,16,116,98,0,0,18,103,1,395,187,2.15,4.5,0.78,71
Carlos Hyde,8692,HB,SF,5,83,24,4,20.3,76,0,375,1,3,24,250,88.4,13,21,28,0,14,87.0,80.5,80.5,,71.3,59.0,81.0,61.5,22,0,48,9,83,104,0,0,12,92,3,375,250,3.01,4.5,0.58,69
T.J. Yeldon,9469,HB,JAX,5,81,12,1,12.4,36,0,291,1,7,12,169,41.3,7,9,15,0,30,86.8,63.5,83.1,,77.2,62.3,61.0,60.0,36,0,73,15,114,89,0,0,20,96,0,291,169,2.09,3.6,0.64,48
Latavius Murray,7962,HB,OAK,5,80,12,2,22.0,74,0,336,2,7,12,184,45.1,4,11,23,0,33,86.8,71.1,83.2,,63.0,59.4,72.8,60.0,54,0,98,17,88,87,0,0,19,97,2,336,184,2.3,4.2,1.11,41
Chris Johnson,4338,HB,ARZ,5,79,15,6,37.0,150,0,405,1,0,15,227,51.9,11,18,1,0,54,86.3,56.1,77.4,,44.3,48.4,58.5,60.0,40,0,51,4,40,84,0,0,7,83,2,405,227,2.87,5.1,1.28,25
Frank Gore,2282,HB,IND,5,76,11,6,36.3,118,0,325,1,7,11,163,45.4,8,18,14,2,44,29.6,56.8,21.8,,75.4,52.3,57.6,60.0,25,1,46,9,80,90,0,0,12,85,3,325,163,2.14,4.3,0.58,31
Adrian Peterson,3623,HB,MIN,4,75,11,5,41.9,156,0,372,0,3,11,182,40.4,9,16,18,2,47,26.0,69.6,81.3,,42.2,66.8,70.0,60.0,48,0,92,9,62,85,0,0,10,84,3,372,182,2.43,5.0,1.48,24
Joseph Randle,7933,HB,DAL,5,74,12,4,34.4,100,0,291,0,0,12,229,44.2,7,13,9,1,24,58.9,71.4,78.8,,70.4,82.7,66.5,60.0,37,0,86,10,37,78,0,0,10,84,4,291,229,3.09,3.9,2.32,50
Alfred Morris,7165,HB,WAS,5,74,2,2,18.5,51,0,276,0,0,2,161,5.6,7,10,32,0,21,86.0,55.8,78.5,,61.8,59.3,55.7,60.0,35,0,16,4,36,83,0,0,4,78,0,276,161,2.18,3.7,0.44,50
Jamaal Charles,4387,HB,KC,5,71,14,3,20.1,73,0,364,1,3,14,164,42.7,12,21,16,2,39,31.1,70.1,85.6,,82.8,60.8,71.5,60.3,34,0,177,21,142,84,0,0,27,92,4,364,164,2.31,5.1,1.25,30
Melvin Gordon III,9448,HB,SD,5,71,18,4,35.6,96,0,270,1,6,18,182,73.2,6,13,27,2,14,32.3,63.6,82.6,,63.9,62.5,62.8,60.0,27,0,86,13,69,78,0,0,14,84,0,270,182,2.56,3.8,1.25,45
Giovani Bernard,7818,HB,CIN,5,69,16,3,18.6,70,0,377,1,5,16,195,69.0,11,18,7,0,32,87.8,73.6,21.0,,61.5,66.8,75.0,60.1,28,1,96,17,84,83,0,0,21,86,1,377,195,2.83,5.5,1.14,31
Mark Ingram II,6180,HB,NO,5,68,12,2,12.3,32,0,261,0,7,12,154,46.8,6,15,20,1,33,61.5,67.1,80.9,,82.2,68.2,63.8,71.2,17,0,220,24,109,76,0,0,26,92,2,261,154,2.26,3.8,2.02,34
Eddie Lacy,7842,HB,GB,5,63,7,3,17.9,46,0,257,0,1,7,157,28.5,7,12,12,0,13,84.8,70.3,81.5,,73.3,67.9,68.2,60.0,16,0,66,7,62,69,0,0,9,70,1,257,157,2.49,4.1,1.06,47
Chris Ivory,6007,HB,NYJ,3,63,15,5,30.3,95,0,314,0,0,15,206,74.3,11,16,22,0,30,84.5,80.6,78.8,,84.4,57.2,78.9,60.0,24,0,12,3,30,70,0,0,4,66,3,314,206,3.27,5.0,0.4,33
Isaiah Crowell,9295,HB,CLV,5,62,5,4,34.2,82,0,240,0,3,5,120,22.4,6,11,8,0,4,84.7,66.1,79.8,,60.8,74.8,61.8,72.4,32,1,113,7,57,66,0,0,7,69,1,240,120,1.94,3.9,1.98,57
Le'Veon Bell,7829,HB,PIT,3,62,15,6,47.0,142,0,302,0,3,15,220,79.8,8,16,25,0,31,85.2,90.6,81.1,,60.7,85.4,90.4,41.0,32,1,107,18,83,68,0,0,19,80,3,302,220,3.55,4.9,1.29,30
Jonathan Stewart,4327,HB,CAR,4,59,16,1,10.0,22,0,220,0,1,16,124,55.8,6,7,5,1,32,51.6,58.0,82.1,,89.5,59.3,54.1,68.4,22,0,22,5,64,80,0,0,5,64,1,220,124,2.1,3.7,0.34,25
Thomas Rawls,9993,HB,SEA,5,58,7,5,45.4,148,0,326,1,0,7,161,32.9,7,11,29,0,7,84.1,76.8,78.9,,80.3,38.3,79.9,60.0,69,0,-1,1,38,71,0,0,2,59,1,326,161,2.78,5.6,-0.03,49
Jeremy Hill,8690,HB,CIN,5,58,7,0,0.0,0,0,176,1,0,7,90,18.1,3,13,7,2,27,27.9,61.7,79.9,,84.3,41.8,64.1,60.0,11,0,14,2,45,66,0,0,3,60,5,176,90,1.55,3.0,0.31,31
Alfred Blue,8816,HB,HST,5,57,6,1,8.8,20,0,226,0,0,6,128,22.5,5,12,13,1,9,50.0,60.0,78.4,,67.0,49.2,62.2,60.0,20,0,22,3,48,62,0,0,4,60,1,226,128,2.25,4.0,0.46,45
Todd Gurley II,9443,HB,SL,3,55,8,5,57.3,180,0,314,0,0,8,149,37.4,9,11,26,1,5,47.8,57.5,75.4,,55.2,58.4,57.9,60.0,55,0,20,3,25,60,0,0,3,58,0,314,149,2.71,5.7,0.8,50
Matt Jones,9528,HB,WAS,5,54,5,2,29.1,64,0,220,0,0,5,104,16.6,4,12,32,2,21,26.9,53.7,77.0,,46.8,67.1,53.5,60.0,39,0,40,4,29,56,0,0,4,58,3,220,104,1.93,4.1,1.38,32
C.J. Anderson,8101,HB,DEN,5,54,5,0,0.0,0,0,139,0,3,5,91,21.4,4,7,10,0,12,84.0,54.7,82.0,,86.6,64.1,47.3,60.0,14,0,75,9,87,61,0,0,12,63,0,139,91,1.69,2.6,0.86,38
Rashad Jennings,5174,HB,NYG,5,53,3,1,15.0,27,0,180,1,4,3,114,23.5,3,12,21,0,18,83.9,59.5,80.9,,84.5,71.9,54.6,60.0,27,0,112,11,48,56,0,0,12,64,1,180,114,2.15,3.4,2.33,29
James Starks,5716,HB,GB,5,53,6,1,20.1,35,0,174,2,3,6,121,32.6,3,11,12,1,12,50.7,58.4,82.0,,86.9,37.0,63.2,60.0,35,0,70,10,69,57,0,0,13,63,0,174,121,2.28,3.3,1.01,36
DeMarco Murray,6223,HB,PHI,4,49,11,2,41.5,54,0,130,1,8,11,98,56.7,3,9,24,0,16,84.1,61.0,7.4,,79.5,77.0,55.6,,30,0,113,18,80,52,0,0,20,67,2,130,98,2.0,2.7,1.41,33
