team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
OAK,23,12,484,14,64,484,89.5,90,12
DAL,9,12,427,10,68,427,89.0,86,8
BUF,4,12,418,18,73,418,87.2,99,8
CIN,7,12,433,5,87,433,86.8,103,11
ATL,2,12,513,15,105,513,86.5,129,9
NO,20,12,524,23,82,524,86.4,124,19
HST,13,12,530,28,85,530,86.1,130,17
CAR,5,12,419,3,92,419,85.8,107,12
BLT,3,12,512,21,110,512,85.1,142,11
WAS,32,12,447,23,90,447,84.9,124,11
CLV,8,12,538,26,112,538,84.8,151,13
GB,12,12,491,12,101,492,84.8,131,18
DEN,10,12,472,30,94,472,84.3,136,12
PIT,25,12,464,13,105,464,84.1,133,15
CHI,6,12,440,14,106,440,83.9,131,11
JAX,15,12,529,25,115,529,83.7,156,16
IND,14,12,532,34,109,532,83.7,158,15
PHI,24,12,486,28,90,486,83.5,139,21
NYJ,22,12,497,28,117,497,83.4,155,10
TB,30,12,427,32,91,427,83.3,133,10
NYG,21,12,497,22,117,497,83.2,153,14
DET,11,12,534,27,129,534,82.2,173,17
KC,16,12,458,11,108,458,82.2,141,22
SF,28,12,446,20,98,446,82.1,139,21
NE,19,12,542,39,120,542,82.0,177,18
MIA,17,12,474,30,97,474,81.8,150,23
SL,26,12,389,48,73,390,81.6,132,11
ARZ,1,12,442,33,104,442,81.6,150,13
TEN,31,12,449,22,90,449,81.5,139,27
SEA,29,12,440,24,110,440,80.2,154,20
MIN,18,12,411,19,118,411,79.4,153,16
SD,27,12,541,29,146,541,79.2,200,25
