team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
OAK,23,10,391,11,47,391,90.0,68,10
DAL,9,10,353,9,58,353,88.5,74,7
NO,20,10,434,14,62,434,87.6,92,16
ATL,2,10,431,14,81,431,87.1,103,8
BUF,4,10,351,15,63,351,86.9,85,7
CIN,7,10,379,5,75,379,86.8,90,10
BLT,3,10,427,17,83,427,86.2,109,9
CLV,8,10,442,19,82,442,86.1,112,11
HST,13,10,456,24,75,456,85.9,114,15
CAR,5,10,346,2,74,346,85.8,87,11
GB,12,10,401,8,78,402,85.5,101,15
DEN,10,10,399,25,73,399,85.2,108,10
NYJ,22,10,397,20,90,397,84.6,116,6
NYG,21,10,405,17,90,405,84.6,116,9
IND,14,10,447,29,90,447,84.5,129,10
WAS,32,10,383,20,83,383,84.2,112,9
PHI,24,10,427,25,80,427,84.0,121,16
TB,30,10,353,22,75,353,84.0,105,8
PIT,25,10,361,13,84,361,83.0,110,13
NE,19,10,435,27,93,435,83.0,134,14
CHI,6,10,375,13,93,375,82.9,117,11
SF,28,10,365,18,79,365,82.6,112,15
TEN,31,10,374,21,70,374,81.7,114,23
KC,16,10,394,11,95,394,81.7,125,19
JAX,15,10,434,25,105,434,81.3,146,16
DET,11,10,452,24,119,452,81.1,157,14
MIA,17,10,393,23,85,393,80.9,129,21
SL,26,10,299,39,55,300,80.9,104,10
ARZ,1,10,358,24,94,358,80.7,128,10
MIN,18,10,349,15,93,349,80.5,122,14
SD,27,10,454,21,123,454,80.0,163,19
SEA,29,10,372,21,100,372,79.2,138,17
