player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,5,75,0,13,13.9,0,44.0,,0,0,15.4,2,9,0,46.0,73.5,1,17,0.0,0,73,11,95.9,70,67.1,25,33.3,2,110,6,0.5,10.0,1.57,0,17.1,2,61.7,,0,0,3.3,1,23,0,76.9,81.2,2,34,0.0,0,181,29,95.6,173,74.4,47,62.7,0,436,75,2.6,15.0,2.52
Julio Jones,6158,WR,ATL,5,58,0,2,7.4,2,75.0,,0,0,0.0,0,12,0,81.7,91.8,0,45,0.0,0,73,15,90.4,66,148.3,20,34.5,3,212,105,7.0,14.1,3.21,0,10.2,2,75.8,,0,0,7.4,2,15,1,65.2,90.0,1,44,0.0,0,106,25,92.5,98,91.9,33,56.9,0,311,100,4.0,12.4,3.17
Demaryius Thomas,5547,WR,DEN,5,57,0,10,10.3,0,59.1,,0,0,13.3,2,7,1,47.7,64.5,2,22,0.0,0,62,13,93.5,58,39.0,22,38.6,0,135,22,1.7,10.4,2.33,0,8.8,3,75.0,,0,0,0.0,0,12,0,85.7,78.3,1,45,0.0,0,121,24,95.0,115,97.3,32,56.1,1,271,95,4.0,11.3,2.36
Keenan Allen,7857,WR,SD,5,54,0,27,6.1,3,64.7,,0,0,8.3,1,4,0,63.5,57.5,0,20,0.0,0,69,11,95.7,66,80.0,17,31.5,0,98,48,4.4,8.9,1.48,0,8.2,5,75.7,,0,0,12.5,4,16,0,46.7,76.0,1,34,0.0,0,145,28,95.9,139,119.9,37,68.5,3,346,138,4.9,12.4,2.49
Emmanuel Sanders,5606,WR,DEN,5,51,0,10,14.4,0,57.1,,0,0,0.0,0,7,0,77.3,82.7,0,43,0.0,0,65,8,93.8,61,131.3,14,27.5,2,141,39,4.9,17.6,2.31,0,10.9,2,70.3,,0,0,7.1,2,15,0,64.3,75.7,0,45,0.0,0,130,26,94.6,123,91.8,37,72.5,0,277,93,3.6,10.7,2.25
Odell Beckham Jr.,8647,WR,NYG,5,51,0,21,10.6,2,64.7,,0,0,0.0,0,7,0,78.7,76.0,1,26,0.0,0,66,11,93.9,62,58.9,17,33.3,0,112,41,3.7,10.2,1.81,0,11.6,3,58.1,,0,0,10.0,2,11,0,69.6,79.6,0,67,0.0,0,127,18,94.5,120,123.1,31,60.8,3,300,139,7.7,16.7,2.5
Jeremy Maclin,4942,WR,KC,5,51,0,16,8.8,1,50.0,,0,0,10.0,1,7,0,56.7,66.2,1,44,0.0,0,64,9,95.3,61,48.1,18,35.3,0,119,53,5.9,13.2,1.95,0,11.2,0,83.3,,0,0,0.0,0,11,0,85.7,74.9,0,61,0.0,0,135,25,94.8,128,115.7,30,58.8,0,353,130,5.2,14.1,2.76
Antonio Brown,5718,WR,PIT,5,50,0,25,10.6,4,77.8,,0,0,0.0,0,10,0,81.1,92.4,0,39,0.0,0,54,14,92.6,50,113.2,18,36.0,0,201,85,6.1,14.4,4.02,0,11.8,5,72.4,,0,0,12.5,3,11,0,49.8,82.5,0,59,0.0,0,102,21,93.1,95,116.7,29,58.0,1,298,116,5.5,14.2,3.14
Calvin Johnson,3618,WR,DET,5,50,0,11,8.7,0,80.0,,0,0,0.0,0,12,0,81.7,89.8,1,28,0.0,0,85,16,94.1,80,96.3,20,40.0,1,162,56,3.5,10.1,2.03,0,10.4,0,55.2,,0,0,5.9,1,8,1,69.6,62.9,2,23,0.0,0,137,16,93.4,128,42.3,29,58.0,0,160,53,3.3,10.0,1.25
T.Y. Hilton,7092,WR,IND,5,48,0,14,11.0,3,60.0,,0,0,10.0,2,12,0,55.9,81.9,1,48,0.0,0,105,18,92.4,97,76.4,30,62.5,0,275,105,5.8,15.3,2.84,0,15.0,0,50.0,,0,0,0.0,0,3,0,76.5,65.0,2,30,0.0,0,78,8,89.7,70,30.2,16,33.3,0,100,30,3.8,12.5,1.43
Steve Smith,837,WR,BLT,4,46,0,3,8.5,4,55.0,,0,0,0.0,0,8,1,60.6,82.6,1,23,0.0,0,44,11,86.4,38,70.2,20,43.5,1,127,34,3.1,11.5,3.34,0,8.0,7,72.0,,0,0,5.3,1,8,0,69.9,83.9,1,50,0.0,0,91,18,93.4,85,99.8,25,54.3,1,246,151,8.4,13.7,2.89
Allen Robinson II,8696,WR,JAX,5,46,0,15,13.4,1,38.9,,0,0,12.5,1,5,0,52.5,67.4,0,20,0.0,0,69,7,87.0,60,69.4,18,39.1,1,71,21,3.0,10.1,1.18,0,22.4,0,56.0,,0,0,6.7,1,10,0,65.6,77.4,0,52,0.0,0,131,14,96.2,126,127.5,25,54.3,2,328,32,2.3,23.4,2.6
Michael Crabtree,4933,WR,OAK,5,46,0,23,11.0,1,47.1,,0,0,0.0,0,5,0,76.5,79.0,0,25,0.0,0,39,8,94.9,37,60.9,17,37.0,0,80,20,2.5,10.0,2.16,0,11.7,3,70.4,,0,0,0.0,0,14,0,83.6,81.7,1,37,0.0,0,131,19,94.7,124,94.4,27,58.7,1,238,50,2.6,12.5,1.92
Julian Edelman,5156,WR,NE,4,46,0,19,7.9,7,73.9,,0,0,10.5,2,12,0,56.1,87.5,0,59,1.1,1,87,17,89.7,78,120.4,23,50.0,1,233,153,9.0,13.7,2.99,0,7.9,1,73.3,,0,0,8.3,1,5,0,60.6,63.6,0,19,1.5,1,67,11,91.0,61,94.6,15,32.6,0,113,40,3.6,10.3,1.85
Larry Fitzgerald,1724,WR,ARZ,5,44,0,1,11.4,0,54.5,,0,0,0.0,0,5,1,74.6,61.6,0,24,2.7,2,73,6,83.6,61,119.7,11,25.0,2,86,41,6.8,14.3,1.41,0,11.8,1,89.7,,0,0,3.7,1,20,0,74.9,92.7,0,29,0.0,0,86,26,95.3,82,130.2,29,65.9,1,390,98,3.8,15.0,4.76
Golden Tate,5585,WR,DET,5,43,0,11,7.1,3,50.0,,0,0,0.0,0,4,0,77.3,64.0,1,22,0.0,0,85,8,94.1,80,37.0,16,37.2,0,74,52,6.5,9.3,0.93,0,9.1,5,65.4,,0,0,5.6,1,9,1,67.7,66.9,1,33,0.0,0,136,17,94.1,128,69.4,26,60.5,0,180,120,7.1,10.6,1.41
Brandon Marshall,3064,WR,NYJ,4,43,0,22,12.4,3,76.5,,0,0,0.0,0,10,0,80.0,92.9,2,22,0.0,0,41,13,95.1,39,84.1,17,39.5,1,156,46,3.5,12.0,4.0,0,13.7,2,72.7,,0,0,5.9,1,9,2,66.7,66.0,2,58,0.0,0,106,16,94.3,100,86.0,22,51.2,1,243,72,4.5,15.2,2.43
Jordan Matthews,8677,WR,PHI,5,43,0,24,10.1,4,68.4,,0,0,7.1,1,8,0,49.6,65.1,0,32,0.0,0,79,13,89.9,71,92.2,19,44.2,0,151,94,7.2,11.6,2.13,0,8.1,1,68.2,,0,0,16.7,3,7,0,31.5,57.4,1,30,0.0,0,100,15,94.0,94,84.7,22,51.2,1,156,59,3.9,10.4,1.66
Pierre Garcon,4519,WR,WAS,5,42,0,32,8.4,1,65.0,,0,0,7.1,1,10,0,63.5,81.6,0,19,0.0,0,65,13,90.8,59,112.7,20,47.6,2,111,33,2.5,8.5,1.88,0,12.1,0,63.6,,0,0,12.5,2,5,0,56.1,60.4,3,22,0.0,0,119,14,90.8,108,45.1,22,52.4,0,156,45,3.2,11.1,1.44
A.J. Green,6156,WR,CIN,5,42,0,7,12.8,0,81.3,,0,0,7.1,1,9,0,64.4,91.6,1,47,0.0,0,43,13,79.1,34,113.5,16,38.1,1,216,64,4.9,16.6,6.35,0,13.6,2,72.0,,0,0,5.3,1,10,0,69.6,78.2,1,80,0.0,0,138,18,94.9,131,118.6,25,59.5,2,279,106,5.9,15.5,2.13
