player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,6,0,0,23,60.0,0,0,1,0.3,0.0,0,0,0.0,0,294,1,0,0,,0,0,0,0.0,,0,,0,134,0,0
Julius Peppers,1010,ED,GB,6,0,0,12,71.6,5,11,176,89.8,14.2,25,1,8.0,6,205,184,22,0,80.6,5,10,110,91.9,20.0,22,11.4,5,124,114,20
Dwight Freeney,1019,ED,ARZ,2,0,0,1,65.3,2,3,32,94.4,21.9,7,0,10.9,1,36,34,6,0,69.5,2,3,19,100.0,31.6,6,18.4,1,19,19,6
James Harrison,1251,ED,PIT,7,0,0,25,81.9,6,17,129,78.3,24.0,31,2,10.5,2,175,137,25,0,90.1,4,11,53,77.8,41.5,22,17.9,2,72,56,17
Kevin Williams,1325,DI,NO,7,1,0,20,62.9,1,8,96,100.0,9.4,9,1,4.7,0,105,105,9,1,65.4,1,1,29,100.0,6.9,2,3.4,0,32,32,2
Terrell Suggs,1326,ED,BLT,1,0,0,3,64.3,0,1,27,79.4,14.8,4,0,1.9,0,34,27,1,0,63.2,0,0,13,81.3,15.4,2,0.0,0,16,13,0
Calvin Pace,1334,ED,NYJ,6,0,0,22,55.7,2,6,118,81.2,8.5,10,0,4.2,1,154,125,9,0,57.2,2,3,54,85.5,14.8,8,4.6,0,69,59,5
Charles Tillman,1351,CB,CAR,6,0,0,5,54.7,0,0,3,1.2,0.0,0,0,0.0,0,244,3,0,0,56.4,0,0,2,1.5,0.0,0,0.0,0,135,2,0
Rashean Mathis,1355,CB,DET,7,0,0,11,54.7,0,0,2,0.8,0.0,0,1,0.0,0,250,2,0,0,54.7,0,0,2,1.9,0.0,0,0.0,0,106,2,0
Cory Redding,1381,DI,ARZ,7,0,1,1,54.5,0,4,77,100.0,5.2,4,2,2.6,0,82,82,4,0,56.1,0,1,27,100.0,3.7,1,1.9,0,29,29,1
