player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ben Jones,7099,C,HST,8,0,13,77.8,1,11,383,100.0,100.0,98.4,0,12,0,403,403,65.8,1,5,159,100.0,100.0,98.1,6,0,170,170
Derek Newton,6366,T,HST,8,1,13,61.8,5,19,381,100.0,100.0,96.3,2,26,2,401,401,56.5,2,14,158,100.0,100.0,94.3,17,1,169,169
Travis Swanson,8711,C,DET,8,0,11,64.8,2,11,372,100.0,100.0,98.0,0,14,1,398,398,63.3,0,8,159,100.0,100.0,97.5,8,0,169,169
Joe Barksdale,6244,T,SD,8,1,27,78.9,4,12,371,100.0,100.0,97.3,2,18,2,398,398,71.9,3,9,172,100.0,100.0,95.3,14,2,185,185
Jack Mewhort,8694,G,IND,8,0,14,80.9,2,18,368,100.0,100.0,97.3,0,20,0,397,397,72.6,2,15,176,100.0,100.0,95.2,17,0,186,186
Anthony Castonzo,6174,T,IND,8,0,14,78.6,4,11,368,100.0,100.0,97.1,3,18,3,397,397,71.6,2,7,176,100.0,100.0,95.7,12,3,186,186
Riley Reiff,7029,T,DET,8,0,11,69.2,4,24,370,100.0,100.0,95.1,5,32,4,396,396,58.0,1,19,159,100.0,100.0,91.8,23,3,169,169
Zach Strief,3155,T,NO,8,0,20,70.6,2,9,361,100.0,100.0,96.8,0,17,6,384,384,66.4,2,6,151,100.0,100.0,94.7,12,4,164,164
Max Unger,4972,C,NO,8,0,20,82.1,0,8,360,99.7,99.7,98.6,1,9,1,383,384,77.4,0,4,151,100.0,100.0,98.0,5,1,164,164
Joel Bitonio,8670,G,CLV,8,0,8,68.6,4,15,349,100.0,100.0,97.0,2,20,1,381,381,63.0,2,14,189,100.0,100.0,95.2,17,1,208,208
Mitchell Schwartz,7041,T,CLV,8,0,8,78.7,5,13,349,100.0,100.0,96.6,1,21,3,381,381,75.5,2,12,189,100.0,100.0,95.2,16,2,208,208
Joe Thomas,3619,T,CLV,8,0,8,91.1,1,11,349,100.0,100.0,97.7,1,14,2,381,381,89.2,0,8,189,100.0,100.0,96.8,10,2,208,208
Alex Mack,4944,C,CLV,8,0,8,77.3,4,6,349,100.0,100.0,97.7,2,13,3,381,381,71.1,4,3,189,100.0,100.0,96.6,10,3,208,208
John Greco,4379,G,CLV,8,0,8,76.9,4,13,341,100.0,100.0,97.5,0,17,0,372,372,72.2,3,11,186,100.0,100.0,96.2,14,0,205,205
Rick Wagner,7950,T,BLT,8,0,3,68.1,4,18,336,100.0,100.0,96.7,0,22,0,364,364,54.7,4,16,146,100.0,100.0,93.2,20,0,161,161
Marshal Yanda,3702,G,BLT,8,1,3,85.5,1,9,333,99.7,99.7,98.2,1,11,1,361,362,81.9,0,6,146,100.0,100.0,97.3,7,1,161,161
