player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,3,21,21,4.58,36.48,46.62,12.4,0,0,2,3,13,71.2,8,60,0,0,66.7,173,14,21,96.27,766,2,979
Mike Scifres,1458,P,SD,3,11,11,4.37,35.18,46.45,15.5,0,0,1,1,27,58.4,2,68,1,0,72.7,124,8,11,48.09,387,0,511
Andy Lee,1906,P,CLV,3,12,12,4.48,47.58,54.25,6.7,0,0,0,2,8,72.7,5,67,0,0,75.0,60,9,12,53.73,571,1,651
Donnie Jones,1939,P,PHI,3,20,20,4.52,43.0,48.4,8.0,0,1,2,6,24,67.5,5,60,0,1,55.0,88,11,22,90.46,860,1,968
Dustin Colquitt,2316,P,KC,3,17,17,4.5,43.18,48.12,5.5,0,0,1,2,16,83.8,7,61,4,0,47.1,44,8,17,76.51,734,2,818
Sam Koch,3148,P,BLT,3,12,12,4.22,43.83,48.0,5.6,0,0,0,2,3,75.8,4,59,1,0,75.0,50,9,12,50.64,526,0,576
Jon Ryan,3493,P,SEA,3,13,13,4.35,33.23,42.54,40.5,0,0,2,6,29,59.7,7,69,1,0,15.4,81,2,13,56.6,432,2,553
Brett Kern,4580,P,TEN,3,15,15,4.54,35.2,46.6,21.4,0,0,2,4,31,76.0,3,57,1,0,53.3,171,8,15,68.09,528,0,699
Kevin Huber,5066,P,CIN,3,11,11,4.51,41.0,48.45,12.4,0,0,2,2,7,68.2,4,57,0,0,45.5,62,5,11,49.63,451,1,533
Thomas Morstead,5088,P,NO,3,10,10,4.29,38.9,43.8,9.8,0,0,1,2,20,61.5,4,55,2,0,50.0,49,5,10,42.92,389,0,438
Pat McAfee,5146,P,IND,3,12,12,4.61,47.5,47.92,1.3,0,0,0,6,14,73.3,2,57,2,0,33.3,5,4,12,55.32,570,0,575
Britton Colquitt,5192,P,DEN,3,17,17,4.5,41.82,46.24,10.7,0,0,4,3,10,75.2,6,62,3,0,41.2,75,7,17,76.55,711,0,786
Tim Masthay,5510,P,GB,3,10,10,4.21,36.0,43.1,6.4,0,0,0,0,12,65.7,2,49,1,0,80.0,51,8,10,42.11,360,1,431
Matt Bosher,6344,P,ATL,3,13,13,4.79,44.15,54.54,11.5,0,0,1,1,2,82.0,4,69,0,0,76.9,115,10,13,62.3,574,1,709
Chris Jones,6798,P,DAL,3,12,12,4.48,44.83,46.75,5.8,0,0,0,6,9,78.8,7,60,1,0,33.3,23,4,12,53.76,538,0,561
Bryan Anger,7072,P,JAX,3,16,16,4.49,39.13,46.44,10.8,0,0,1,4,15,65.5,5,57,0,0,56.3,97,9,16,71.83,626,1,743
Brad Nortman,7192,P,CAR,3,15,15,4.45,34.33,46.93,16.6,0,0,1,3,5,66.8,3,65,0,0,60.0,149,9,15,66.81,515,2,704
Johnny Hekker,7252,P,SL,3,15,15,4.51,39.87,46.27,10.9,0,0,0,5,26,74.9,6,55,1,0,46.7,76,7,15,67.71,598,1,694
Drew Butler,7302,P,ARZ,3,11,11,4.6,31.27,38.45,19.7,0,0,3,3,1,63.4,6,47,1,0,27.3,59,3,11,50.65,344,1,423
Marquette King,7410,P,OAK,3,12,12,4.29,38.58,44.58,8.0,0,0,2,4,23,59.1,5,70,0,0,33.3,32,4,12,51.52,463,2,535
Ryan Quigley,7573,P,NYJ,3,16,16,4.64,34.56,42.0,24.8,0,0,1,6,22,75.0,7,54,4,0,25.0,99,4,16,74.18,553,1,672
Jeff Locke,7937,P,MIN,3,11,11,4.18,40.64,40.82,0.5,0,0,1,5,18,51.4,8,60,1,0,36.4,2,4,11,46.01,447,0,449
Sam Martin,7947,P,DET,3,14,14,4.58,39.07,44.21,10.4,0,0,3,3,11,62.9,6,66,2,0,35.7,52,5,14,64.13,547,1,619
Colton Schmidt,8104,P,BUF,3,14,14,4.43,38.0,43.79,8.7,0,0,0,5,4,60.7,5,58,1,0,50.0,61,7,14,62.0,532,1,613
Ryan Allen,8242,P,NE,2,5,5,4.68,41.6,49.0,8.5,0,0,0,2,19,70.5,1,67,0,0,40.0,17,2,5,23.41,208,1,245
Brad Wing,8256,P,NYG,3,12,12,4.53,41.42,42.83,5.7,0,0,3,6,21,66.1,8,63,0,0,25.0,17,3,12,54.36,497,0,514
Tress Way,8358,P,WAS,3,10,10,4.34,29.0,40.4,37.0,0,0,4,0,32,51.5,2,56,1,0,20.0,74,2,11,43.44,290,2,404
Pat O'Donnell,8826,P,CHI,3,16,16,4.84,38.38,45.81,15.8,0,0,2,4,6,77.7,5,63,2,0,31.3,79,5,16,77.43,614,2,733
Jacob Schum,9373,P,TB,3,14,14,4.64,41.64,43.86,3.9,0,0,2,3,30,72.2,5,56,1,0,57.1,31,8,14,64.99,583,0,614
Bradley Pinion,9598,P,SF,3,13,13,4.32,42.38,45.38,7.8,0,0,0,3,28,66.8,7,56,4,0,38.5,39,5,13,56.18,551,0,590
Matt Darr,9812,P,MIA,3,14,14,4.36,42.86,50.14,8.9,0,0,1,3,17,61.7,4,63,1,0,50.0,62,7,14,60.97,600,2,702
Jordan Berry,10236,P,PIT,3,9,9,4.83,42.33,47.22,7.3,0,0,0,3,25,72.3,5,62,0,0,66.7,44,6,9,43.44,381,0,425
