player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Kory Lichtensteiger,4422,C,WAS,2,1,32,45.6,100.0,30,39.0,30,59.0,1,100.0,77,77,69.5,100.0,43,55.8,43
Trent Williams,5529,T,WAS,2,0,32,65.6,100.0,30,39.0,30,58.9,0,100.0,77,77,53.8,100.0,43,55.8,43
Shawn Lauvao,5616,G,WAS,2,0,32,77.6,100.0,30,39.0,30,67.7,0,100.0,77,77,61.0,100.0,43,55.8,43
Brandon Scherff,9438,G,WAS,2,0,32,53.7,100.0,30,39.0,30,57.3,0,100.0,77,77,60.6,100.0,43,55.8,43
Morgan Moses,8701,T,WAS,2,0,32,61.7,100.0,30,39.5,30,49.0,1,100.0,76,76,43.1,100.0,43,56.6,43
Kirk Cousins,7102,QB,WAS,2,0,32,60.0,100.0,30,39.5,30,60.0,0,98.7,76,77,60.0,100.0,43,56.6,43
Jordan Devey,8268,G,SF,2,0,28,77.1,100.0,9,13.2,9,63.8,1,100.0,68,68,58.8,100.0,56,82.4,56
Marcus Martin,8705,C,SF,2,0,28,56.5,100.0,9,13.2,9,53.7,1,100.0,68,68,54.2,100.0,56,82.4,56
Joe Staley,3644,T,SF,2,0,28,68.6,100.0,9,13.2,9,78.0,1,100.0,68,68,77.4,100.0,56,82.4,56
Alex Boone,5372,G,SF,2,0,28,62.9,100.0,9,13.2,9,57.4,0,100.0,68,68,56.7,100.0,56,82.4,56
Erik Pears,2737,T,SF,2,0,28,29.0,100.0,9,13.2,9,55.3,2,100.0,68,68,61.3,100.0,56,82.4,56
