player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,6,90,0,13,14.1,0,51.6,,0,0,11.1,2,12,0,54.5,85.3,1,29,0.0,0,85,16,94.1,80,89.3,31,34.4,3,189,13,0.8,11.8,2.36,0,17.1,2,60.7,,0,0,2.9,1,28,0,79.6,84.2,2,34,0.0,0,209,34,95.7,200,81.3,56,62.2,1,505,81,2.4,14.9,2.53
Demaryius Thomas,5547,WR,DEN,6,74,0,10,10.2,1,64.3,,0,0,10.0,2,11,1,43.3,69.0,2,22,0.0,0,80,18,93.8,75,54.8,28,37.8,0,194,36,2.0,10.8,2.59,0,9.9,3,69.2,,0,0,3.6,1,15,0,76.1,78.5,1,45,0.0,0,136,27,95.6,130,90.2,39,52.7,1,305,98,3.6,11.3,2.35
Keenan Allen,7857,WR,SD,6,69,0,27,6.3,3,69.6,,0,0,5.9,1,7,0,69.0,66.2,0,20,0.0,0,91,16,95.6,87,85.4,23,33.3,0,140,68,4.3,8.8,1.61,0,8.8,5,80.0,,0,0,10.0,4,21,0,54.6,84.4,1,38,0.0,0,168,36,95.2,160,121.5,45,65.2,3,452,151,4.2,12.6,2.83
Julio Jones,6158,WR,ATL,6,68,0,2,7.2,2,71.4,,0,0,0.0,0,12,0,81.7,90.8,0,45,0.0,0,82,15,91.5,75,143.3,21,30.9,3,212,105,7.0,14.1,2.83,0,11.1,3,75.6,,0,0,8.8,3,19,1,61.5,89.3,1,44,0.0,0,143,31,93.7,134,96.0,41,60.3,0,404,127,4.1,13.0,3.01
Emmanuel Sanders,5606,WR,DEN,6,63,0,10,16.2,0,47.4,,0,0,0.0,0,8,0,78.0,83.9,1,75,0.0,0,81,9,95.1,77,106.6,19,30.2,3,216,89,9.9,24.0,2.81,0,11.1,2,68.3,,0,0,6.7,2,17,0,66.0,76.3,0,45,0.0,0,145,28,95.2,138,89.5,41,65.1,0,300,102,3.6,10.7,2.17
Calvin Johnson,3618,WR,DET,6,59,0,11,8.7,0,80.0,,0,0,0.0,0,12,0,81.7,88.0,1,28,0.0,0,90,16,93.3,84,96.3,20,33.9,1,162,56,3.5,10.1,1.93,0,13.1,1,59.5,,0,0,4.3,1,13,1,74.2,71.9,2,57,0.0,0,180,22,93.9,169,74.8,37,62.7,1,326,105,4.8,14.8,1.93
Odell Beckham Jr.,8647,WR,NYG,6,59,0,21,9.2,3,71.4,,0,0,0.0,0,11,0,81.1,79.1,1,26,0.0,0,91,15,92.3,84,71.5,21,35.6,0,150,65,4.3,10.0,1.79,0,11.5,3,58.8,,0,0,9.1,2,11,0,71.3,76.5,0,67,0.0,0,147,20,94.6,139,118.5,34,57.6,3,310,149,7.5,15.5,2.23
Antonio Brown,5718,WR,PIT,6,58,0,25,11.1,4,68.2,,0,0,0.0,0,11,0,81.7,92.5,0,39,0.0,0,63,15,93.7,59,101.3,22,37.9,0,224,89,5.9,14.9,3.8,0,11.8,5,69.7,,0,0,11.5,3,11,0,52.2,79.7,0,59,0.0,0,119,23,92.4,110,108.0,33,56.9,1,299,123,5.3,13.0,2.72
T.Y. Hilton,7092,WR,IND,6,57,0,14,11.5,3,60.6,,0,0,9.1,2,13,0,58.3,78.0,1,48,0.0,0,142,20,93.0,132,79.4,33,57.9,0,312,115,5.8,15.6,2.36,0,13.7,0,55.0,,0,0,0.0,0,4,0,78.7,65.7,2,30,0.0,0,92,11,90.2,83,36.3,20,35.1,0,134,41,3.7,12.2,1.61
Julian Edelman,5156,WR,NE,5,56,0,19,7.5,7,65.5,,0,0,17.4,4,13,0,35.7,80.5,1,59,1.0,1,104,19,90.4,94,89.2,29,51.8,1,246,155,8.2,12.9,2.62,0,7.8,4,77.8,,0,0,6.7,1,8,0,67.0,71.4,0,19,1.1,1,90,14,90.0,81,119.4,18,32.1,1,148,53,3.8,10.6,1.83
Steve Smith,837,WR,BLT,5,56,0,3,8.5,4,55.0,,0,0,0.0,0,8,1,60.6,80.3,1,23,0.0,0,49,11,87.8,43,70.2,20,35.7,1,127,34,3.1,11.5,2.95,0,10.2,7,75.0,,0,0,7.7,2,13,0,64.5,88.5,1,50,0.0,0,126,24,94.4,119,119.4,32,57.1,2,361,168,7.0,15.0,3.03
