player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,1,7,7,4.56,32.57,47.0,16.2,0,0,1,0,13,60.4,1,57,0,0,71.4,81,5,7,31.94,228,1,329
Mike Scifres,1458,P,SD,1,2,2,4.58,35.0,52.0,17.0,0,0,0,0,27,60.6,0,58,0,0,100.0,34,2,2,9.16,70,0,104
Andy Lee,1906,P,CLV,1,2,2,4.55,54.0,60.5,6.5,0,0,0,0,8,61.3,0,61,0,0,100.0,13,2,2,9.09,108,0,121
Donnie Jones,1939,P,PHI,1,5,5,4.43,37.6,45.2,9.0,0,1,1,1,24,66.8,1,60,0,1,40.0,18,2,6,22.14,188,1,226
Dustin Colquitt,2316,P,KC,1,7,7,4.55,36.14,43.86,3.5,0,0,1,0,16,66.1,4,56,0,0,57.1,14,4,7,31.86,253,2,307
Sam Koch,3148,P,BLT,1,6,6,4.5,48.33,51.67,6.7,0,0,0,2,3,81.9,2,59,1,0,50.0,20,3,6,26.99,290,0,310
Jon Ryan,3493,P,SEA,1,4,4,4.49,25.5,50.75,40.5,0,0,0,1,29,61.4,2,69,0,0,50.0,81,2,4,17.95,102,1,203
Brett Kern,4580,P,TEN,1,4,4,4.46,43.0,47.25,8.5,0,0,1,0,31,67.7,1,57,1,0,50.0,17,2,4,17.82,172,0,189
Kevin Huber,5066,P,CIN,1,5,5,4.42,38.4,43.8,9.0,0,0,1,1,7,58.1,1,53,0,0,60.0,27,3,5,22.08,192,0,219
Thomas Morstead,5088,P,NO,1,4,4,4.72,39.0,42.75,7.5,0,0,0,1,20,58.1,1,54,1,0,50.0,15,2,4,18.86,156,0,171
Pat McAfee,5146,P,IND,1,4,4,4.15,42.75,44.25,6.0,0,0,0,2,14,58.1,0,48,1,0,25.0,6,1,4,16.6,171,0,177
Britton Colquitt,5192,P,DEN,1,5,5,4.55,45.4,51.8,16.0,0,0,1,1,10,65.8,2,62,1,0,40.0,32,2,5,22.76,227,0,259
Tim Masthay,5510,P,GB,1,2,2,4.19,23.0,38.5,11.0,0,0,0,0,12,59.7,0,43,0,0,50.0,11,1,2,8.38,46,1,77
Matt Bosher,6344,P,ATL,1,4,4,5.15,51.5,57.75,8.3,0,0,1,0,2,75.7,3,62,0,0,75.0,25,3,4,20.6,206,0,231
Chris Jones,6798,P,DAL,1,2,2,4.37,52.0,53.5,1.5,0,0,0,0,9,60.6,1,54,0,0,100.0,3,2,2,8.73,104,0,107
Bryan Anger,7072,P,JAX,1,5,5,4.49,37.0,46.2,15.3,0,0,0,2,15,60.4,2,56,0,0,60.0,46,3,5,22.44,185,0,231
Brad Nortman,7192,P,CAR,1,4,4,4.36,36.25,43.5,9.0,0,0,0,2,5,64.7,2,56,0,0,25.0,9,1,4,17.45,145,1,174
Johnny Hekker,7252,P,SL,1,3,3,4.65,26.33,47.33,31.5,0,0,0,0,26,62.8,0,55,1,0,66.7,63,2,3,13.95,79,0,142
Drew Butler,7302,P,ARZ,1,4,4,4.74,39.0,39.5,2.0,0,0,1,1,1,59.6,2,47,1,0,25.0,2,1,4,18.94,156,0,158
Marquette King,7410,P,OAK,1,6,6,4.07,36.17,43.33,11.5,0,0,0,3,23,52.6,2,48,0,0,33.3,23,2,6,24.41,217,1,260
Ryan Quigley,7573,P,NYJ,1,3,3,4.46,33.67,43.67,10.0,0,0,0,1,22,59.4,1,52,0,0,33.3,10,1,3,13.37,101,1,131
Jeff Locke,7937,P,MIN,1,4,4,4.15,37.5,37.5,0.0,0,0,0,1,18,51.1,2,44,1,0,50.0,0,2,4,16.61,150,0,150
Sam Martin,7947,P,DET,1,5,5,4.82,35.2,35.2,,0,0,1,2,11,62.3,3,42,2,0,0.0,0,0,5,24.11,176,0,176
Colton Schmidt,8104,P,BUF,1,5,5,4.45,41.2,45.4,0.5,0,0,0,2,4,67.8,2,58,0,0,40.0,1,2,5,22.25,206,1,227
Ryan Allen,8242,P,NE,1,4,4,4.78,42.0,47.75,3.0,0,0,0,2,19,71.1,1,67,0,0,25.0,3,1,4,19.11,168,1,191
Brad Wing,8256,P,NYG,1,4,4,4.97,45.5,44.75,-3.0,0,0,1,2,21,67.5,3,63,0,0,25.0,-3,1,4,19.87,182,0,179
Tress Way,8358,P,WAS,1,3,3,4.46,10.0,41.33,37.0,0,0,0,0,32,61.6,1,54,0,0,66.7,74,2,3,13.37,30,1,124
Pat O'Donnell,8826,P,CHI,1,1,1,4.89,56.0,56.0,,0,0,0,0,6,60.0,0,56,1,0,0.0,0,0,1,4.89,56,0,56
Jacob Schum,9373,P,TB,1,4,4,4.09,43.5,47.0,7.0,0,0,1,0,30,56.9,0,56,1,0,50.0,14,2,4,16.37,174,0,188
Bradley Pinion,9598,P,SF,1,3,3,4.58,43.67,46.67,4.5,0,0,0,1,28,65.7,2,52,0,0,66.7,9,2,3,13.74,131,0,140
Matt Darr,9812,P,MIA,1,4,4,4.6,43.5,54.25,11.5,0,0,0,1,17,65.3,1,63,0,0,50.0,23,2,4,18.4,174,1,217
Jordan Berry,10236,P,PIT,1,2,2,5.09,43.0,43.5,1.0,0,0,0,1,25,60.6,1,50,0,0,50.0,1,1,2,10.17,86,0,87
