player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,10,4,0,60.0,0,0,23,89.6,85.4,84.3,55.7,60.0,52.4,0,0,5,40,14.8,9,3,0,45.6,9,0,92,5,468,708,12,0,0,12,0,550,696,3,237,49,8,48,15,0,0,119,54,13.2
Julius Peppers,1010,ED,GB,10,5,0,100.0,1,1,12,47.9,59.6,57.3,68.0,51.9,40.8,7,24,0,14,18.2,4,0,2,142.7,4,7,16,1,30,461,440,5,42,339,54,0,21,291,140,4,16,13,4,38,1,35,32,8.8
Dwight Freeney,1019,ED,ARZ,5,1,0,100.0,0,1,1,43.6,65.7,84.9,69.1,60.0,73.6,3,11,0,41,0.0,0,0,0,118.8,1,3,4,0,6,114,109,0,2,105,2,0,5,91,17,1,3,0,1,17,0,41,42,41.0
James Harrison,1251,ED,PIT,9,6,1,83.3,0,1,25,73.5,77.1,39.8,77.1,66.4,82.9,7,18,0,15,4.8,1,0,2,86.8,5,2,31,0,52,354,303,0,0,302,1,0,51,171,131,19,13,14,6,27,0,29,34,5.8
Terence Newman,1321,CB,MIN,10,7,0,55.0,0,0,18,72.5,76.2,85.1,,85.0,78.2,0,0,2,55,4.9,2,6,2,66.5,33,0,60,523,382,594,6,0,0,6,0,1,588,0,212,4,7,32,60,0,1,388,116,11.8
Kevin Williams,1325,DI,NO,10,3,1,,0,2,20,,71.6,65.1,60.7,73.1,62.3,1,10,0,,10.0,2,0,1,0.0,0,0,0,0,0,329,329,9,307,1,12,0,0,157,172,0,14,15,0,11,0,0,0,
Terrell Suggs,1326,ED,BLT,1,0,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,0,1,0,,,0,0,0,0.0,0,0,0,0,7,48,48,0,0,48,0,0,0,27,14,0,0,0,0,1,0,0,0,
Calvin Pace,1334,ED,NYJ,10,0,0,57.1,0,1,22,69.3,66.6,87.8,64.1,57.9,42.8,4,7,0,12,20.0,2,1,0,68.2,4,2,7,0,48,354,335,0,0,332,3,0,19,167,139,12,6,8,7,13,0,31,23,7.8
Charles Tillman,1351,CB,CAR,9,6,0,53.7,0,1,5,58.7,62.0,87.3,49.4,77.8,73.7,0,0,1,48,7.1,3,5,1,71.3,29,0,34,470,374,535,5,0,0,5,0,3,530,6,155,22,10,33,54,0,0,417,112,14.4
Rashean Mathis,1355,CB,DET,7,2,0,80.0,0,0,11,62.5,63.6,85.9,54.7,64.7,68.8,0,0,1,50,11.1,4,2,1,107.6,32,0,28,388,248,434,4,0,0,4,0,1,430,2,184,13,13,30,40,0,1,413,173,12.9
