team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DAL,9,6,216,6,26,216,91.2,35,3
OAK,23,6,236,4,29,236,89.6,41,8
CIN,7,6,212,3,40,212,89.4,44,1
ATL,2,7,288,7,46,288,88.0,61,8
BUF,4,7,262,12,46,262,87.4,62,4
NO,20,7,311,9,44,311,87.3,66,13
CLV,8,7,305,12,49,305,87.0,70,9
DEN,10,6,248,12,40,248,86.7,59,7
NE,19,6,271,14,41,271,86.2,65,10
CAR,5,6,202,1,44,202,85.9,51,6
NYJ,22,6,228,10,53,228,85.7,64,1
HST,13,7,345,18,61,345,85.7,89,10
WAS,32,7,279,15,54,279,85.5,75,6
TB,30,6,209,6,42,209,85.2,55,7
BLT,3,7,296,12,66,296,85.1,83,5
PHI,24,7,293,14,50,293,85.0,76,12
PIT,25,7,224,8,44,224,84.4,61,9
IND,14,7,316,20,61,316,84.3,90,9
NYG,21,7,273,15,57,273,84.2,79,7
MIN,18,6,209,10,43,209,84.0,60,7
GB,12,6,216,3,49,217,83.8,61,9
CHI,6,6,235,4,60,235,83.4,71,7
ARZ,1,7,237,12,55,237,83.3,73,6
TEN,31,6,231,9,44,231,82.0,68,15
DET,11,7,327,23,81,327,81.7,112,8
SD,27,7,337,14,84,337,81.6,111,13
MIA,17,6,239,16,51,239,81.4,78,11
SF,28,7,247,11,59,247,81.0,82,12
KC,16,7,290,7,69,290,81.0,93,17
JAX,15,7,299,17,75,299,80.9,103,11
SL,26,6,178,22,34,179,80.9,62,6
SEA,29,7,265,12,72,265,78.1,100,16
