player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Julio Jones,6158,WR,ATL,15,182,0,2,8.5,4,62.5,,0,0,3.2,1,24,0,77.8,90.8,0,46,0.0,0,176,30,93.8,165,111.1,48,26.4,3,416,177,5.9,13.9,2.52,0,11.1,16,73.4,,0,0,8.1,8,55,3,63.5,90.7,2,70,0.0,0,401,91,93.5,375,104.3,124,68.1,2,1261,423,4.6,13.9,3.36
DeAndre Hopkins,7808,WR,HST,15,176,0,13,14.1,0,57.6,,0,0,8.1,3,29,0,62.3,91.1,1,61,0.5,1,191,34,92.1,176,108.3,59,33.5,6,444,54,1.6,13.1,2.52,0,15.4,4,59.6,,0,0,4.2,3,49,1,79.7,85.5,3,44,0.0,0,430,68,95.6,411,87.5,114,64.8,4,956,137,2.0,14.1,2.33
Antonio Brown,5718,WR,PIT,15,173,0,25,10.3,12,71.4,,0,0,0.0,0,32,0,90.5,92.1,3,57,0.0,0,231,50,93.5,216,99.0,70,40.5,3,688,285,5.7,13.8,3.19,0,12.4,7,69.9,,0,0,7.1,5,36,0,73.7,90.1,5,59,0.0,0,363,65,91.5,332,80.5,93,53.8,1,870,244,3.8,13.4,2.62
Demaryius Thomas,5547,WR,DEN,15,160,0,10,11.6,4,58.3,,0,0,7.9,3,24,2,55.1,72.2,2,48,0.0,0,194,35,93.3,181,71.7,60,37.5,1,423,121,3.5,12.1,2.34,0,9.5,12,65.9,,0,0,9.7,6,31,0,55.4,76.5,3,47,0.0,0,355,56,96.3,342,86.1,85,53.1,3,653,254,4.5,11.7,1.91
Brandon Marshall,3064,WR,NYJ,15,153,0,22,12.5,10,66.2,,0,0,6.5,3,35,1,67.7,91.2,4,47,0.5,1,214,43,94.9,203,102.1,65,42.5,6,620,185,4.3,14.4,3.05,0,13.4,3,69.9,,0,0,8.9,5,30,2,58.1,71.5,4,58,0.0,0,342,51,96.5,330,86.4,73,47.7,3,617,159,3.1,12.1,1.87
Odell Beckham Jr.,8647,WR,NYG,14,146,0,21,12.0,4,57.8,0.0,0,1,0.0,0,29,1,90.0,90.1,2,87,0.0,0,221,37,91.9,203,96.4,64,43.8,5,509,179,4.8,13.8,2.51,0,12.6,9,64.5,,0,0,7.5,4,30,1,64.4,81.5,1,84,0.0,0,343,49,93.9,322,123.0,76,52.1,6,845,386,7.9,17.2,2.62
Jarvis Landry,8698,WR,MIA,15,145,0,17,8.2,8,68.4,,0,0,2.5,1,25,0,83.9,90.0,2,50,0.4,1,223,39,94.6,211,103.3,57,39.3,4,484,253,6.5,12.4,2.29,0,6.6,15,77.9,,0,0,9.1,6,32,0,57.8,79.2,1,40,0.0,0,299,60,96.0,287,93.6,77,53.1,0,597,296,4.9,10.0,2.08
Mike Evans,8642,WR,TB,14,137,0,30,13.0,2,59.2,,0,0,12.1,4,25,0,40.8,90.3,1,25,0.0,0,156,29,89.1,139,81.3,49,35.8,0,451,103,3.6,15.6,3.24,0,17.1,0,48.1,,0,0,20.4,10,32,0,29.1,77.3,4,68,0.0,0,302,39,93.0,281,59.2,81,59.1,1,651,115,2.9,16.7,2.32
Michael Crabtree,4933,WR,OAK,15,136,0,23,9.6,7,50.7,,0,0,15.0,6,16,0,36.1,70.1,1,25,0.0,0,206,34,92.7,191,64.3,67,49.3,1,341,135,4.0,10.0,1.79,0,10.4,10,71.9,,0,0,4.2,2,26,1,77.3,78.1,1,38,0.0,0,317,46,96.5,306,116.5,64,47.1,5,537,146,3.2,11.7,1.75
Allen Robinson II,8696,WR,JAX,15,133,0,15,13.5,3,43.8,,0,0,8.7,2,16,0,60.7,75.4,2,33,0.0,0,202,21,92.6,187,77.1,48,36.1,5,244,84,4.0,11.6,1.3,0,18.3,6,64.5,,0,0,9.3,5,36,0,57.4,84.0,2,90,0.0,0,396,49,96.5,382,118.9,76,57.1,5,1015,218,4.4,20.7,2.66
Larry Fitzgerald,1724,WR,ARZ,15,133,0,1,9.9,0,70.5,,0,0,3.1,1,22,3,78.0,73.4,2,24,2.4,5,210,31,86.2,181,95.0,44,33.1,3,321,136,4.4,10.4,1.77,0,8.3,6,82.7,,0,0,1.5,1,39,0,90.2,90.1,0,44,0.6,2,320,67,92.8,297,112.7,81,60.9,1,815,319,4.8,12.2,2.74
