team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DAL,9,14,495,11,81,495,89.1,100,8
OAK,23,14,569,15,86,569,88.5,116,15
NO,20,14,621,26,96,621,87.1,141,19
CIN,7,14,502,7,100,502,86.8,120,13
ATL,2,14,596,20,119,596,86.7,149,10
BUF,4,14,501,22,95,501,85.9,129,12
CAR,5,14,497,6,105,497,85.8,126,15
GB,12,14,571,12,112,572,85.5,145,21
WAS,32,14,512,24,102,512,85.4,138,12
HST,13,14,593,33,97,593,84.8,155,25
BLT,3,14,605,28,132,605,84.6,173,13
CLV,8,14,610,29,133,610,84.1,178,16
PHI,24,14,570,37,101,570,83.9,161,23
CHI,6,14,516,14,121,516,83.8,151,16
NYG,21,14,575,28,130,575,83.8,172,14
PIT,25,14,563,18,123,563,83.7,162,21
JAX,15,14,605,26,139,605,83.4,183,18
DEN,10,14,579,33,123,579,83.4,174,18
NYJ,22,14,579,32,139,579,83.3,182,11
TB,30,14,513,41,112,513,83.1,163,10
DET,11,14,615,29,140,615,82.8,190,21
IND,14,14,615,39,138,615,82.5,196,19
SF,28,14,542,22,113,542,82.4,163,28
KC,16,14,516,12,120,516,82.4,157,25
SL,26,14,432,52,81,433,82.1,144,11
NE,19,14,613,42,133,613,82.0,198,23
SEA,29,14,509,26,120,509,81.7,166,20
MIA,17,14,552,37,121,552,81.0,184,26
ARZ,1,14,515,39,122,515,80.9,179,18
TEN,31,14,536,25,115,536,80.8,173,33
MIN,18,14,475,22,135,475,79.7,175,18
SD,27,14,627,34,184,627,78.0,247,29
