player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,4,15,15,4.27,41.07,45.8,7.9,0,0,3,3,1,61.3,6,58,0,0,60.0,71,9,15,64.0,616,0,687
Dustin Colquitt,2316,P,PIT,3,13,13,4.16,36.77,43.77,8.9,0,0,1,3,25,57.0,5,59,0,0,61.5,71,8,13,54.03,478,1,569
Sam Koch,3148,P,BLT,4,11,11,4.34,44.73,46.09,3.8,0,0,1,4,3,66.8,7,53,2,0,36.4,15,4,11,47.79,492,0,507
Brett Kern,4580,P,TEN,3,10,10,4.18,43.3,46.9,5.3,0,0,1,4,31,64.3,7,66,1,0,30.0,16,3,10,41.8,433,1,469
Kevin Huber,5066,P,CIN,4,16,16,4.4,41.5,47.88,4.4,0,0,2,5,7,67.0,7,70,0,0,31.3,22,5,16,70.34,664,4,766
Thomas Morstead,5088,P,NO,4,14,14,4.43,39.21,39.57,2.5,0,0,2,9,20,62.9,8,51,1,0,14.3,5,2,14,62.08,549,0,554
Britton Colquitt,5192,P,MIN,4,13,13,4.42,37.46,42.0,6.6,0,0,1,3,18,59.1,4,53,0,0,69.2,59,9,13,57.42,487,0,546
Chris Jones,6798,P,DAL,4,11,11,4.61,41.64,42.82,6.5,0,0,0,9,9,65.7,4,54,0,0,18.2,13,2,11,50.66,458,0,471
Bryan Anger,7072,P,HST,4,16,16,4.42,43.5,47.19,9.8,0,0,1,8,13,75.3,5,59,2,0,25.0,39,4,16,70.72,696,1,755
Johnny Hekker,7252,P,LA,3,10,10,4.62,40.8,51.8,12.5,0,0,0,2,26,72.8,4,61,1,0,40.0,50,4,10,46.22,408,3,518
Sam Martin,7947,P,DEN,4,15,15,4.11,40.8,45.87,8.4,1,0,1,1,10,61.3,4,56,4,0,60.0,76,9,16,61.65,612,0,688
Tress Way,8358,P,WAS,4,21,21,4.45,43.38,47.1,5.8,0,0,4,6,32,68.9,9,60,0,0,47.6,58,10,21,93.42,911,1,989
Pat O'Donnell,8826,P,CHI,4,19,19,3.98,39.68,46.05,11.2,0,0,4,5,6,56.6,7,64,0,0,47.4,101,9,19,75.58,754,1,875
Bradley Pinion,9598,P,TB,4,17,17,4.45,41.53,46.71,9.7,0,0,0,6,30,79.6,7,59,3,0,41.2,68,7,17,75.66,706,1,794
Ty Long,9728,K,LAC,4,14,14,4.18,41.0,46.71,11.4,0,0,2,2,27,73.1,5,63,3,0,50.0,80,7,14,58.58,574,0,654
Riley Dixon,10862,P,NYG,4,14,14,4.48,40.57,45.5,5.8,0,0,3,4,21,72.8,7,62,0,0,35.7,29,5,14,62.78,568,2,637
Rigoberto Sanchez,12130,P,IND,3,11,11,4.13,43.27,46.73,6.0,0,0,3,4,14,66.5,6,60,0,0,27.3,18,3,11,45.4,476,1,514
Matt Haack,12212,P,MIA,4,13,13,4.45,44.85,48.38,6.5,0,0,3,5,17,71.7,6,63,0,0,30.8,26,4,13,57.84,583,1,629
Cameron Johnston,12255,P,PHI,4,19,19,4.48,45.89,51.58,5.7,0,0,1,3,24,71.3,10,62,1,0,63.2,68,12,19,85.12,872,2,980
Corey Bojorquez,27626,P,BUF,4,10,10,4.36,40.5,47.2,9.0,0,0,1,3,4,61.2,4,72,1,0,30.0,27,3,10,43.64,405,2,472
Logan Cooke,29214,P,JAX,4,10,10,4.41,41.3,46.1,9.3,0,0,1,3,15,63.5,2,63,2,0,30.0,28,3,10,44.13,413,1,461
Tommy Townsend,33007,P,KC,4,13,13,4.51,40.62,50.62,12.5,0,0,1,3,16,78.7,4,65,1,0,30.8,50,4,13,58.66,528,4,658
Sterling Hofrichter,33541,P,ATL,4,15,15,4.38,38.53,40.87,8.8,0,0,0,8,2,63.9,3,55,3,0,26.7,35,4,15,65.7,578,0,613
Joseph Charlton,33672,P,CAR,4,9,9,4.66,42.78,50.22,9.4,0,0,1,2,5,66.3,3,60,0,0,55.6,47,5,9,41.98,385,1,452
Jake Bailey,33963,P,NE,4,10,10,4.4,46.7,48.4,5.7,0,0,3,3,19,69.9,7,58,1,0,30.0,17,3,10,44.04,467,0,484
Jack Fox,34735,P,DET,4,17,17,4.76,49.94,53.41,6.5,0,0,4,4,11,93.6,9,67,2,0,35.3,39,6,17,80.94,849,1,908
Michael Dickson,35381,P,SEA,4,17,17,4.3,45.53,50.94,7.4,0,0,3,4,29,71.0,11,67,1,0,41.2,52,7,17,73.14,774,2,866
A.J. Cole III,36038,P,LV,4,9,9,4.66,35.56,44.22,19.5,0,0,0,4,23,65.5,2,57,1,0,44.4,78,4,9,41.9,320,0,398
J.K. Scott,38809,P,GB,4,7,7,4.29,36.14,41.0,14.0,0,0,1,0,12,66.0,4,54,4,0,14.3,14,1,7,30.05,253,1,287
Mitch Wishnowsky,44663,P,SF,3,12,12,4.52,43.17,46.17,5.3,1,0,1,6,28,66.4,7,59,1,0,25.0,16,3,13,54.27,518,1,554
Braden Mann,44664,P,NYJ,4,19,19,4.3,35.42,45.05,15.9,0,0,0,6,22,63.2,2,58,2,0,47.4,143,9,19,81.79,673,2,856
Jamie Gillan,63303,P,CLV,4,13,13,4.08,38.38,44.62,9.0,0,0,1,2,8,58.6,5,59,1,0,69.2,81,9,13,53.0,499,0,580
