player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,3,1,-4.5,50.0,95.2,18.0,9.0,0,0,1,50.0,32,81.4,62.1,73.4,57.9,47.0,76.1,0,4,0.0,0,1,0,56.3,1,20,21,0,0,2,0,4,7,0.2,4.0
Johnathan Joseph,2969,CB,ARZ,8,1,12.3,62.9,98.4,10.4,6.5,0,0,4,11.4,1,63.1,64.7,84.6,55.7,68.4,49.0,1,71,9.1,2,4,1,116.1,22,245,249,1,19,35,4,298,97,1.3,13.5
Tramon Williams,3558,CB,BLT,1,0,4.0,100.0,83.3,5.0,5.0,0,0,0,0.0,3,52.9,56.3,72.2,60.0,64.8,77.0,0,4,0.0,0,0,0,83.3,1,5,6,0,1,1,0,4,0,0.8,4.0
Calais Campbell,4364,DI,BLT,8,1,9.0,0.0,3.1,,7.0,0,1,1,100.0,3,66.8,77.7,41.5,67.0,80.0,58.3,0,,40.0,2,1,2,39.6,0,7,225,6,2,1,0,0,0,0.0,
Brandon Carr,4454,S,DAL,3,0,,,100.0,,,0,0,0,,9,49.2,54.4,74.9,,68.7,72.8,0,,,0,0,1,0.0,0,12,12,0,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,NO,9,1,7.9,64.3,87.9,11.4,7.3,0,2,6,14.3,20,61.0,64.5,86.6,61.9,67.6,69.5,2,74,12.9,4,5,2,89.4,27,333,379,10,26,42,3,300,171,1.0,11.1
Jason McCourty,5127,CB,NE,9,5,14.6,60.0,98.7,18.2,10.9,0,1,2,10.0,19,49.6,54.5,83.6,54.2,73.0,81.5,0,41,5.0,1,2,1,132.5,12,231,234,1,14,20,3,196,48,0.9,16.3
Steve McLendon,5232,DI,TB,10,0,,,1.4,,,0,0,0,,30,54.9,69.2,41.3,69.2,70.2,60.2,0,,100.0,1,0,2,0.0,0,2,140,0,0,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,10,0,,,0.9,,,1,0,0,,30,49.7,63.5,32.1,65.3,67.6,38.5,0,,50.0,2,0,3,0.0,0,3,340,6,2,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,9,1,14.1,51.9,100.0,12.8,6.6,0,2,8,14.8,25,64.7,62.5,84.6,,48.0,59.2,1,54,7.1,2,7,4,80.9,28,379,379,6,25,54,2,402,81,1.1,14.4
Brandon Graham,5538,ED,PHI,9,2,,,2.8,,,0,0,0,,24,61.1,80.6,61.9,83.4,65.4,29.7,0,,0.0,0,0,2,0.0,0,7,253,7,0,0,0,0,0,0.0,
