player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Thomas Davis Sr.,2231,LB,WAS,3,0,6.0,0,0,32,81.4,62.1,73.4,57.9,47.0,76.1,0.0,0,0,40,41,0.0,0,1
Johnathan Joseph,2969,CB,TEN,5,2,3.3,0,0,31,68.3,67.5,83.0,56.5,59.4,35.9,14.3,1,0,96,99,2.1,2,4
Calais Campbell,4364,DI,BLT,6,3,1.0,0,0,3,66.8,74.2,36.9,66.3,74.7,55.6,12.5,2,2,69,71,15.9,11,11
Brandon Carr,4454,S,DAL,2,0,0.0,0,0,9,49.2,54.4,74.9,,68.7,72.8,0.0,0,1,9,9,11.1,1,1
Malcolm Jenkins,4937,S,NO,5,2,6.3,0,0,20,52.7,54.7,84.5,66.1,54.1,69.5,11.1,2,2,133,134,4.5,6,14
Jason McCourty,5127,CB,NE,5,1,9.3,0,0,19,51.1,55.8,79.6,54.2,77.4,86.6,0.0,0,0,60,61,1.7,1,4
Steve McLendon,5232,DI,NYJ,6,5,3.5,0,0,22,60.0,69.0,48.7,79.0,63.1,49.4,5.9,1,1,101,104,8.9,9,11
Ndamukong Suh,5527,DI,TB,6,2,2.7,1,1,30,52.8,62.4,24.2,61.8,70.4,51.2,7.1,1,3,89,91,6.7,6,11
Joe Haden,5532,CB,PIT,5,1,6.0,0,0,25,53.6,50.2,82.1,,31.8,51.6,50.0,2,4,90,90,1.1,1,1
Tyson Alualu,5535,DI,PIT,5,2,0.6,0,0,25,73.4,92.0,81.3,79.4,91.3,75.5,0.0,0,0,53,53,13.2,7,8
Brandon Graham,5538,ED,PHI,6,1,0.4,0,0,24,61.0,70.6,50.2,68.3,68.5,28.1,29.4,5,2,109,112,8.3,9,11
Jason Pierre-Paul,5540,ED,TB,6,6,1.8,0,0,30,61.7,73.8,68.8,74.9,63.8,72.6,8.3,1,1,109,111,4.6,5,5
Kareem Jackson,5545,S,DEN,5,4,4.0,0,0,10,61.0,67.9,90.0,55.1,81.9,67.4,17.6,3,0,120,124,4.2,5,10
Devin McCourty,5552,S,NE,5,2,10.3,0,0,19,75.8,76.0,80.7,51.8,64.3,63.5,14.3,1,0,124,125,0.0,0,4
Jerry Hughes,5556,ED,BUF,6,5,2.3,2,0,4,70.3,74.0,43.4,76.0,57.5,45.4,20.0,3,2,96,99,6.3,6,7
Patrick Robinson,5557,CB,NO,3,1,2.7,0,0,20,59.4,64.0,78.6,,75.2,81.7,0.0,0,1,53,53,3.8,2,3
Linval Joseph,5571,DI,LAC,5,2,3.4,0,0,27,58.1,67.7,84.6,69.6,60.8,29.8,11.8,2,0,90,90,10.0,9,13
Carlos Dunlap,5579,ED,CIN,6,4,4.4,0,0,7,42.6,53.3,65.1,56.9,58.2,70.7,7.7,1,1,83,85,6.0,5,8
Corey Peters,5607,DI,ARZ,6,2,0.5,1,0,1,57.3,62.7,60.8,57.1,67.9,36.9,25.0,2,1,95,97,4.2,4,4
