player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,2,1,,,100.0,,,0,0,0,,32,66.8,47.5,69.0,,40.5,76.1,0,,0.0,0,0,0,0.0,0,10,10,0,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,TEN,3,1,16.8,66.7,97.6,10.0,6.7,0,0,1,8.3,31,61.3,60.2,81.0,56.5,55.4,29.7,1,71,12.5,1,1,0,112.5,8,82,84,1,6,12,2,144,59,1.8,18.0
Calais Campbell,4364,DI,BLT,4,1,9.0,0.0,3.6,,5.0,0,1,1,100.0,3,67.5,73.3,50.9,61.2,76.9,47.4,0,,33.3,1,1,1,39.6,0,5,137,2,1,1,0,0,0,0.0,
Brandon Carr,4454,S,DAL,3,0,,,100.0,,,0,0,0,,9,49.2,54.4,74.9,,68.7,72.8,0,,,0,0,1,0.0,0,12,12,0,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,NO,4,0,9.1,63.2,85.8,10.9,6.9,0,0,3,15.8,20,46.5,48.5,83.7,75.3,45.4,75.7,0,31,0.0,0,2,2,118.3,12,145,169,3,14,19,2,130,72,1.0,10.8
Jason McCourty,5127,CB,NE,4,2,14.3,57.1,97.2,23.8,13.6,0,0,0,0.0,19,55.9,59.2,78.4,54.2,74.5,85.7,0,38,0.0,0,0,0,118.5,4,103,106,0,6,7,2,49,0,0.5,12.3
Joe Haden,5532,CB,PIT,3,0,14.7,45.5,100.0,25.6,11.6,0,1,1,9.1,25,59.6,55.9,80.4,,33.1,81.1,1,45,0.0,0,1,2,36.6,5,138,138,1,7,11,0,91,9,0.7,18.2
Brandon Graham,5538,ED,PHI,4,2,,,2.3,,,0,0,0,,24,60.9,64.9,59.4,67.5,57.2,26.7,0,,0.0,0,0,1,0.0,0,3,128,3,0,0,0,0,0,0.0,
Jason Pierre-Paul,5540,ED,TB,4,0,-1.6,100.0,16.8,5.0,5.0,0,0,0,0.0,30,57.8,62.3,58.5,62.2,62.7,63.5,0,29,0.0,0,0,1,108.3,5,25,149,4,1,5,0,50,58,2.0,10.0
Kareem Jackson,5545,S,DEN,4,1,9.5,78.6,100.0,16.6,13.1,0,0,2,14.3,10,55.1,63.1,89.0,,83.2,66.8,0,35,13.3,2,1,0,120.5,11,189,189,2,12,14,1,101,26,0.6,9.2
Devin McCourty,5552,S,NE,4,0,12.0,50.0,98.0,68.5,34.3,0,1,1,25.0,19,71.6,71.2,80.2,53.0,59.8,51.5,1,18,20.0,1,1,0,37.5,2,147,150,1,4,4,0,32,0,0.2,16.0
Jerry Hughes,5556,ED,BUF,4,0,,,3.4,,,1,0,0,,4,70.2,72.4,55.3,73.5,55.6,35.2,0,,0.0,0,0,1,0.0,0,4,116,1,1,0,0,0,0,0.0,
Patrick Robinson,5557,CB,NO,3,0,13.0,57.1,100.0,10.0,5.7,0,0,1,14.3,20,67.1,70.9,76.6,,77.3,78.7,1,17,0.0,0,1,1,40.5,4,46,46,0,3,7,0,51,10,1.3,12.8
