player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Allen Robinson II,8696,WR,CHI,5,56,0,6,0,-1.7,1,100.0,,0,0,0.0,0,0,0,90.2,54.5,0,5,0.0,0,14,3,92.9,13,81.9,3,5.4,0,11,16,5.3,3.7,0.85,9.7,2,66.7,16.7,1,6,0.0,0,6,0,90.6,78.4,0,24,0.0,0,68,14,98.5,67,87.6,21,37.5,0,151,42,3.0,10.8,2.25
Amari Cooper,9437,WR,DAL,5,53,0,9,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,41.6,0,0,0.0,0,24,1,91.7,22,79.2,1,1.9,0,0,4,4.0,0.0,0.0,11.2,0,44.4,0.0,0,2,20.0,1,3,0,89.2,72.5,0,13,0.0,0,47,4,95.7,45,56.7,9,17.0,0,38,10,2.5,9.5,0.84
DeAndre Hopkins,7808,WR,ARZ,5,53,0,1,0,-2.6,3,100.0,,0,0,0.0,0,4,0,92.0,85.1,0,12,0.0,0,29,11,93.1,27,85.6,11,20.8,0,50,79,7.2,4.5,1.85,5.3,0,100.0,,0,0,0.0,0,2,0,90.3,83.7,0,33,0.0,0,14,4,92.9,13,118.8,4,7.5,0,56,35,8.8,14.0,4.31
Stefon Diggs,9579,WR,BUF,5,50,0,4,0,-1.7,1,33.3,,0,0,50.0,1,0,0,24.1,42.1,0,9,0.0,0,28,1,89.3,25,42.4,3,6.0,0,9,10,10.0,9.0,0.36,6.9,4,61.9,50.0,2,4,27.8,5,3,0,29.4,73.2,0,22,0.0,0,71,13,95.8,68,96.5,21,42.0,1,136,39,3.0,10.5,2.0
Keenan Allen,7857,WR,LAC,5,47,0,27,0,-2.2,1,100.0,,0,0,0.0,0,4,0,91.6,84.6,0,14,0.0,0,21,9,90.5,19,91.7,9,19.1,0,54,74,8.2,6.0,2.84,8.6,0,75.0,60.0,3,5,0.0,0,8,0,90.8,90.0,1,25,1.4,1,70,12,92.9,65,112.5,16,34.0,2,132,58,4.8,11.0,2.03
Robby Anderson,11254,WR,CAR,5,46,0,5,0,-3.5,0,100.0,,0,0,0.0,0,1,0,84.5,60.3,0,24,0.0,0,19,2,100.0,19,114.6,2,4.3,0,23,30,15.0,11.5,1.21,9.9,0,71.4,,0,0,9.1,1,7,0,53.0,80.5,0,24,0.0,0,50,10,96.0,48,99.4,14,30.4,0,127,74,7.4,12.7,2.65
Calvin Ridley,48262,WR,ATL,5,45,0,2,0,,0,,,0,0,,0,0,0,,46.3,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,10.3,0,50.0,0.0,0,1,0.0,0,2,0,49.7,74.7,0,24,0.0,0,18,2,94.4,17,79.2,4,8.9,0,34,7,3.5,17.0,2.0
Darren Waller,9637,TE,LV,5,45,0,23,0,-2.2,1,100.0,,0,0,0.0,0,2,0,90.6,87.4,0,22,5.9,1,17,5,88.2,15,111.7,5,11.1,0,54,65,13.0,10.8,3.6,9.7,0,44.4,50.0,1,2,0.0,0,1,1,90.1,71.0,0,12,0.0,0,43,4,90.7,39,53.0,9,20.0,0,30,11,2.8,7.5,0.77
Travis Kelce,7844,TE,KC,5,44,0,16,0,-1.0,0,100.0,,0,0,0.0,0,1,0,90.2,79.5,0,15,14.3,3,21,4,85.7,18,99.0,4,9.1,0,31,35,8.8,7.8,1.72,10.0,1,66.7,0.0,0,1,0.0,0,7,0,90.5,86.8,1,45,1.6,1,62,8,87.1,54,102.4,12,27.3,1,149,82,10.3,18.6,2.76
Alvin Kamara,11822,HB,NO,5,44,0,20,0,-4.7,2,80.0,,0,0,20.0,2,2,0,27.4,68.1,0,16,0.0,0,14,8,92.9,13,122.5,10,22.7,1,54,92,11.5,6.8,4.15,1.2,0,80.0,,0,0,0.0,0,1,0,71.1,92.0,0,29,0.0,0,12,4,100.0,12,94.2,5,11.4,0,33,21,5.3,8.3,2.75
Adam Thielen,8288,WR,MIN,5,44,0,18,0,,0,,,0,0,,0,0,0,,45.7,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,18.3,0,77.8,75.0,3,4,0.0,0,4,0,74.9,85.9,1,37,0.0,0,30,7,93.3,28,108.1,9,20.5,1,95,6,0.9,13.6,3.39
Terry McLaurin,48229,WR,WAS,5,44,0,32,0,-1.7,0,100.0,,0,0,0.0,0,1,0,88.7,57.2,0,15,0.0,0,23,3,100.0,23,90.3,3,6.8,0,17,22,7.3,5.7,0.74,10.5,3,69.2,33.3,1,3,0.0,0,8,0,82.4,84.4,0,39,0.0,0,57,9,96.5,55,137.5,13,29.5,1,174,78,8.7,19.3,3.16
