player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,5,19,19,4.23,40.74,44.95,8.0,0,0,4,5,1,58.1,7,58,0,0,52.6,80,10,19,80.43,774,0,854
Dustin Colquitt,2316,P,PIT,4,15,15,4.2,37.33,43.47,8.0,0,0,1,4,25,58.9,7,59,0,0,60.0,72,9,15,63.02,560,1,652
Sam Koch,3148,P,BLT,5,15,15,4.32,43.0,45.6,3.8,0,0,1,5,3,68.0,7,53,3,0,33.3,19,5,15,64.81,645,1,684
Brett Kern,4580,P,TEN,4,13,13,4.22,43.23,45.92,3.8,0,0,2,5,31,70.4,10,66,1,0,30.8,15,4,13,54.87,562,1,597
Kevin Huber,5066,P,CIN,5,23,23,4.44,41.96,48.57,4.0,0,0,2,7,7,69.7,8,70,0,0,34.8,32,8,23,102.08,965,6,1117
Thomas Morstead,5088,P,NO,5,20,20,4.44,40.05,41.75,4.7,0,0,2,13,20,65.1,12,51,1,0,15.0,14,3,20,88.88,801,1,835
Britton Colquitt,5192,P,MIN,5,15,15,4.41,37.87,42.8,7.4,0,0,2,3,18,59.7,4,57,0,0,66.7,74,10,15,66.13,568,0,642
Chris Jones,6798,P,DAL,5,13,13,4.59,41.92,42.92,6.5,0,0,0,10,9,64.4,4,54,1,0,15.4,13,2,13,59.69,545,0,558
Bryan Anger,7072,P,HST,5,17,17,4.4,42.88,46.35,9.8,0,0,1,8,13,75.6,6,59,3,0,23.5,39,4,17,74.72,729,1,788
Johnny Hekker,7252,P,LA,4,15,15,4.47,40.0,48.2,10.5,0,0,1,3,26,71.7,8,61,2,0,40.0,63,6,15,67.07,600,3,723
Sam Martin,7947,P,DEN,4,15,15,4.11,40.8,45.87,8.4,1,0,1,1,10,61.3,4,56,4,0,60.0,76,9,16,61.65,612,0,688
Tress Way,8358,P,WAS,5,31,31,4.39,44.23,48.39,5.2,0,0,4,8,32,66.1,11,61,0,0,54.8,89,17,31,136.01,1371,2,1500
Pat O'Donnell,8826,P,CHI,5,24,24,3.97,40.08,45.96,11.0,0,0,4,7,6,57.0,10,64,1,0,45.8,121,11,24,95.39,962,1,1103
Bradley Pinion,9598,P,TB,5,20,20,4.37,42.0,46.7,9.3,0,0,1,7,30,79.1,8,59,3,0,40.0,74,8,20,87.46,840,1,934
Ty Long,9728,K,LAC,5,21,21,4.22,40.19,47.29,11.5,0,0,2,3,27,72.1,6,63,3,0,61.9,149,13,21,88.61,844,0,993
Riley Dixon,10862,P,NYG,5,16,16,4.55,41.81,46.31,5.3,0,0,3,5,21,75.1,8,62,0,0,37.5,32,6,16,72.77,669,2,741
Rigoberto Sanchez,12130,P,IND,4,12,12,4.14,43.75,47.33,5.8,0,0,3,4,14,63.8,7,60,0,0,33.3,23,4,12,49.63,525,1,568
Matt Haack,12212,P,MIA,5,15,15,4.5,43.33,47.53,8.6,0,0,4,5,17,69.5,6,63,0,0,33.3,43,5,15,67.57,650,1,713
Cameron Johnston,12255,P,PHI,5,21,21,4.49,45.71,51.43,5.7,0,0,1,3,24,71.1,10,62,1,0,66.7,80,14,21,94.33,960,2,1080
Corey Bojorquez,27626,P,BUF,5,12,12,4.46,41.08,50.0,13.4,0,0,1,3,4,66.7,5,72,1,0,41.7,67,5,12,53.53,493,2,600
Logan Cooke,29214,P,JAX,5,13,13,4.35,42.08,46.46,9.3,0,0,3,3,15,64.3,5,63,2,0,30.8,37,4,13,56.49,547,1,604
Tommy Townsend,33007,P,KC,5,18,18,4.63,41.78,50.11,12.5,0,0,2,5,16,86.5,5,67,2,0,22.2,50,4,18,83.34,752,5,902
Sterling Hofrichter,33541,P,ATL,5,18,18,4.44,40.0,41.78,6.4,0,0,1,9,2,64.6,5,55,3,0,27.8,32,5,18,79.93,720,0,752
Joseph Charlton,33672,P,CAR,5,12,12,4.66,41.33,48.83,8.3,0,0,1,3,5,69.3,4,60,0,0,50.0,50,6,12,55.9,496,2,586
Jake Bailey,33963,P,NE,4,10,10,4.4,46.7,48.4,5.7,0,0,3,3,19,69.9,7,58,1,0,30.0,17,3,10,44.04,467,0,484
Jack Fox,34735,P,DET,4,17,17,4.76,49.94,53.41,6.5,0,0,4,4,11,93.6,9,67,2,0,35.3,39,6,17,80.94,849,1,908
Michael Dickson,35381,P,SEA,5,22,22,4.21,45.14,49.64,5.9,0,0,5,4,29,66.6,15,67,1,0,45.5,59,10,22,92.64,993,2,1092
A.J. Cole III,36038,P,LV,5,11,11,4.55,38.73,45.82,15.6,0,0,0,4,23,68.9,4,59,2,0,45.5,78,5,11,50.04,426,0,504
J.K. Scott,38809,P,GB,4,7,7,4.29,36.14,41.0,14.0,0,0,1,0,12,66.0,4,54,4,0,14.3,14,1,7,30.05,253,1,287
Mitch Wishnowsky,44663,P,SF,4,15,15,4.53,42.8,45.8,4.2,1,0,1,6,28,66.9,8,59,1,0,40.0,25,6,16,67.91,642,1,687
Braden Mann,44664,P,NYJ,5,25,25,4.35,37.76,45.4,12.6,0,0,1,7,22,63.9,6,59,3,0,48.0,151,12,25,108.7,944,2,1135
Jamie Gillan,63303,P,CLV,5,15,15,4.14,39.0,44.87,8.8,0,0,1,3,8,61.4,7,59,1,0,66.7,88,10,15,62.04,585,0,673
