player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Drew Brees,802,QB,NO,2,-6.04,0,70,20,75.0,56,60,6.4,2.55,1,1,1.6,61.7,37,19,11.9,62,88.6,5,22,,82.2,60.1,81.3,59.9,57.6,57.4,1,1,65,5.3,85.8,1.6,1,1,0,2,2,2,3.1,405,6.8,80.0,50,53,5.1,2.35,2,1,1.8,66.0,35,14,12.5,55,78.6,5,17,,81.5,64.0,81.0,63.9,57.6,57.4,1,1,58,7.1,94.2,1.8,1,1,0,0,3,1,1.7,332,6.3,69.2,13,15,5.6,2.96,0,0,0.0,60.0,9,5,0.0,15,21.4,0,8,,73.5,51.3,73.7,51.8,,,0,0,15,0.0,91.0,0.0,0,0,0,2,0,1,6.7,140,9.3,0,100.0,7,8,-4.3,1.96,1,0,0.0,87.5,7,0,0.0,8,11.4,0,3,,70.3,63.9,71.5,63.5,,,0,0,8,,141.1,0.0,0,0,0,0,1,0,0.0,67,8.4,3.07
Cam Newton,6153,QB,NE,2,12.86,0,69,19,82.0,50,55,9.4,2.86,3,4,7.0,67.3,37,13,9.8,61,88.4,4,31,,84.7,82.8,81.5,83.6,58.4,66.6,1,1,63,23.1,94.9,4.9,3,3,0,1,1,2,3.2,505,9.2,83.9,31,35,8.6,2.83,2,3,8.1,65.7,23,10,11.5,39,56.5,3,17,,83.0,64.3,80.7,61.8,,63.8,1,1,41,20.0,81.8,5.1,2,2,0,1,0,2,4.9,310,8.9,85.2,27,28,6.5,2.54,1,1,3.6,78.6,22,3,4.3,30,43.5,1,16,,77.4,95.1,76.3,93.6,58.4,65.6,0,0,30,33.3,114.6,3.3,1,1,0,0,1,0,0.0,242,8.6,0,100.0,8,8,-3.3,1.49,0,0,0.0,100.0,8,0,0.0,8,11.6,0,2,,70.3,66.7,71.5,66.1,,,0,0,8,,91.1,0.0,0,0,0,0,0,0,0.0,47,5.9,-0.22
Baker Mayfield,46518,QB,CLV,2,-17.75,0,66,8,71.2,52,59,10.3,3.11,2,3,4.7,59.3,35,20,5.4,63,95.5,2,20,,82.8,65.2,81.6,63.5,,63.5,0,2,69,10.0,83.2,3.2,2,2,0,5,3,3,4.3,409,6.9,76.3,38,43,8.8,2.84,2,1,2.1,65.1,28,13,3.4,47,71.2,1,15,,81.2,61.7,81.1,59.9,,63.5,0,1,53,15.4,82.2,4.3,2,2,0,3,1,2,3.8,287,6.7,62.5,16,19,12.3,3.73,0,2,10.5,47.4,9,7,10.0,19,28.8,1,5,,74.8,66.6,0.0,68.8,,,0,1,19,0.0,81.3,0.0,0,0,0,3,2,1,5.3,121,6.4,0,100.0,2,3,-3.0,2.7,0,0,0.0,66.7,2,0,0.0,3,4.5,0,0,,65.5,49.6,0.0,59.9,,,0,0,3,,70.1,0.0,0,0,0,1,0,0,0.0,-1,-0.3,-0.3
Jared Goff,10635,QB,LA,2,9.56,0,64,26,86.0,43,49,8.3,2.71,2,3,6.0,71.4,35,18,5.4,55,85.9,2,27,,82.2,88.7,81.7,88.2,,65.3,1,1,56,11.1,113.5,3.6,2,4,0,3,3,0,0.0,470,9.6,84.0,25,31,7.3,2.11,3,2,6.1,64.5,20,12,4.8,33,51.6,1,14,,79.8,81.5,81.0,79.8,,66.4,1,1,35,16.7,89.7,6.1,2,0,0,2,1,0,0.0,272,8.8,91.7,24,27,6.1,3.16,0,1,3.6,74.1,20,6,9.1,31,48.4,2,16,,77.7,83.4,76.4,83.6,,60.8,0,0,32,0.0,130.2,0.0,0,4,0,3,2,0,0.0,270,10.0,0,100.0,6,9,-4.5,2.07,1,0,0.0,55.6,5,0,16.7,9,14.1,1,3,,71.9,61.4,72.6,61.1,,,0,0,11,,81.7,0.0,0,0,0,2,0,0,0.0,72,8.0,1.23
Lamar Jackson,46416,QB,BLT,2,7.35,0,61,3,83.7,43,46,10.1,3.15,1,3,6.4,76.1,35,26,2.8,58,95.1,1,26,,83.6,80.0,81.1,80.8,,64.3,0,0,59,23.1,135.4,10.3,6,6,0,2,4,1,1.7,452,9.8,83.3,30,32,8.8,2.91,1,2,6.3,75.0,24,18,4.0,42,68.9,1,18,,82.1,72.9,80.6,72.1,,65.5,0,0,42,27.8,123.6,11.9,5,5,0,1,2,1,2.4,293,9.2,87.5,16,17,10.0,3.42,0,1,5.6,82.4,14,8,0.0,19,31.1,0,10,,75.1,85.2,74.7,84.9,,58.3,0,0,20,12.5,151.5,5.3,1,1,0,1,2,0,0.0,186,10.9,0,100.0,3,3,-3.0,1.43,0,0,0.0,100.0,3,0,0.0,3,4.9,0,2,,65.5,63.7,68.2,63.3,,,0,0,3,,104.2,0.0,0,0,0,0,0,0,0.0,27,9.0,1.78
Kirk Cousins,7102,QB,MIN,2,-10.47,0,60,18,69.6,46,48,12.7,2.95,0,4,7.5,58.3,28,19,12.5,57,95.0,4,20,,81.7,74.1,80.7,71.5,,68.5,0,4,62,26.3,61.5,8.8,5,4,1,1,2,4,6.5,365,7.6,75.6,41,43,10.4,2.78,0,3,6.7,60.5,26,16,16.1,50,83.3,5,18,,80.6,68.8,80.3,65.3,,71.9,0,3,52,25.0,61.6,8.0,4,3,1,1,1,3,5.8,314,7.3,50.0,8,8,18.9,3.54,0,1,9.1,50.0,4,3,0.0,10,16.7,0,2,,72.8,81.1,73.2,81.7,,58.3,0,1,13,33.3,74.0,10.0,1,1,0,0,1,1,7.7,58,7.3,0,100.0,3,3,-2.0,2.07,0,0,0.0,66.7,2,0,33.3,3,5.0,1,0,,65.5,63.5,68.2,63.1,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,7,2.3,-0.05
Jimmy Garoppolo,8697,QB,SF,2,-4.78,0,54,28,75.0,44,44,7.8,2.78,0,3,6.5,68.2,30,14,9.1,49,90.7,3,18,,80.5,71.1,80.1,67.9,,65.6,0,0,51,28.6,124.5,8.2,4,1,0,0,4,0,0.0,373,8.5,73.7,38,38,7.5,2.58,0,2,5.0,68.4,26,11,7.1,40,74.1,2,16,,79.3,69.0,79.7,67.8,,,0,0,42,18.2,127.9,5.0,2,0,0,0,4,0,0.0,307,8.1,80.0,10,11,4.6,3.19,0,1,9.1,63.6,7,5,12.5,14,25.9,1,3,,73.2,69.9,73.5,63.8,,65.6,0,0,14,40.0,86.6,14.3,2,1,0,1,0,0,0.0,83,7.5,0,75.0,4,5,-3.5,2.28,0,0,0.0,60.0,3,2,0.0,5,9.3,0,1,,68.0,62.2,69.9,61.9,,,0,0,5,0.0,66.3,0.0,0,0,0,1,0,0,0.0,17,3.4,-0.53
Jeff Driskel,10841,QB,DEN,1,-12.7,0,41,10,66.7,30,32,14.4,2.57,1,2,5.4,50.0,16,21,20.0,39,95.1,4,11,,79.8,65.2,78.8,63.9,,62.6,0,1,44,28.6,85.0,15.4,6,1,0,1,2,1,2.3,257,8.0,69.2,26,27,13.9,2.46,1,2,6.3,55.6,15,18,16.7,33,80.5,3,9,,79.0,62.1,78.5,60.8,,62.6,0,1,38,27.8,88.3,15.2,5,1,0,0,2,1,2.6,199,7.4,66.7,6,7,10.3,2.84,0,0,0.0,42.9,3,4,25.0,8,19.5,1,2,,70.3,72.3,71.5,71.1,,,0,0,8,25.0,71.7,12.5,1,0,0,1,0,0,0.0,57,8.1,0,100.0,2,2,-4.5,1.75,0,0,0.0,100.0,2,1,0.0,2,4.9,0,0,,63.6,62.2,66.9,61.9,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-1,-0.5,0.77
Drew Lock,39517,QB,DEN,2,12.86,0,40,10,62.5,32,33,12.5,3.08,0,1,2.9,54.5,18,14,10.0,35,87.5,2,12,,16.7,41.5,79.0,49.4,,29.5,1,0,36,7.1,83.3,2.9,1,1,0,0,1,2,5.6,203,6.2,63.0,27,28,13.1,2.95,0,0,0.0,57.1,16,10,5.9,29,72.5,1,10,,15.4,36.8,78.7,43.5,,34.1,1,0,30,10.0,78.6,3.4,1,0,0,0,0,2,6.7,194,6.9,80.0,10,10,5.2,2.87,0,1,10.0,70.0,7,4,12.5,11,27.5,1,4,,71.9,65.1,72.6,70.0,,54.9,0,0,11,0.0,111.3,0.0,0,1,0,0,1,0,0.0,42,4.2,0,100.0,5,5,1.0,1.88,0,0,0.0,100.0,5,0,0.0,5,12.5,0,2,,68.0,59.3,69.9,59.2,,,0,0,5,,94.2,0.0,0,0,0,0,0,0,0.0,33,6.6,-2.73
Justin Herbert,28237,QB,LAC,1,-8.46,0,38,27,72.0,25,27,11.8,3.01,0,2,6.7,63.0,17,13,5.6,32,84.2,1,14,,78.7,54.5,0.0,53.4,,65.4,0,1,36,15.4,93.6,6.3,2,3,1,1,1,1,2.8,273,10.1,83.3,18,20,9.0,2.61,0,2,9.5,70.0,14,9,6.7,22,57.9,1,11,,76.4,69.3,0.0,71.2,,60.1,0,0,24,0.0,121.7,0.0,0,2,1,1,1,0,0.0,214,10.7,66.7,12,13,9.8,3.01,0,0,0.0,61.5,8,4,0.0,16,42.1,0,5,,74.5,38.4,74.3,36.2,,64.5,0,1,18,50.0,52.4,12.5,2,1,0,1,0,1,5.6,97,7.5,0,100.0,5,6,-3.2,1.57,0,0,0.0,83.3,5,0,0.0,6,15.8,0,2,,68.9,63.1,70.6,62.8,,,0,0,6,,93.1,0.0,0,0,0,1,0,0,0.0,38,6.3,-3.24
Tyrod Taylor,6332,QB,LAC,1,10.0,0,34,27,65.4,26,29,11.3,2.76,0,1,3.1,51.7,15,11,11.8,32,94.1,2,11,,79.4,61.0,79.4,63.4,,50.8,1,0,35,9.1,74.1,3.1,1,2,0,2,0,0,0.0,201,6.9,66.7,18,20,11.9,2.63,0,1,4.8,50.0,10,8,16.7,22,64.7,2,7,,77.4,64.7,78.7,67.4,,52.2,1,0,23,12.5,72.7,4.5,1,1,0,1,0,0,0.0,139,7.0,66.7,9,10,8.6,2.73,0,0,0.0,60.0,6,3,0.0,12,35.3,0,4,,73.2,53.1,73.5,54.7,,58.3,0,0,14,0.0,80.8,0.0,0,1,0,1,0,0,0.0,69,6.9,0,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,2,5.9,0,0,,63.6,58.8,66.9,58.9,,,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,-0.05
Nick Mullens,12282,QB,SF,1,37.5,0,13,28,70.0,10,10,4.7,2.47,0,0,0.0,70.0,7,5,0.0,11,84.6,0,3,,21.3,51.8,75.9,50.6,,60.0,0,1,12,20.0,50.0,9.1,1,0,0,0,0,1,8.3,70,7.0,62.5,8,8,4.0,2.1,0,0,0.0,62.5,5,2,0.0,8,61.5,0,1,,71.8,60.2,75.3,59.0,,60.0,0,1,8,0.0,31.3,0.0,0,0,0,0,0,0,0.0,32,4.0,100.0,3,3,3.7,2.8,0,0,0.0,100.0,3,4,0.0,5,38.5,0,2,,16.2,43.8,70.6,45.0,,,0,0,6,50.0,118.8,40.0,2,0,0,0,0,1,16.7,39,13.0,0,100.0,1,1,-4.0,1.8,0,0,0.0,100.0,1,1,0.0,2,15.4,0,0,,63.6,58.6,66.9,58.7,,,0,0,2,100.0,79.2,50.0,1,0,0,0,0,0,0.0,1,1.0,9.0
Taysom Hill,12112,QB,NO,1,-100.0,0,2,20,100.0,1,1,21.0,4.35,0,0,0.0,100.0,1,1,0.0,2,100.0,0,2,64.7,70.7,73.2,75.6,74.9,59.6,73.8,0,0,2,0.0,118.8,0.0,0,1,0,0,0,0,0.0,38,38.0,100.0,1,1,21.0,3.1,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,69.4,59.4,75.1,74.9,54.2,66.8,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,38,38.0,,0,0,,5.6,0,0,,,0,1,,1,50.0,0,1,64.7,63.8,80.6,68.0,,71.4,65.9,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,41.1,63.6,,59.8,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-38.0
Andy Dalton,6187,QB,DAL,1,0.0,0,1,9,,0,1,,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.4,59.6,66.9,60.0,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,60.0,64.6,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.4,60.0,64.6,60.0,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Chris Jones,6798,P,DAL,1,0.0,0,1,9,100.0,1,1,9.0,2.3,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,60.4,53.6,67.4,56.5,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,9.0,2.3,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,60.4,53.6,67.4,56.5,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jacoby Brissett,10725,QB,IND,1,0.0,0,1,14,,0,0,,2.4,0,0,,,0,1,,1,100.0,0,0,,60.4,60.0,64.6,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,2.4,0,0,,,0,1,,1,100.0,0,0,,60.4,60.0,64.6,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Robert Griffin III,7008,QB,BLT,1,-100.0,0,1,3,100.0,1,1,6.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,64.5,62.0,70.6,60.9,,60.0,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,100.0,1,1,6.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,64.5,62.0,70.6,60.9,,60.0,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-9.0
James White,8765,HB,NE,1,0.0,0,1,19,,0,0,,4.9,0,0,,,0,0,,1,100.0,0,0,70.5,71.2,57.5,77.2,,68.2,52.2,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,68.3,70.0,55.5,77.5,,62.0,53.9,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.9,0,0,,,0,0,,1,100.0,0,0,64.7,63.8,62.4,66.8,,72.2,58.3,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Russell Gage,44771,WR,ATL,1,0.0,0,1,2,100.0,1,1,38.0,2.3,0,1,100.0,0.0,0,0,100.0,1,100.0,1,0,49.8,73.0,80.4,79.0,86.9,74.7,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,38.0,2.3,0,1,100.0,0.0,0,0,100.0,1,100.0,1,0,51.5,73.3,81.4,79.0,86.9,75.6,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,53.6,69.7,,54.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,64.7,61.2,57.6,69.2,,58.0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
