player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Patrick Mahomes,11765,QB,KC,14,607,78.8,118,123,9.1,2.44,1,9,7.0,71.5,88,49,5.4,134,22.1,5,68,,,,,63.8,91.5,81.8,89.0,60.0,83.3,1,1,139,8.2,137.2,3.0,4,7,0,3,15,3,2.2,1159,9.4,0,16,64.4,92.4,91.6,68.6,77.1,393,421,8.9,3.01,6,35,7.8,66.0,278,155,8.3,473,77.9,25,175,,,,,80.1,91.3,86.9,90.3,59.4,71.7,4,4,507,11.6,102.5,3.8,18,33,1,17,21,16,3.2,3303,7.8,81.6,375,383,7.6,2.43,6,26,6.5,74.4,285,0,6.9,403,66.4,21,183,,,,,91.3,94.4,86.2,92.7,58.3,86.1,0,2,424,,121.9,0.0,0,19,1,1,28,7,1.7,3273,8.5,0,66.2,136,161,12.9,3.78,1,18,10.2,50.3,81,204,10.0,204,33.6,9,60,,,,,40.4,76.7,83.6,75.8,,62.8,5,3,222,10.8,83.6,10.8,22,21,0,19,8,12,5.4,1189,7.4
Matt Ryan,4317,QB,ATL,14,599,75.5,139,150,8.9,2.51,4,7,4.4,68.0,102,74,2.9,167,27.9,3,68,,,,,68.7,78.0,82.8,75.9,57.5,70.3,0,4,177,20.3,94.5,9.0,15,2,0,7,6,6,3.4,1207,8.0,0,2,87.8,84.0,82.2,61.1,76.0,363,397,10.0,2.89,6,21,5.0,62.7,249,130,9.8,432,72.1,27,148,,,,,90.0,81.7,63.8,80.9,,56.7,4,7,455,16.2,89.9,4.9,21,14,1,23,16,14,3.1,2809,7.1,80.1,371,386,8.9,2.54,5,17,4.3,70.7,273,0,8.1,395,65.9,24,162,,,,,91.2,92.6,86.0,91.8,58.8,58.4,0,5,410,,101.0,0.0,0,9,1,9,15,8,2.0,3001,7.8,2,64.1,131,161,12.1,3.26,5,11,6.3,48.4,78,204,7.1,204,34.1,6,54,,,,,61.9,51.6,42.4,51.8,59.9,63.4,4,6,222,17.6,67.7,17.6,36,7,0,21,7,12,5.4,1015,6.3
Justin Herbert,28237,QB,LAC,13,580,75.6,131,145,7.8,2.3,5,5,3.2,64.1,93,72,6.1,155,26.7,6,60,,,,,88.6,75.5,82.5,73.8,,65.3,6,4,165,8.3,93.4,3.9,6,3,0,3,8,2,1.2,1077,7.4,0,27,77.7,77.6,76.4,61.8,75.4,362,386,7.8,2.67,5,22,5.4,67.4,260,136,4.8,425,73.3,13,139,,,,,76.8,76.5,86.4,74.4,,69.3,5,6,447,15.4,97.3,4.9,21,18,4,10,19,12,2.7,2704,7.0,77.1,345,360,6.6,2.28,6,14,3.8,70.6,254,0,4.5,372,64.1,12,136,,,,,84.3,76.3,85.7,73.9,,73.5,0,8,382,,95.2,0.3,1,11,4,5,16,9,2.4,2488,6.9,2,71.6,148,171,10.6,3.1,4,13,6.8,57.9,99,208,6.6,208,35.9,7,63,,,,,74.5,75.4,83.7,74.2,,61.9,11,2,230,12.5,98.4,12.5,26,10,0,8,11,5,2.2,1293,7.6
Russell Wilson,7077,QB,SEA,14,579,79.7,158,172,7.9,2.65,1,12,6.6,68.6,118,79,6.3,200,34.5,8,71,,,,,73.2,83.2,37.5,80.0,,78.1,3,5,211,19.0,100.4,7.5,15,12,0,10,12,6,2.8,1238,7.2,0,29,78.3,90.9,90.3,74.0,80.1,307,318,9.2,3.17,2,27,8.0,71.1,226,137,8.1,379,65.5,20,140,,,,,85.4,91.2,59.2,90.1,,75.7,0,8,402,17.5,110.7,6.3,24,36,0,9,25,10,2.5,2568,8.1,83.2,334,337,7.6,2.52,3,24,6.8,77.7,262,0,5.8,363,62.7,16,146,,,,,91.1,94.4,85.7,93.3,,71.6,0,7,379,,117.0,0.0,0,24,0,0,26,6,1.6,2694,8.0,8,71.8,131,153,11.8,3.79,0,15,9.0,53.6,82,216,12.8,216,37.3,12,65,,,,,59.2,69.3,0.1,65.4,,80.3,3,6,234,18.1,84.7,18.1,39,24,0,19,11,10,4.3,1112,7.3
Ben Roethlisberger,1732,QB,PIT,14,576,77.3,150,161,7.0,2.05,7,6,3.5,64.0,103,44,11.2,165,28.6,13,61,,,,,68.6,70.8,32.2,70.3,,,2,1,175,6.8,98.1,1.8,3,0,0,2,9,3,1.7,1031,6.4,0,25,77.7,68.7,68.0,52.1,74.5,381,398,7.5,2.23,10,17,4.0,65.8,262,78,7.7,411,71.4,22,115,,,,,86.8,66.4,86.3,65.3,,67.3,3,9,443,11.5,90.6,2.2,9,3,0,4,21,14,3.2,2431,6.1,78.5,437,453,6.4,2.02,14,15,3.1,69.1,313,0,8.7,454,78.8,30,148,,,,,91.6,76.3,86.7,74.5,,63.9,0,6,487,,100.5,0.0,0,1,0,2,27,9,1.8,2880,6.4,2,60.6,94,106,11.6,2.8,3,8,7.0,49.1,52,122,8.8,122,21.2,5,28,,,,,36.0,45.7,17.6,46.9,,62.1,5,4,131,9.8,59.6,9.8,12,2,0,4,3,8,6.1,582,5.5
Deshaun Watson,11767,QB,HST,14,573,70.1,134,142,9.8,2.72,1,11,7.4,61.3,87,69,7.4,170,29.7,7,62,,,,,89.2,82.3,82.7,79.1,,73.2,0,2,178,13.0,101.4,5.3,9,19,0,7,9,3,1.7,1124,7.9,0,13,69.5,91.9,90.4,83.3,81.9,309,330,9.0,3.16,6,24,7.0,73.6,243,138,4.0,403,70.3,10,151,,,,,64.7,92.6,86.1,90.3,,90.2,1,4,422,25.4,114.6,8.7,35,37,2,12,18,9,2.1,3010,9.1,82.5,338,351,8.3,2.4,7,21,5.8,76.4,268,0,3.9,366,63.9,11,151,,,,,84.1,94.3,85.7,93.3,,65.7,0,2,378,,120.3,0.3,1,13,2,4,20,4,1.1,3202,9.1,3,64.8,105,121,12.2,4.13,0,14,10.6,51.2,62,207,8.8,207,36.1,6,62,,,,,56.8,74.8,83.6,63.3,,90.8,1,4,222,20.8,82.4,20.8,43,43,0,15,7,8,3.6,932,7.7
Kyler Murray,38334,QB,ARZ,14,567,75.4,114,132,7.7,2.79,6,7,4.8,62.9,83,57,3.5,152,26.8,3,65,,,,,67.5,81.3,82.5,76.7,,81.7,0,3,166,15.8,99.0,5.9,9,11,0,12,9,3,1.8,991,7.5,0,1,80.1,83.0,77.9,84.9,77.4,337,365,8.3,2.86,4,15,3.9,69.3,253,96,3.1,415,73.2,8,145,,,,,76.0,78.9,62.7,74.9,,81.3,1,8,434,13.5,96.4,3.1,13,35,7,16,17,11,2.5,2646,7.2,80.1,367,388,7.6,2.41,8,15,3.7,73.5,285,0,3.1,414,73.0,9,165,,,,,91.3,88.1,86.2,83.9,,81.4,0,8,434,,104.4,0.2,1,23,7,6,21,8,1.8,2950,7.6,7,63.1,84,109,10.7,3.98,2,7,5.8,46.8,51,153,3.8,153,27.0,2,45,,,,,29.0,61.9,29.8,56.2,,80.4,1,3,166,13.7,71.2,13.7,21,23,0,22,5,6,3.6,687,6.3
Tom Brady,698,QB,TB,14,565,69.8,139,146,9.8,2.08,2,12,7.6,59.6,87,50,10.3,153,27.1,10,58,,,,,88.6,81.7,82.4,79.8,,,1,5,165,12.0,86.4,3.9,6,0,0,4,9,4,2.4,993,6.8,1,30,90.6,90.6,89.0,66.1,76.5,375,396,9.0,2.52,5,23,5.5,67.2,266,95,7.3,412,72.9,21,138,,,,,86.9,89.7,86.3,87.7,,48.7,3,6,438,13.7,101.5,3.2,13,3,3,10,23,7,1.6,2893,7.3,79.5,405,419,8.2,2.25,6,27,6.0,71.6,300,0,6.8,420,74.3,22,168,,,,,91.4,93.5,86.4,92.3,,,0,6,448,,111.5,0.0,0,0,3,5,29,5,1.1,3285,7.8,4,56.9,109,123,13.0,2.84,1,8,6.1,43.1,53,145,14.5,145,25.7,9,28,,,,,66.3,57.2,82.2,58.3,,48.7,4,5,155,13.1,49.5,13.1,19,3,0,9,3,6,3.9,601,4.9
Josh Allen,46601,QB,BUF,14,564,75.6,193,208,9.0,2.8,4,9,3.9,64.4,134,93,8.2,228,40.4,12,86,,,,,76.4,82.1,84.1,77.0,,88.8,1,2,252,8.6,100.5,3.5,8,12,0,10,12,8,3.2,1474,7.1,0,4,51.4,89.0,86.6,72.7,80.6,283,303,8.9,3.09,4,22,6.8,71.6,217,121,4.8,336,59.6,11,124,,,,64.7,59.2,89.7,85.5,87.1,90.3,64.3,3,7,359,13.2,106.7,4.8,16,17,0,13,18,14,3.9,2526,8.3,85.8,330,338,7.2,2.49,3,17,4.7,78.7,266,0,6.0,350,62.1,17,141,,,,64.7,91.1,94.6,85.7,93.3,90.3,69.1,0,3,376,,119.6,0.0,0,12,0,5,21,6,1.6,2911,8.6,4,62.3,146,173,12.9,3.77,5,14,7.3,49.1,85,214,6.6,214,37.9,6,69,,,,,29.2,62.3,83.8,58.4,,81.0,4,6,235,11.2,72.1,11.2,24,17,0,18,9,16,6.8,1089,6.3
Matthew Stafford,4924,QB,DET,14,546,73.2,142,149,8.6,2.42,2,4,2.5,63.1,94,56,9.6,168,30.8,10,59,,,,,48.8,62.3,82.7,61.9,,,2,4,177,33.9,87.3,11.3,19,0,0,3,6,5,2.8,1089,7.3,0,11,83.9,81.6,78.5,80.0,74.8,321,345,9.3,2.58,6,24,6.5,64.6,223,101,7.1,378,69.2,17,141,,,,,91.2,87.7,86.0,83.6,58.4,84.8,3,5,408,18.8,98.8,5.0,19,14,7,8,17,6,1.5,2685,7.8,76.3,372,386,8.4,2.28,6,18,4.4,67.6,261,0,8.1,389,71.2,23,155,,,,,91.3,86.1,86.1,83.7,58.4,64.9,0,7,414,,95.2,0.0,0,3,7,1,15,7,1.7,2908,7.5,3,65.9,91,108,11.6,3.17,2,10,8.5,51.9,56,157,6.7,157,28.8,4,45,,,,,47.5,63.9,82.6,58.9,,85.7,5,2,171,24.2,95.7,24.2,38,11,0,10,8,4,2.3,866,8.0
