player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,7,25,25,4.24,39.96,44.0,6.8,0,0,6,6,1,57.6,9,58,0,0,48.0,81,12,25,106.04,999,1,1100
Dustin Colquitt,2316,P,PIT,5,20,20,4.21,37.15,43.05,7.1,0,0,2,5,25,61.0,8,59,0,0,55.0,78,11,20,84.29,743,2,861
Sam Koch,3148,P,BLT,7,25,25,4.37,42.56,45.12,4.9,0,0,1,9,3,74.1,12,59,5,0,36.0,44,9,25,109.28,1064,1,1128
Brett Kern,4580,P,TEN,7,20,20,4.22,41.35,48.25,12.3,0,0,2,7,31,72.7,13,66,1,0,40.0,98,8,20,84.33,827,2,965
Kevin Huber,5066,P,CIN,7,29,29,4.39,41.59,47.52,4.7,0,0,4,7,7,67.3,10,70,1,0,37.9,52,11,29,127.22,1206,6,1378
Thomas Morstead,5088,P,NO,6,24,24,4.39,39.04,41.17,5.2,0,0,2,13,20,60.1,13,51,2,0,25.0,31,6,24,105.32,937,1,988
Britton Colquitt,5192,P,MIN,7,22,22,4.31,37.91,43.32,8.5,0,0,4,4,18,57.6,5,57,0,0,63.6,119,14,22,94.76,834,0,953
Chris Jones,6798,P,DAL,8,24,24,4.44,40.21,42.58,6.2,0,0,0,15,9,60.7,5,54,2,0,25.0,37,6,24,106.59,965,1,1022
Bryan Anger,7072,P,HST,7,25,25,4.46,43.08,48.08,8.1,0,0,1,10,13,76.8,10,67,3,0,32.0,65,8,25,111.42,1077,3,1202
Johnny Hekker,7252,P,LA,7,32,32,4.43,39.63,47.47,19.0,0,0,7,7,26,71.2,19,63,5,0,28.1,171,9,32,141.7,1268,4,1519
Sam Martin,7947,P,DEN,7,26,26,4.12,41.38,48.12,9.6,1,0,2,3,10,65.0,8,69,5,0,53.8,135,14,27,107.19,1076,2,1251
Tress Way,8358,P,WAS,7,34,34,4.38,44.18,47.97,4.9,0,0,5,9,32,66.9,14,61,0,0,52.9,89,18,34,148.94,1502,2,1631
Pat O'Donnell,8826,P,CHI,8,37,37,4.1,39.65,46.43,12.4,0,0,7,10,6,59.0,16,64,1,0,45.9,211,17,37,151.82,1467,2,1718
Bradley Pinion,9598,P,TB,8,31,31,4.31,41.13,44.52,9.4,0,0,4,10,30,74.5,12,59,7,0,29.0,85,9,31,133.66,1275,1,1380
Ty Long,9728,K,LAC,7,27,27,4.15,38.33,46.22,11.4,1,0,2,4,27,64.0,7,63,3,0,63.0,193,17,28,112.02,1035,1,1248
Jordan Berry,10236,P,PIT,2,8,8,4.32,41.63,44.13,10.0,0,0,0,4,25,65.3,5,56,2,0,25.0,20,2,8,34.54,333,0,353
Riley Dixon,10862,P,NYG,8,28,28,4.41,40.46,43.57,5.2,0,0,7,10,21,67.0,14,62,0,0,32.1,47,9,28,123.47,1133,2,1220
Rigoberto Sanchez,12130,P,IND,6,19,19,4.25,43.79,46.79,5.3,1,0,4,7,14,68.5,11,60,0,0,36.8,37,7,20,80.76,832,1,889
Matt Haack,12212,P,MIA,7,31,31,4.47,42.26,44.52,6.3,0,0,8,14,17,70.1,16,63,0,0,25.8,50,8,31,138.6,1310,1,1380
Cameron Johnston,12255,P,PHI,8,34,34,4.43,44.32,50.38,6.6,0,0,1,6,24,68.4,12,66,2,0,64.7,146,22,34,150.76,1507,3,1713
Corey Bojorquez,27626,P,BUF,7,19,19,4.38,42.68,49.21,10.5,0,0,2,5,4,64.8,9,72,2,0,42.1,84,8,19,83.26,811,2,935
Logan Cooke,29214,P,JAX,7,20,20,4.34,42.15,45.35,6.3,0,0,3,5,15,64.3,7,63,4,0,35.0,44,7,20,86.72,843,1,907
Tommy Townsend,33007,P,KC,8,26,26,4.57,40.12,47.58,12.3,0,0,3,9,16,86.4,9,67,2,0,23.1,74,6,26,118.9,1043,6,1237
Sterling Hofrichter,33541,P,ATL,8,25,25,4.44,40.04,41.56,5.4,0,0,2,13,2,60.8,7,55,3,0,28.0,38,7,25,111.03,1001,0,1039
Joseph Charlton,33672,P,CAR,8,16,16,4.6,41.88,47.75,6.8,0,0,1,4,5,73.4,7,60,1,0,50.0,54,8,16,73.63,670,2,764
Jake Bailey,33963,P,NE,7,19,19,4.29,45.0,46.95,5.7,0,0,5,8,19,62.1,12,64,2,0,15.8,17,3,19,81.56,855,1,892
Jack Fox,34735,P,DET,7,27,27,4.72,47.63,53.22,7.3,0,0,7,6,11,92.1,11,67,2,0,25.9,51,7,27,127.42,1286,5,1437
Michael Dickson,35381,P,SEA,7,29,29,4.25,44.55,50.38,7.4,0,0,7,5,29,69.3,17,67,1,0,41.4,89,12,29,123.36,1292,4,1461
A.J. Cole III,36038,P,LV,7,15,15,4.58,40.2,45.4,15.6,0,0,0,7,23,72.1,8,59,3,0,33.3,78,5,15,68.73,603,0,681
J.K. Scott,38809,P,GB,7,19,19,4.59,40.74,45.11,9.0,1,0,2,2,12,73.6,8,62,7,0,36.8,63,7,20,87.17,774,1,857
Mitch Wishnowsky,44663,P,SF,7,25,25,4.52,42.84,46.76,7.1,1,0,3,9,28,76.0,12,59,1,0,44.0,78,11,26,112.89,1071,1,1169
Braden Mann,44664,P,NYJ,8,44,44,4.35,37.75,45.27,11.8,0,0,2,11,22,61.2,8,60,5,0,52.3,271,23,44,191.48,1661,3,1992
Jamie Gillan,63303,P,CLV,8,24,24,4.27,37.71,44.75,9.9,0,0,1,5,8,66.4,9,59,2,0,62.5,149,15,24,102.38,905,1,1074
