team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,7,265,4,34,265,91.7,41,3
CLV,8,8,255,10,23,255,91.2,39,6
LA,26,8,301,11,35,301,90.7,51,5
ARZ,1,7,278,3,43,278,90.6,49,3
KC,16,8,329,9,48,329,89.8,62,5
TB,30,8,321,24,31,321,89.3,62,7
NE,19,7,234,5,30,234,89.1,43,8
SEA,29,7,298,11,42,298,89.1,59,6
NO,20,7,268,14,31,268,89.0,52,7
CAR,5,8,300,6,41,300,88.5,58,11
HST,13,7,286,5,51,286,88.1,62,6
TEN,31,7,252,22,30,252,88.1,56,4
MIA,17,7,249,15,41,249,87.6,59,3
ATL,2,8,345,17,50,345,87.4,77,10
PIT,25,7,261,13,41,261,87.4,60,6
LV,23,7,259,11,46,259,87.1,62,5
IND,14,7,245,10,49,245,86.7,62,3
DET,11,7,269,14,40,269,86.6,63,9
DAL,9,8,390,12,68,390,86.4,93,13
LAC,27,7,286,16,50,286,86.4,72,6
SF,28,8,301,23,33,301,86.4,69,13
BLT,3,7,230,9,37,230,86.1,55,9
CIN,7,8,373,20,68,373,85.8,97,9
BUF,4,8,312,14,67,312,85.7,85,4
JAX,15,7,310,11,57,310,85.5,79,11
DEN,10,7,273,17,52,273,84.8,76,7
WAS,32,7,279,18,43,279,84.4,74,13
CHI,6,8,345,19,74,345,83.0,105,12
MIN,18,7,209,16,33,209,83.0,60,11
PHI,24,8,357,19,63,357,82.6,103,21
NYJ,22,8,312,19,82,312,79.6,114,13
NYG,21,8,309,14,95,309,78.8,120,11
