player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,5,0,3,2,66.7,1,1,100.0,28,68.0,0,0,,13,13,100.0,0,2,2,100.0,8,7,87.5,2,2,100.0
Stephen Gostkowski,3063,K,TEN,4,0,4,4,100.0,4,1,25.0,31,57.8,0,0,,13,11,84.6,0,3,3,100.0,12,9,75.0,1,1,100.0
Matt Prater,3471,K,DET,4,0,2,0,0.0,1,1,100.0,11,59.9,0,0,,10,10,100.0,0,4,4,100.0,9,7,77.8,2,2,100.0
Nick Folk,3794,K,NE,4,0,1,0,0.0,2,1,50.0,19,47.0,0,0,,11,10,90.9,0,2,2,100.0,7,5,71.4,2,2,100.0
Mason Crosby,3809,K,GB,4,0,1,1,100.0,4,4,100.0,12,71.7,0,0,,17,16,94.1,0,3,3,100.0,8,8,100.0,0,0,
Stephen Hauschka,4655,K,JAX,1,0,0,0,,1,0,0.0,15,28.9,0,0,,2,2,100.0,0,0,0,,2,0,0.0,1,0,0.0
Ryan Succop,5180,K,TB,5,0,1,0,0.0,3,2,66.7,30,67.5,0,0,,15,14,93.3,0,5,5,100.0,11,9,81.8,2,2,100.0
Graham Gano,5443,K,NYG,5,0,5,4,80.0,2,2,100.0,21,77.0,0,0,,4,4,100.0,0,4,4,100.0,14,13,92.9,3,3,100.0
Dan Bailey,6796,K,MIN,5,0,2,1,50.0,3,2,66.7,18,57.7,0,0,,10,10,100.0,0,2,2,100.0,8,6,75.0,1,1,100.0
Randy Bullock,7154,K,CIN,5,0,1,1,100.0,5,5,100.0,7,66.7,0,0,,9,9,100.0,0,6,5,83.3,14,13,92.9,2,2,100.0
Greg Zuerlein,7163,K,DAL,5,0,1,0,0.0,4,4,100.0,9,69.3,0,0,,15,13,86.7,0,3,3,100.0,9,8,88.9,1,1,100.0
Justin Tucker,7604,K,BLT,5,0,1,0,0.0,5,5,100.0,3,76.0,0,0,,17,17,100.0,0,3,3,100.0,11,10,90.9,2,2,100.0
Dustin Hopkins,7958,K,WAS,5,0,1,0,0.0,4,3,75.0,32,48.5,0,0,,9,8,88.9,0,1,1,100.0,7,5,71.4,1,1,100.0
Brandon McManus,8437,K,DEN,4,0,4,3,75.0,2,2,100.0,10,76.9,0,0,,8,8,100.0,0,0,0,,7,6,85.7,1,1,100.0
Cairo Santos,8932,K,CHI,5,0,1,0,0.0,2,1,50.0,6,62.7,0,0,,10,10,100.0,0,4,4,100.0,9,7,77.8,2,2,100.0
Chris Boswell,8990,K,PIT,4,0,0,0,,2,2,100.0,25,62.9,0,0,,13,12,92.3,0,2,2,100.0,6,6,100.0,2,2,100.0
Cody Parkey,9030,K,CLV,4,0,0,0,,3,3,100.0,8,75.3,0,0,,18,17,94.4,0,3,3,100.0,7,7,100.0,1,1,100.0
Josh Lambo,10133,K,JAX,2,0,1,1,100.0,1,1,100.0,15,60.7,0,0,,7,6,85.7,0,1,1,100.0,3,3,100.0,0,0,
Jason Myers,10207,K,SEA,5,0,1,1,100.0,1,1,100.0,29,76.5,0,0,,21,21,100.0,0,0,0,,2,2,100.0,0,0,
Wil Lutz,11096,K,NO,5,0,1,1,100.0,2,2,100.0,20,81.2,0,0,,18,18,100.0,0,4,4,100.0,9,9,100.0,2,2,100.0
Ka'imi Fairbairn,11161,K,HST,5,0,2,1,50.0,3,3,100.0,13,70.7,0,0,,11,11,100.0,0,3,3,100.0,10,9,90.0,2,2,100.0
Aldrick Rosas,11331,K,JAX,1,0,1,1,100.0,1,0,0.0,15,56.4,0,0,,1,1,100.0,0,2,2,100.0,5,4,80.0,1,1,100.0
Sam Ficken,11437,K,NYJ,5,0,1,1,100.0,1,1,100.0,22,64.7,0,0,,6,6,100.0,0,4,4,100.0,9,9,100.0,3,3,100.0
Jake Elliott,11908,K,PHI,5,0,3,1,33.3,1,1,100.0,24,60.9,0,0,,10,10,100.0,0,4,4,100.0,9,7,77.8,1,1,100.0
Zane Gonzalez,11979,K,ARZ,5,0,3,2,66.7,3,2,66.7,1,61.3,0,0,,15,14,93.3,0,1,1,100.0,8,6,75.0,1,1,100.0
Harrison Butker,11988,K,KC,5,0,2,2,100.0,1,0,0.0,16,76.4,1,1,100.0,16,13,81.3,0,3,3,100.0,9,8,88.9,2,2,100.0
Younghoe Koo,12042,K,ATL,4,0,1,1,100.0,6,5,83.3,2,55.8,0,0,,9,7,77.8,0,3,3,100.0,12,11,91.7,2,2,100.0
Brandon Wright,13421,K,JAX,1,0,0,0,,0,0,,15,44.5,0,0,,2,1,50.0,0,0,0,,0,0,,0,0,
Austin Seibert,13701,K,CIN,1,0,0,0,,1,0,0.0,7,29.6,0,0,,1,0,0.0,0,0,0,,1,0,0.0,0,0,
Elliott Fry,21473,K,ATL,1,0,0,0,,0,0,,2,35.6,0,0,,2,1,50.0,0,0,0,,1,1,100.0,1,1,100.0
Daniel Carlson,28121,K,LV,5,0,3,3,100.0,2,1,50.0,23,69.4,0,0,,17,16,94.1,0,2,2,100.0,12,11,91.7,5,5,100.0
Jason Sanders,29578,K,MIA,5,0,2,2,100.0,6,6,100.0,17,82.3,0,0,,10,10,100.0,0,2,2,100.0,14,14,100.0,4,4,100.0
Tyler Bass,33010,K,BUF,5,0,0,0,,1,1,100.0,4,49.0,1,1,100.0,17,16,94.1,0,4,2,50.0,7,5,71.4,1,1,100.0
Rodrigo Blankenship,34038,K,IND,5,0,0,0,,5,4,80.0,14,61.5,0,0,,11,11,100.0,0,8,7,87.5,17,15,88.2,4,4,100.0
Joey Slye,39235,K,CAR,5,0,0,0,,3,2,66.7,5,55.1,0,0,,11,9,81.8,0,5,5,100.0,14,13,92.9,6,6,100.0
Michael Badgley,39417,K,LAC,5,0,3,1,33.3,4,3,75.0,27,43.3,0,0,,12,11,91.7,0,0,0,,10,7,70.0,3,3,100.0
