player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Desmond Trufant,7803,CB,DET,3,0,11,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.6,1,64,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Jaire Alexander,49350,CB,GB,8,0,12,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,246,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Vernon Hargreaves III,10645,CB,HST,8,0,13,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.4,1,248,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cody Barton,50727,LB,SEA,5,0,29,0,1,0,0,0,0,,0,0,,0,0,0,0,2.5,1,40,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Marcus Peters,9451,CB,BLT,8,0,3,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.6,2,342,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jaylen Samuels,47297,HB,PIT,1,0,25,1,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Darius Slay,7817,CB,PHI,8,0,24,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,279,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Marcus Gilchrist,6202,S,BLT,2,0,3,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.9,1,35,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Avonte Maddox,50543,CB,PHI,5,0,24,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.7,1,141,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Isaac Yiadom,49355,CB,NYG,6,0,21,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,1.4,2,143,1,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
Bashaud Breeland,8737,CB,KC,5,0,16,1,3,0,0,0,0,0.0,0,0,,0,0,0,1,2.8,5,177,4,40.0,0,1,3,1,100.0,5,4,40.0,0,1,1,0,1,1
