player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Johnathan Joseph,2969,CB,TEN,1,0,13.7,66.7,92.3,12.0,8.0,0,0,0,0.0,31,70.3,60.4,77.2,56.5,29.8,75.1,0,8,0.0,0,0,0,75.7,2,24,26,0,1,3,0,13,8,0.5,6.5
Calais Campbell,4364,DI,BLT,1,0,9.0,0.0,3.1,,1.0,0,1,1,100.0,3,60.1,77.1,77.2,65.0,67.5,68.4,0,,,0,1,0,39.6,0,1,32,0,0,1,0,0,0,0.0,
Malcolm Jenkins,4937,S,NO,1,0,11.0,0.0,87.0,,17.5,0,0,0,0.0,20,68.5,76.9,78.7,82.5,70.9,83.8,0,,0.0,0,0,1,39.6,0,40,46,1,3,2,0,0,0,0.0,
Jason McCourty,5127,CB,NE,1,1,5.0,100.0,93.5,25.0,25.0,0,0,0,0.0,19,68.6,68.9,74.1,56.3,63.2,77.5,0,5,0.0,0,0,0,87.5,1,29,31,0,1,1,0,5,0,0.2,5.0
Joe Haden,5532,CB,PIT,1,0,8.7,66.7,100.0,24.0,16.0,0,0,0,0.0,25,61.6,56.0,76.2,,31.7,78.8,0,10,0.0,0,0,1,77.1,2,52,52,1,5,3,0,14,-1,0.3,7.0
Jason Pierre-Paul,5540,ED,TB,1,0,-1.0,100.0,16.7,3.0,3.0,0,0,0,0.0,30,63.2,70.0,81.1,65.9,65.0,74.9,0,5,0.0,0,0,0,85.4,2,6,36,2,1,2,0,9,11,1.5,4.5
Kareem Jackson,5545,S,DEN,1,0,6.8,75.0,100.0,15.0,11.3,0,0,1,25.0,10,60.1,65.9,81.6,,73.1,72.4,0,7,0.0,0,1,0,119.8,3,48,48,0,3,4,1,15,9,0.3,5.0
Devin McCourty,5552,S,NE,1,0,16.0,100.0,97.4,16.5,16.5,0,0,0,0.0,19,51.8,53.7,76.6,58.5,66.8,60.2,0,18,33.3,1,0,0,118.8,2,37,38,0,2,2,0,32,0,1.0,16.0
Jerry Hughes,5556,ED,BUF,1,0,,,6.7,,,0,0,0,,4,67.0,78.1,79.9,73.9,46.4,71.4,0,,0.0,0,0,0,0.0,0,2,30,1,1,0,0,0,0,0.0,
Patrick Robinson,5557,CB,NO,1,0,9.0,100.0,100.0,4.0,4.0,0,0,0,0.0,20,30.7,36.6,70.1,,63.8,71.6,0,9,0.0,0,0,1,104.2,1,6,6,0,1,1,0,9,0,2.3,9.0
Carlos Dunlap,5579,ED,CIN,1,0,,,3.6,,,0,0,0,,7,61.4,55.7,79.8,58.8,51.8,73.6,0,,0.0,0,0,0,0.0,0,1,28,0,1,0,0,0,0,0.0,
Sherrick McManis,5667,S,CHI,1,0,,,100.0,,,0,0,0,,6,42.9,37.9,67.5,,,,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,
Anthony Levine,6013,S,BLT,1,0,,,100.0,,,0,0,0,,3,60.0,73.0,69.4,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Andrew Sendejo,6118,S,CLV,1,0,24.3,75.0,93.5,9.3,7.0,0,0,0,0.0,8,37.8,30.9,77.8,56.1,44.0,62.3,0,47,0.0,0,0,0,156.3,3,29,31,2,3,4,1,73,8,2.6,24.3
Patrick Peterson,6157,CB,ARZ,1,0,13.3,0.0,100.0,,12.3,0,0,1,33.3,1,66.3,62.0,77.1,,45.3,22.6,0,,,0,1,0,39.6,0,38,38,0,0,3,0,0,0,0.0,
Aldon Smith,6159,ED,DAL,1,0,,,8.0,,,0,0,0,,9,61.9,72.6,77.9,63.7,70.2,65.1,0,,0.0,0,0,0,0.0,0,2,25,2,1,0,0,0,0,0.0,
Ryan Kerrigan,6168,ED,WAS,1,0,,,11.8,,,0,0,0,,32,63.6,62.7,77.6,71.7,34.2,71.7,0,,,0,0,0,0.0,0,2,17,2,0,0,0,0,0,0.0,
Adrian Clayborn,6172,ED,CLV,1,0,,,8.7,,,0,0,0,,8,60.1,70.2,75.9,57.6,77.4,71.2,0,,,0,0,0,0.0,0,2,23,1,0,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,1,0,,,4.8,,,0,0,0,,20,64.7,75.1,79.8,63.6,76.2,74.1,0,,0.0,0,0,0,0.0,0,2,42,0,1,0,0,0,0,0.0,
Jimmy Smith,6179,CB,BLT,1,0,9.0,100.0,85.7,15.0,15.0,0,0,0,0.0,3,66.0,60.7,73.9,52.4,60.0,70.2,0,9,0.0,0,0,0,104.2,1,18,21,1,1,1,0,9,0,0.6,9.0
Justin Houston,6222,ED,IND,1,0,,,4.3,,,0,0,0,,14,60.7,57.8,79.7,61.3,50.6,73.5,0,,50.0,1,0,0,0.0,0,1,23,2,1,0,0,0,0,0.0,
K.J. Wright,6251,LB,SEA,1,0,5.0,100.0,96.6,27.0,27.0,0,0,0,0.0,29,69.7,71.2,72.9,60.0,64.9,74.9,0,7,0.0,0,0,0,95.8,1,28,29,0,1,1,0,7,2,0.3,7.0
Buster Skrine,6289,CB,CHI,1,0,5.1,62.5,97.7,7.6,4.8,0,0,1,12.5,6,51.5,55.2,76.6,56.3,73.0,79.7,0,15,0.0,0,1,1,80.7,5,42,43,1,3,8,0,51,23,1.3,10.2
Richard Sherman,6306,CB,SF,1,0,17.5,50.0,100.0,51.0,25.5,0,0,0,0.0,28,67.9,68.8,78.4,,67.6,37.7,0,9,33.3,1,0,0,62.5,1,53,53,1,2,2,0,9,0,0.2,9.0
Pernell McPhee,6317,ED,BLT,1,0,1.0,100.0,15.0,3.0,3.0,0,0,0,0.0,3,40.4,61.8,75.7,53.4,84.1,27.6,0,8,100.0,1,0,0,100.0,1,3,20,0,0,1,0,8,7,2.7,8.0
Malcolm Smith,6394,LB,CLV,1,0,-2.5,100.0,100.0,4.0,4.0,0,0,0,0.0,8,87.4,87.2,70.9,,65.3,78.4,0,2,0.0,0,0,0,79.2,2,9,9,2,2,2,0,1,6,0.1,0.5
Chris Harris Jr.,6457,CB,LAC,1,0,9.3,66.7,93.3,20.5,13.7,0,0,0,0.0,27,58.2,66.7,77.8,90.0,72.2,78.3,0,19,0.0,0,0,0,103.5,2,42,45,0,1,3,0,33,12,0.8,16.5
