player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Dan Feeney,11826,C,LAC,13,0,27,51.6,4,20,577,100.0,100.0,97.4,2,27,3,614,614,30.9,3,15,221,100.0,100.0,94.6,21,3,236,236
Forrest Lamp,11793,G,LAC,13,0,27,61.6,10,17,577,100.0,100.0,97.3,0,29,2,614,614,41.6,6,12,221,100.0,100.0,95.0,20,2,236,236
Jason Kelce,6343,C,PHI,13,0,24,61.8,3,9,563,100.0,100.0,98.2,0,16,4,604,604,67.7,0,7,263,100.0,100.0,97.5,10,3,285,285
Connor Williams,46216,G,DAL,13,0,9,65.6,2,20,579,100.0,100.0,97.6,2,25,3,603,603,57.4,2,15,262,100.0,100.0,96.0,19,2,271,271
Eric Fisher,7783,T,KC,13,0,16,74.1,6,20,560,99.8,99.8,97.3,2,28,2,594,595,65.8,4,14,211,100.0,100.0,95.3,19,1,230,230
Jawaan Taylor,41665,T,JAX,13,1,15,51.5,5,39,565,100.0,100.0,94.9,3,51,7,594,594,56.1,3,24,281,100.0,100.0,93.4,32,5,290,290
Germain Ifedi,10665,G,CHI,13,0,6,59.9,4,19,561,100.0,100.0,97.6,0,25,2,582,582,64.3,2,12,208,100.0,100.0,95.7,16,2,218,218
Charles Leno Jr.,8880,T,CHI,13,0,6,69.5,6,24,561,100.0,100.0,96.6,1,34,4,582,582,59.1,4,15,208,100.0,100.0,94.0,22,3,218,218
Chris Lindstrom,46692,G,ATL,13,0,2,77.3,6,11,547,100.0,100.0,97.9,0,20,3,581,581,60.7,6,8,240,100.0,100.0,95.8,17,3,257,257
Jake Matthews,8641,T,ATL,13,0,2,81.7,6,18,547,100.0,100.0,97.3,0,27,3,581,581,77.3,3,10,240,100.0,100.0,96.5,15,2,257,257
