player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Trey Hopkins,9276,C,CIN,3,1,7,76.7,1,3,162,100.0,100.0,98.8,1,4,0,171,171,80.9,0,1,68,100.0,100.0,99.3,1,0,74,74
Jonah Williams,41651,T,CIN,3,0,7,71.0,1,7,162,100.0,100.0,96.9,0,9,1,171,171,68.7,0,4,68,100.0,100.0,95.6,5,1,74,74
Bobby Hart,9659,T,CIN,3,0,7,57.0,3,10,162,100.0,100.0,94.8,0,15,2,171,171,60.1,0,8,68,100.0,100.0,92.6,9,1,74,74
Michael Jordan,28021,G,CIN,3,0,7,45.3,1,9,162,100.0,100.0,96.9,0,10,0,171,171,46.7,1,5,68,100.0,100.0,95.6,6,0,74,74
Zack Martin,8651,G,DAL,3,0,9,62.7,2,4,156,100.0,100.0,97.4,0,7,1,163,163,68.7,1,1,68,100.0,100.0,97.1,3,1,69,69
Connor Williams,46216,G,DAL,3,0,9,66.1,0,6,155,100.0,100.0,97.4,0,7,1,162,162,65.4,0,4,68,100.0,100.0,97.1,4,0,69,69
Jason Kelce,6343,C,PHI,3,0,24,66.8,1,1,150,100.0,100.0,98.7,0,3,1,156,156,71.4,0,1,57,100.0,100.0,97.4,2,1,60,60
Nate Herbig,28844,G,PHI,3,0,24,83.7,0,3,150,100.0,100.0,98.3,1,4,1,156,156,76.0,0,2,57,100.0,100.0,96.5,3,1,60,60
Joe Looney,7117,C,DAL,3,1,9,61.2,2,2,149,100.0,100.0,98.7,2,4,0,156,156,45.2,2,1,66,100.0,100.0,97.7,3,0,67,67
Jason Peters,2148,T,PHI,3,0,24,68.5,0,8,148,100.0,100.0,95.3,0,11,3,154,154,42.5,0,7,57,100.0,100.0,88.6,10,3,60,60
Alex Mack,4944,C,ATL,3,0,2,68.4,1,2,138,100.0,100.0,98.2,1,4,1,147,147,72.3,1,1,62,100.0,100.0,96.8,3,1,67,67
Chris Lindstrom,46692,G,ATL,3,0,2,61.5,4,4,138,100.0,100.0,96.4,0,9,1,147,147,43.5,4,3,62,100.0,100.0,92.7,8,1,67,67
Jake Matthews,8641,T,ATL,3,0,2,82.7,1,3,138,100.0,100.0,98.6,0,4,0,147,147,83.7,0,2,62,100.0,100.0,98.4,2,0,67,67
Mitchell Schwartz,7041,T,KC,3,0,16,70.7,1,3,134,100.0,100.0,97.0,0,6,2,145,145,72.5,0,1,56,100.0,100.0,97.3,2,1,62,62
Austin Reiter,9655,C,KC,3,0,16,72.6,0,1,134,100.0,100.0,99.6,0,1,0,145,145,62.4,0,0,56,100.0,100.0,100.0,0,0,62,62
Kelechi Osemele,7062,G,KC,3,0,16,69.9,0,3,134,100.0,100.0,98.9,2,3,0,145,145,67.7,0,2,56,100.0,100.0,98.2,2,0,62,62
Eric Fisher,7783,T,KC,3,0,16,75.9,2,7,133,99.3,99.3,96.6,0,9,0,144,145,63.8,1,6,56,100.0,100.0,93.7,7,0,62,62
Cameron Fleming,8775,T,NYG,3,0,21,54.2,0,7,128,100.0,100.0,95.7,0,9,2,139,139,47.4,0,5,64,100.0,100.0,94.5,6,1,70,70
Nick Gates,29476,C,NYG,3,0,21,52.4,0,6,128,100.0,100.0,97.7,0,6,0,139,139,52.2,0,5,64,100.0,100.0,96.1,5,0,70,70
Will Hernandez,46180,G,NYG,3,0,21,47.8,1,9,128,100.0,100.0,95.3,0,11,1,139,139,32.1,1,8,64,100.0,100.0,91.4,10,1,70,70
Kevin Zeitler,7032,G,NYG,3,0,21,56.8,0,8,128,100.0,100.0,96.9,0,8,0,139,139,58.8,0,8,64,100.0,100.0,93.7,8,0,70,70
Kelvin Beachum,7229,T,ARZ,3,0,1,73.3,0,7,130,100.0,100.0,97.3,1,7,0,138,138,74.9,0,3,47,100.0,100.0,96.8,3,0,49,49
Graham Glasgow,10729,G,DEN,3,1,10,39.8,1,5,128,100.0,100.0,96.9,1,7,1,138,138,25.3,1,4,67,100.0,100.0,94.8,6,1,74,74
D.J. Humphries,9457,T,ARZ,3,0,1,58.8,1,7,130,100.0,100.0,96.2,0,9,1,138,138,78.1,0,3,47,100.0,100.0,96.8,3,0,49,49
Garett Bolles,11775,T,DEN,3,1,10,86.8,2,1,128,100.0,100.0,98.8,1,3,0,138,138,80.0,2,0,67,100.0,100.0,98.5,2,0,74,74
Dalton Risner,47008,G,DEN,3,0,10,49.0,4,5,128,100.0,100.0,96.5,0,9,0,138,138,37.6,3,5,67,100.0,100.0,94.0,8,0,74,74
Lloyd Cushenberry III,41924,C,DEN,3,0,10,29.2,2,6,128,100.0,100.0,94.5,0,11,3,138,138,16.7,1,6,67,100.0,100.0,90.3,10,3,74,74
Elijah Wilkinson,46238,T,DEN,3,0,10,51.2,1,5,128,100.0,100.0,96.9,1,7,1,138,138,37.2,1,5,67,100.0,100.0,94.0,7,1,74,74
J.R. Sweezy,7209,G,ARZ,3,0,1,39.2,0,6,129,100.0,100.0,97.7,1,6,0,137,137,37.9,0,3,46,100.0,100.0,96.7,3,0,48,48
Andrew Thomas,59701,T,NYG,3,0,21,51.4,3,9,126,100.0,100.0,94.4,0,13,1,137,137,55.6,3,5,62,100.0,100.0,91.9,9,1,68,68
Mitch Morse,9482,C,BUF,3,0,4,83.7,0,2,127,100.0,100.0,99.2,1,2,0,137,137,81.2,0,1,40,100.0,100.0,98.7,1,0,46,46
Daryl Williams,9535,T,BUF,3,0,4,73.1,1,5,127,100.0,100.0,97.6,0,6,0,137,137,60.5,0,5,40,100.0,100.0,93.7,5,0,46,46
Forrest Lamp,11793,G,LAC,3,0,27,68.9,4,0,123,100.0,100.0,98.4,0,4,0,136,136,57.4,2,0,44,100.0,100.0,97.7,2,0,47,47
Sam Tevi,11945,T,LAC,3,0,27,61.3,1,4,123,100.0,100.0,98.0,1,5,0,136,136,78.6,0,1,44,100.0,100.0,98.9,1,0,47,47
Dan Feeney,11826,C,LAC,3,0,27,60.4,0,2,123,100.0,100.0,98.4,1,3,1,136,136,53.5,0,2,44,100.0,100.0,95.5,3,1,47,47
Brandon Shell,10792,T,SEA,3,0,29,71.7,2,4,122,100.0,100.0,95.9,0,8,2,133,133,62.4,2,3,58,100.0,100.0,92.2,7,2,65,65
