player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Allen Robinson II,8696,WR,CHI,5,56,0,6,11.6,2,52.2,25.0,3,12,0.0,0,7,0,79.4,77.3,2,22,0.0,0,73,12,97.3,71,49.7,23,41.1,1,143,43,3.6,11.9,2.01,0,10.7,4,70.0,33.3,3,9,0.0,0,12,0,84.5,79.8,2,37,0.0,0,103,21,97.1,100,77.4,30,53.6,1,242,70,3.3,11.5,2.42
Amari Cooper,9437,WR,DAL,5,53,0,9,10.4,0,72.7,100.0,1,1,0.0,0,6,0,76.5,79.7,0,28,0.0,0,43,8,95.3,41,132.8,11,20.8,1,105,24,3.0,13.1,2.56,0,9.4,4,75.6,20.0,1,5,3.1,1,17,0,77.8,77.1,1,58,0.0,0,171,31,98.2,168,87.3,41,77.4,0,319,123,4.0,10.3,1.9
DeAndre Hopkins,7808,WR,ARZ,5,53,0,1,9.9,2,78.6,66.7,2,3,0.0,0,8,0,78.7,90.1,1,37,0.0,0,56,11,83.9,47,112.8,14,26.4,1,185,90,8.2,16.8,3.94,0,7.5,7,86.5,50.0,1,2,3.0,1,19,0,78.4,82.7,0,45,0.0,0,140,32,97.9,137,103.4,37,69.8,0,326,106,3.3,10.2,2.38
Stefon Diggs,9579,WR,BUF,5,50,0,4,11.0,2,59.1,66.7,2,3,23.5,4,10,0,29.2,77.0,0,47,0.0,0,69,13,89.9,62,113.3,22,44.0,1,247,47,3.6,19.0,3.98,0,10.2,3,81.5,66.7,4,6,8.3,2,11,0,60.7,77.5,0,49,0.0,0,127,22,95.3,121,106.5,27,54.0,0,258,37,1.7,11.7,2.13
Keenan Allen,7857,WR,LAC,5,47,0,27,10.0,0,63.6,50.0,2,4,0.0,0,5,1,76.5,77.6,0,17,0.0,0,42,7,90.5,38,117.6,11,23.4,1,85,45,6.4,12.1,2.24,0,8.9,2,75.0,50.0,4,8,0.0,0,13,0,85.7,84.0,3,25,0.9,1,110,24,94.5,104,65.2,32,68.1,1,225,89,3.7,9.4,2.16
Robby Anderson,11254,WR,CAR,5,46,0,5,11.6,1,78.6,100.0,1,1,8.3,1,7,0,43.8,84.0,0,75,0.0,0,50,11,92.0,46,142.6,14,30.4,1,212,100,9.1,19.3,4.61,0,9.1,0,77.4,0.0,0,2,4.0,1,14,1,73.5,71.3,0,39,0.0,0,114,24,98.2,112,103.2,31,67.4,0,272,122,5.1,11.3,2.43
Calvin Ridley,48262,WR,ATL,5,45,0,2,13.5,1,75.0,50.0,1,2,0.0,0,5,0,74.6,75.2,0,22,0.0,0,49,6,87.8,43,148.4,8,17.8,1,85,16,2.7,14.2,1.98,0,18.0,0,59.4,42.9,3,7,9.5,2,16,0,56.9,75.0,1,63,0.0,0,136,19,97.8,133,94.4,32,71.1,1,349,55,2.9,18.4,2.62
Darren Waller,9637,TE,LV,5,45,0,23,8.0,2,63.2,60.0,3,5,0.0,0,9,1,79.4,76.3,0,22,10.7,8,75,12,81.3,61,82.1,19,42.2,0,125,79,6.6,10.4,2.05,0,4.4,2,86.4,100.0,2,2,0.0,0,8,0,83.2,68.9,1,23,7.4,8,108,19,86.1,93,77.3,22,48.9,0,156,87,4.6,8.2,1.68
Travis Kelce,7844,TE,KC,5,44,0,16,9.5,1,57.9,0.0,0,2,0.0,0,8,0,78.7,77.4,0,45,6.3,5,80,11,87.5,70,117.7,19,43.2,2,147,66,6.0,13.4,2.1,0,7.3,3,87.5,50.0,1,2,0.0,0,14,0,84.1,84.7,1,32,2.3,3,129,21,90.7,117,108.0,24,54.5,1,258,129,6.1,12.3,2.21
Alvin Kamara,11822,HB,NO,5,44,0,20,7.3,1,83.3,,0,0,0.0,0,3,0,73.4,92.5,0,29,13.3,4,30,5,86.7,26,109.7,6,13.6,0,62,45,9.0,12.4,2.38,0,0.9,9,85.3,100.0,1,1,9.4,3,12,0,68.8,86.7,0,52,4.0,4,101,29,90.1,91,113.8,34,77.3,1,305,267,9.2,10.5,3.35
Adam Thielen,8288,WR,MIN,5,44,0,18,13.9,0,63.6,42.9,3,7,0.0,0,5,0,77.3,90.8,0,16,0.0,0,35,7,88.6,31,117.8,11,25.0,3,61,4,0.6,8.7,1.97,0,14.4,1,67.7,16.7,1,6,4.5,1,13,0,71.3,84.6,2,39,0.0,0,121,21,95.9,116,103.4,31,70.5,3,294,39,1.9,14.0,2.53
Terry McLaurin,48229,WR,WAS,5,44,0,32,9.4,1,70.6,50.0,1,2,0.0,0,10,0,79.4,82.8,0,39,0.0,0,72,12,93.1,67,127.3,17,38.6,1,191,117,9.8,15.9,2.85,0,11.3,7,65.4,0.0,0,2,5.6,1,12,0,68.7,72.4,0,26,0.0,0,129,17,96.9,125,92.1,26,59.1,0,222,103,6.1,13.1,1.78
CeeDee Lamb,61570,WR,DAL,5,39,0,9,8.9,0,55.6,50.0,1,2,0.0,0,4,0,73.4,74.2,0,24,0.0,0,41,5,97.6,40,81.7,9,23.1,0,72,16,3.2,14.4,1.8,0,11.6,0,81.5,33.3,1,3,4.3,1,15,0,72.1,73.3,0,43,0.7,1,146,22,98.6,144,131.1,27,69.2,1,354,101,4.6,16.1,2.46
Odell Beckham Jr.,8647,WR,CLV,5,39,0,8,16.7,0,33.3,,0,0,25.0,1,2,0,36.2,56.7,0,43,0.0,0,48,3,87.5,42,91.0,9,23.1,1,52,5,1.7,17.3,1.24,0,13.2,4,59.3,40.0,2,5,0.0,0,12,0,81.7,81.5,0,37,0.0,0,99,16,98.0,97,99.5,27,69.2,1,231,39,2.4,14.4,2.38
Tyler Boyd,10689,WR,CIN,5,39,0,7,10.0,1,73.7,,0,0,6.7,1,12,0,65.6,90.1,0,25,0.0,0,63,14,95.2,60,102.1,19,48.7,0,176,43,3.1,12.6,2.93,0,8.7,1,90.0,100.0,2,2,0.0,0,13,0,82.7,73.4,0,18,0.0,0,139,18,96.4,134,122.1,20,51.3,1,186,49,2.7,10.3,1.39
Darius Slayton,25578,WR,NYG,5,38,0,21,11.1,1,66.7,66.7,2,3,14.3,1,6,0,52.1,78.6,0,39,0.0,0,59,6,89.8,53,99.8,9,23.7,0,91,28,4.7,15.2,1.72,0,14.3,3,60.0,20.0,1,5,11.8,2,11,1,51.2,69.7,0,41,0.0,0,134,15,96.3,129,108.4,25,65.8,1,258,43,2.9,17.2,2.0
Tyler Lockett,9502,WR,SEA,5,38,0,29,12.0,0,80.0,,0,0,7.7,1,9,0,61.8,77.1,0,30,0.0,0,75,12,92.0,69,146.0,15,39.5,2,143,36,3.0,11.9,2.07,0,8.2,0,76.2,,0,0,15.8,3,7,0,42.1,64.4,0,43,0.0,0,126,16,95.2,120,118.9,21,55.3,1,189,66,4.1,11.8,1.58
D.J. Moore,48267,WR,CAR,5,37,0,5,8.3,1,53.8,33.3,1,3,12.5,1,6,0,52.1,71.4,1,57,0.0,0,56,7,92.9,52,86.1,13,35.1,1,142,84,12.0,20.3,2.73,0,14.6,1,62.5,50.0,2,4,11.8,2,13,0,51.2,70.6,0,38,0.0,0,118,15,98.3,116,95.7,24,64.9,0,239,26,1.7,15.9,2.06
D.K. Metcalf,47864,WR,SEA,5,36,0,29,13.9,3,43.8,28.6,2,7,22.2,2,7,0,52.1,74.8,1,54,0.0,0,73,7,91.8,67,91.7,16,44.4,2,152,67,9.6,21.7,2.27,0,19.3,1,75.0,50.0,2,4,16.7,3,12,1,38.4,72.3,0,62,1.6,2,126,15,93.7,118,156.3,20,55.6,3,344,49,3.3,22.9,2.92
Cooper Kupp,11824,WR,LA,5,35,0,26,7.2,2,91.7,100.0,1,1,0.0,0,11,0,78.7,92.1,0,49,2.5,1,40,11,92.5,37,146.5,12,34.3,1,182,97,8.8,16.5,4.92,0,5.3,1,76.2,,0,0,11.1,2,6,0,52.8,61.1,1,55,4.8,5,104,16,91.3,95,96.1,21,60.0,1,174,126,7.9,10.9,1.83
Mike Evans,8642,WR,TB,5,35,0,30,7.2,0,58.3,33.3,1,3,22.2,2,7,0,31.8,67.1,0,17,0.0,0,46,7,87.0,40,103.5,12,34.3,4,38,8,1.1,5.4,0.95,0,15.1,1,63.6,100.0,1,1,6.7,1,8,0,64.4,66.6,1,50,0.0,0,137,14,94.2,129,94.3,22,62.9,1,227,60,4.3,16.2,1.76
Emmanuel Sanders,5606,WR,NO,5,35,0,20,9.3,1,50.0,,0,0,0.0,0,0,1,70.5,47.1,1,9,0.0,0,40,3,100.0,40,56.3,6,17.1,1,18,7,2.3,6.0,0.45,0,10.7,1,79.2,66.7,2,3,5.0,1,14,0,69.6,80.6,0,25,0.0,0,102,19,95.1,97,112.0,24,68.6,0,261,39,2.1,13.7,2.69
Tyreek Hill,10799,WR,KC,5,35,0,16,19.7,1,83.3,50.0,1,2,0.0,0,9,0,78.0,80.2,0,54,0.0,0,83,10,92.8,77,158.3,12,34.3,3,197,42,4.2,19.7,2.56,0,16.6,4,47.6,0.0,0,2,16.7,2,8,0,43.5,67.8,0,37,0.0,0,120,10,93.3,112,73.3,21,60.0,0,159,47,4.7,15.9,1.42
Marquise Brown,61568,WR,BLT,5,35,0,3,3.8,0,75.0,0.0,0,1,25.0,1,2,0,36.2,50.9,0,11,0.0,0,43,3,97.7,42,86.5,4,11.4,0,21,9,3.0,7.0,0.5,0,19.6,3,62.1,33.3,1,3,0.0,0,13,0,83.2,86.3,1,47,0.0,0,94,18,97.9,92,82.0,29,82.9,0,296,88,4.9,16.4,3.22
Hunter Henry,10669,TE,LAC,5,33,0,27,10.4,1,63.6,66.7,2,3,0.0,0,6,0,75.6,81.4,0,22,12.0,6,50,7,84.0,42,91.1,11,33.3,0,95,40,5.7,13.6,2.26,0,6.7,0,70.0,33.3,1,3,12.5,2,7,0,49.8,62.0,0,33,12.1,15,124,14,83.1,103,95.8,20,60.6,0,170,77,5.5,12.1,1.65
A.J. Green,6156,WR,CIN,5,33,0,7,8.1,0,60.0,80.0,4,5,14.3,1,3,0,49.7,58.5,1,13,0.0,0,54,6,94.4,51,32.9,10,30.3,0,49,12,2.0,8.2,0.96,0,17.7,1,38.1,33.3,2,6,11.1,1,5,0,58.9,58.7,0,15,0.0,0,110,8,96.4,106,47.7,21,63.6,0,70,8,1.0,8.8,0.66
Zach Ertz,7816,TE,PHI,5,33,0,24,6.5,0,61.5,50.0,1,2,11.1,1,5,0,56.7,61.3,1,11,5.7,5,88,8,87.5,77,38.0,13,39.4,0,52,16,2.0,6.5,0.68,0,7.3,1,55.6,100.0,1,1,0.0,0,3,0,78.0,59.8,1,30,8.4,11,131,10,89.3,117,45.6,18,54.5,0,88,28,2.8,8.8,0.75
Mike Davis,9559,HB,CAR,5,32,0,5,-1.0,4,90.0,,0,0,0.0,0,4,0,77.3,78.8,0,23,19.6,9,46,9,78.3,36,96.7,10,31.3,0,72,88,9.8,8.0,2.0,0,-0.9,8,100.0,100.0,1,1,0.0,0,7,0,83.2,88.2,0,22,14.9,10,67,19,82.1,55,112.5,19,59.4,1,129,147,7.7,6.8,2.35
DeVante Parker,9447,WR,MIA,5,32,0,17,11.3,0,76.9,60.0,3,5,9.1,1,7,0,58.5,79.0,0,28,0.0,0,46,10,93.5,43,110.1,13,40.6,0,137,26,2.6,13.7,3.19,0,9.8,2,83.3,100.0,2,2,6.3,1,9,0,65.6,74.3,0,22,0.0,0,103,15,97.1,100,129.2,18,56.3,1,190,38,2.5,12.7,1.9
T.Y. Hilton,7092,WR,IND,5,32,0,14,11.5,0,54.5,40.0,2,5,14.3,1,5,0,49.2,66.6,0,28,0.0,0,54,6,90.7,49,81.6,11,34.4,0,90,13,2.2,15.0,1.84,0,13.2,2,60.0,33.3,1,3,7.7,1,7,0,61.8,67.5,2,25,0.0,0,92,12,90.2,83,41.3,20,62.5,0,138,33,2.8,11.5,1.66
Greg Ward,12258,WR,PHI,5,31,0,24,7.6,1,66.7,75.0,3,4,0.0,0,6,0,78.0,67.9,0,16,0.0,0,64,10,90.6,58,100.4,15,48.4,1,74,19,1.9,7.4,1.28,0,5.1,1,73.3,,0,0,8.3,1,3,0,60.6,57.8,1,29,1.3,1,75,11,94.7,71,84.9,15,48.4,1,98,46,4.2,8.9,1.38
Will Fuller V,10655,WR,HST,5,31,0,13,14.4,0,69.2,40.0,2,5,10.0,1,8,0,56.7,82.3,0,43,0.0,0,62,9,95.2,59,151.3,13,41.9,2,162,24,2.7,18.0,2.75,0,14.9,0,70.6,50.0,2,4,0.0,0,6,0,79.4,68.1,2,24,0.0,0,91,12,100.0,91,80.4,17,54.8,1,161,34,2.8,13.4,1.77
