player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Tom Brady,698,QB,TB,12,5.59,0,494,30,72.0,403,423,10.7,2.52,6,30,6.6,62.6,265,127,8.6,441,89.3,25,163,,,,,88.9,90.1,73.7,87.8,,65.9,,4,9,473,11.8,96.9,3.4,15,3,2,8,27,10,2.1,3066,7.2,73.0,366,386,9.0,2.36,7,20,4.8,63.7,246,113,7.9,405,82.0,21,130,,,,,87.5,80.3,72.8,78.3,,65.9,,3,8,434,13.3,89.4,3.7,15,3,2,8,19,9,2.1,2445,6.3,81.0,84,88,11.1,2.7,0,10,10.8,69.3,61,16,10.3,89,18.0,7,39,,,,,84.5,93.5,80.3,92.3,,,,1,3,94,6.3,120.2,1.1,1,0,0,3,9,2,2.1,855,9.7,0,95.7,47,51,-2.5,1.57,1,0,0.0,82.4,42,2,6.7,53,10.7,3,6,,,,,81.0,55.7,78.3,55.7,,,,0,2,55,50.0,76.0,1.9,1,0,0,3,1,1,1.8,234,4.6,3.39
Carson Wentz,10636,QB,PHI,11,0.78,0,488,24,68.5,349,380,10.9,2.97,5,20,4.9,55.8,212,175,11.3,443,90.8,27,129,,,,,33.4,65.5,88.5,60.6,53.2,81.9,,6,15,476,25.7,72.8,10.2,45,18,1,19,16,24,5.0,2425,6.4,70.3,283,306,9.6,2.74,5,17,5.2,57.8,177,124,11.1,352,72.1,22,99,,,,,33.2,69.8,87.9,63.9,59.3,84.0,,4,10,377,25.8,75.3,9.1,32,14,1,13,12,18,4.8,1874,6.1,71.4,105,116,9.1,3.15,1,3,2.4,58.6,68,56,9.3,136,27.9,7,34,,,,,59.4,53.1,82.0,54.0,53.7,55.3,,2,5,145,25.0,68.4,10.3,14,5,0,8,4,6,4.1,667,5.8,0,89.7,39,42,-3.7,1.74,1,0,0.0,78.6,33,5,5.7,45,9.2,2,4,,,,,79.9,61.6,77.7,62.1,,58.3,,0,0,46,20.0,79.2,2.2,1,1,0,2,0,0,0.0,116,2.8,-0.37
Patrick Mahomes,11765,QB,KC,11,0.21,0,470,16,76.2,361,383,10.0,2.94,2,32,7.8,66.8,256,149,6.9,428,91.1,19,174,,,,,78.7,92.4,88.3,91.7,60.0,68.1,,3,2,458,9.4,112.0,3.3,14,31,1,16,24,12,2.6,3266,8.5,76.3,278,291,8.6,2.94,2,22,7.0,68.7,200,114,5.7,328,69.8,12,138,,,,,72.6,91.5,87.6,91.1,59.4,65.1,,1,2,356,9.6,112.8,3.4,11,26,1,9,20,8,2.2,2334,8.0,81.0,121,132,9.0,2.63,1,10,7.4,68.9,91,38,7.1,142,30.2,7,50,,,,,87.6,83.5,82.0,81.5,60.0,65.6,,2,0,146,7.9,121.5,2.1,3,6,0,8,10,4,2.7,1163,8.8,0,92.1,38,40,-3.2,1.92,1,0,0.0,87.5,35,3,0.0,42,8.9,0,14,,,,,79.6,63.2,77.5,65.2,59.4,55.7,,0,0,44,0.0,130.3,0.0,0,1,0,1,6,0,0.0,231,5.8,0.79
Matt Ryan,4317,QB,ATL,11,0.84,0,469,2,75.5,368,401,10.2,2.83,7,19,4.5,63.8,256,157,7.9,443,94.5,22,165,,,,,88.1,81.2,88.6,79.5,58.8,58.5,,2,8,466,17.8,92.5,6.3,28,14,1,23,17,13,2.8,3017,7.5,75.3,292,314,9.6,2.66,7,14,4.2,64.6,203,119,7.7,350,74.6,17,124,,,,,91.1,80.1,88.1,79.0,58.8,54.9,,2,6,373,20.2,89.6,6.9,24,12,1,12,11,8,2.1,2257,7.2,80.8,99,113,9.4,3.11,1,5,4.3,65.5,74,39,7.5,119,25.4,6,47,,,,,60.1,74.5,81.3,72.6,,66.4,,0,2,123,10.3,100.4,3.4,4,2,0,13,6,5,4.1,906,8.0,0,95.7,23,26,-1.7,1.84,1,0,0.0,80.8,21,1,4.5,26,5.5,1,6,,,,,77.4,66.3,76.1,67.1,,58.3,,0,0,30,0.0,90.1,0.0,0,0,0,2,0,0,0.0,146,5.6,0.83
Russell Wilson,7077,QB,SEA,11,6.76,0,468,29,79.1,340,362,10.2,3.1,3,33,8.6,68.5,248,175,7.8,433,92.5,21,168,,,,,79.4,91.8,41.2,90.8,,79.9,,3,10,459,18.3,109.7,7.4,32,39,0,16,30,12,2.6,2990,8.3,77.7,274,290,9.3,2.88,2,25,8.1,69.0,200,132,6.1,343,73.3,13,121,,,,,74.1,86.4,53.1,82.3,,81.9,,3,8,365,20.5,105.0,7.9,27,25,0,11,21,9,2.5,2282,7.9,89.6,96,103,8.6,3.29,1,8,7.4,75.7,78,48,9.3,125,26.7,8,54,,,,,86.8,92.8,13.2,92.7,,64.2,,0,2,130,14.6,127.2,5.6,7,14,0,6,10,3,2.3,934,9.1,0,100.0,30,31,-3.4,1.59,0,0,0.0,96.8,30,5,0.0,35,7.5,0,7,,,,,78.4,64.6,76.8,64.1,,,,0,0,36,40.0,107.8,5.7,2,0,0,1,1,0,0.0,226,7.3,1.2
Joe Burrow,28022,QB,CIN,10,-5.09,0,453,7,71.4,346,369,10.0,2.67,3,15,3.9,62.9,232,145,6.1,418,92.3,15,147,,,,,27.8,75.7,88.2,74.9,,58.0,,6,4,436,22.1,89.8,7.7,32,16,3,11,13,14,3.2,2484,6.7,74.1,297,316,8.5,2.5,2,12,3.6,66.5,210,114,4.5,354,78.1,10,116,,,,,27.9,71.8,87.8,70.8,57.6,60.3,,4,3,371,21.1,89.4,6.8,24,13,3,10,8,13,3.5,2085,6.6,71.4,84,88,10.1,2.93,1,3,3.3,61.4,54,32,10.0,99,21.9,6,39,,,,,54.7,76.8,80.6,76.5,,52.2,,2,2,101,25.0,91.2,8.1,8,3,0,1,5,2,2.0,603,6.9,0,94.3,35,35,-2.4,1.75,0,0,0.0,91.4,32,1,3.0,35,7.7,1,8,,,,,78.4,59.6,76.9,59.6,57.6,,,0,1,36,0.0,79.0,0.0,0,0,0,0,0,1,2.8,204,5.8,0.25
Ben Roethlisberger,1732,QB,PIT,11,-8.86,0,446,25,73.9,356,374,8.9,2.27,11,19,4.7,63.9,239,82,9.1,388,87.0,24,135,,,,,86.7,74.4,56.8,72.9,,63.9,,3,6,421,11.0,98.5,2.3,9,3,0,4,24,11,2.6,2558,6.8,77.3,374,389,7.3,2.17,10,18,4.3,68.4,266,76,8.0,403,90.4,23,131,,,,,87.0,77.7,72.7,75.8,,63.9,,3,6,429,11.8,100.7,2.2,9,3,0,2,24,8,1.9,2570,6.6,71.8,39,42,7.9,2.19,1,1,2.0,59.5,25,7,10.7,43,9.6,3,16,,,,,80.4,53.7,0.0,55.5,,,,0,0,50,14.3,82.4,2.3,1,0,0,2,1,3,6.0,230,5.5,0,94.7,57,57,-2.4,1.49,0,0,0.0,91.2,52,1,3.7,58,13.0,2,12,,,,,81.3,70.7,78.5,69.8,,,,0,0,58,100.0,90.2,1.7,1,0,0,0,1,0,0.0,242,4.2,-1.13
Justin Herbert,28237,QB,LAC,10,-2.51,0,444,27,74.2,326,351,9.5,2.68,6,21,5.6,64.7,227,156,6.2,393,88.5,15,139,,,,,76.7,76.1,72.7,74.2,,67.2,,8,7,417,14.1,100.9,5.6,22,20,3,8,22,12,2.9,2726,7.8,77.8,279,299,7.5,2.38,6,14,4.4,67.6,202,116,6.9,327,73.6,15,115,,,,,72.5,75.7,70.8,74.7,,62.3,,7,4,348,12.9,100.4,4.6,15,13,3,4,16,8,2.3,2132,7.1,74.2,93,103,8.9,3.11,1,7,6.4,65.0,67,44,2.9,117,26.4,2,42,,,,,86.4,69.0,81.4,66.0,,74.0,,2,3,124,15.9,102.5,6.0,7,7,0,7,7,4,3.2,883,8.6,0,95.7,46,51,-4.0,1.72,1,0,0.0,82.4,42,4,4.5,51,11.5,2,18,,,,,81.0,63.8,78.3,63.3,,,,1,0,55,0.0,96.8,0.0,0,0,0,3,1,0,0.0,289,5.7,1.44
Kyler Murray,38334,QB,ARZ,11,-3.44,0,441,1,76.0,304,337,10.0,3.01,7,16,4.4,65.9,222,112,3.9,388,88.0,9,156,,,,,89.1,84.3,44.1,76.4,,90.6,,1,9,415,15.2,96.1,4.4,17,34,6,19,18,9,2.2,2628,7.8,78.5,247,273,7.7,2.68,5,11,3.7,69.2,189,83,2.6,309,70.1,5,110,,,,,86.0,79.5,39.1,72.8,,85.8,,1,6,333,14.5,93.0,3.9,12,24,6,14,12,4,1.2,1815,6.6,78.4,102,114,9.9,3.21,3,5,4.2,65.8,75,36,6.3,132,29.9,5,55,,,,,87.2,82.3,20.5,76.2,,90.3,,0,3,138,16.7,102.9,4.5,6,11,0,9,7,5,3.6,999,8.8,0,95.6,45,50,-3.0,1.62,1,0,0.0,84.0,42,7,2.3,53,12.0,1,9,,,,,81.1,63.7,0.0,66.1,,58.3,,0,0,56,14.3,88.8,1.9,1,1,0,4,1,0,0.0,186,3.7,2.11
Deshaun Watson,11767,QB,HST,11,-4.46,0,434,13,74.8,313,331,10.5,3.1,4,31,8.9,66.5,220,146,6.0,399,91.9,14,159,,,,,77.0,91.7,54.0,90.4,,80.3,,1,5,419,18.5,111.9,6.8,27,41,2,11,23,7,1.7,2985,9.0,76.9,273,288,8.8,2.95,3,26,8.6,69.8,201,118,4.3,343,79.0,9,130,,,,,73.4,90.2,50.6,89.1,,72.0,,1,2,359,17.8,112.7,6.1,21,34,2,9,17,5,1.4,2467,8.6,77.1,70,75,11.3,3.15,2,5,6.2,65.3,49,31,9.3,91,21.0,5,37,,,,,84.7,87.2,80.5,80.4,,87.8,,0,3,97,22.6,111.8,7.7,7,8,0,3,7,2,2.1,734,9.8,0,100.0,30,32,-2.5,1.81,1,0,0.0,93.8,30,3,0.0,35,8.1,0,8,,,,,78.6,65.3,76.9,66.1,,57.9,,0,0,37,33.3,105.2,2.9,1,1,0,1,1,0,0.0,216,6.8,1.22
