player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jared Goff,10635,QB,LA,11,1.72,0,432,26,76.1,322,349,8.6,2.67,7,11,3.0,66.2,231,114,5.7,378,87.5,14,135,,,,,53.9,71.4,27.6,72.2,,55.8,,2,9,391,13.2,94.2,4.0,15,14,2,16,16,14,3.6,2716,7.8,77.0,243,267,7.4,2.25,9,7,2.5,66.7,178,75,4.8,282,65.3,9,90,,,,,42.1,62.1,36.0,62.2,,56.2,,2,7,291,16.0,88.5,4.3,12,3,2,11,10,11,3.8,1878,7.0,79.8,124,136,6.9,3.1,1,4,2.8,68.4,93,40,6.1,150,34.7,6,60,,,,,88.0,82.6,26.8,83.3,,57.4,,0,3,156,7.5,99.6,2.0,3,11,0,11,6,3,1.9,1143,8.4,0,91.1,45,54,-3.1,1.69,3,0,0.0,74.1,40,1,2.4,54,12.5,1,15,,,,,81.1,61.8,78.4,61.4,,,,0,1,56,0.0,79.6,0.0,0,0,0,6,0,0,0.0,305,5.6,1.37
Josh Allen,46601,QB,BUF,11,-5.95,0,432,4,77.2,312,335,10.5,3.2,6,20,5.6,67.5,226,160,6.2,378,87.5,15,142,,,,,50.9,84.4,55.2,82.7,60.0,71.8,,3,8,405,13.1,101.6,5.6,21,22,0,14,20,18,4.4,2685,8.0,80.8,239,251,7.3,2.91,2,9,3.3,70.9,178,107,7.8,283,65.5,15,97,,,,64.7,40.9,74.0,50.1,71.1,90.6,70.3,,2,6,310,15.9,96.6,6.0,17,15,0,8,11,14,4.5,1851,7.4,77.2,123,137,11.2,3.22,5,11,7.8,65.0,89,58,6.3,149,34.5,6,57,,,,,88.0,91.4,82.2,90.5,60.0,66.9,,1,2,153,6.9,112.7,2.7,4,8,0,8,11,4,2.6,1177,8.6,0,94.0,50,53,-3.1,1.72,1,0,0.0,77.4,41,5,12.8,54,12.5,6,12,,,,64.7,81.4,67.2,78.6,63.8,90.6,58.3,,0,0,58,0.0,106.1,0.0,0,1,0,2,2,0,0.0,343,6.5,1.22
Matthew Stafford,4924,QB,DET,11,2.72,0,429,11,71.8,326,347,10.0,2.58,4,16,4.3,60.5,210,119,10.3,389,90.7,24,137,,,,,75.9,71.2,72.2,68.6,58.4,74.3,,4,8,416,25.2,91.8,7.7,30,12,6,7,18,11,2.6,2632,7.6,72.4,275,291,8.7,2.44,3,13,4.2,62.5,182,100,8.5,331,77.2,17,111,,,,,71.5,67.4,70.3,64.9,,72.6,,3,7,350,30.0,90.5,9.1,30,10,6,4,14,9,2.6,2116,7.3,79.5,88,95,8.7,2.69,2,3,2.9,65.3,62,21,11.4,98,22.8,8,39,,,,,85.5,76.6,80.9,74.7,58.4,66.4,,1,1,109,4.8,99.5,1.0,1,2,0,4,4,2,1.8,760,8.0,0,94.6,37,39,-3.0,1.7,1,0,0.0,87.2,34,2,2.9,40,9.3,1,13,,,,,79.5,67.4,77.4,66.7,,,,0,0,43,50.0,92.7,2.5,1,0,0,1,0,0,0.0,244,6.3,0.73
Teddy Bridgewater,8667,QB,CAR,11,-4.12,0,414,5,79.1,297,318,8.6,2.75,5,14,4.1,69.2,220,123,6.4,366,88.4,15,136,,,,,85.2,69.8,71.3,68.1,,65.7,,1,7,392,15.4,94.8,5.2,19,29,2,13,10,13,3.3,2575,8.1,79.9,264,281,6.8,2.55,4,11,3.7,71.2,200,99,5.2,320,77.3,11,112,,,,,91.0,70.2,69.7,69.3,,61.3,,1,6,338,16.2,93.0,5.0,16,23,2,10,7,9,2.7,2170,7.7,83.8,74,85,8.3,3.0,2,3,3.2,67.1,57,30,8.1,94,22.7,5,35,,,,,55.2,64.0,80.6,61.1,,73.0,,0,2,103,10.0,107.4,3.2,3,6,0,9,7,5,4.9,649,7.6,0,92.7,41,48,-4.0,1.91,1,0,0.0,77.1,37,6,2.6,48,11.6,1,11,,,,,80.3,62.7,77.9,62.2,,,,0,1,49,0.0,106.6,0.0,0,0,0,6,4,1,2.0,244,5.1,-0.08
Daniel Jones,39395,QB,NYG,11,-8.26,0,412,21,74.5,302,331,8.3,2.76,7,22,6.2,61.0,202,161,10.2,382,92.7,23,130,,,,,35.9,80.3,88.1,75.6,,79.8,,7,9,410,19.3,77.7,8.1,31,19,2,13,8,13,3.2,2230,6.7,77.9,244,263,7.0,2.64,3,19,6.7,65.4,172,121,9.5,303,73.5,18,97,,,,,35.4,76.9,87.6,71.8,,79.0,,5,7,324,18.2,80.6,7.3,22,17,2,9,7,12,3.7,1657,6.3,72.9,85,98,8.2,2.91,5,3,2.9,57.1,56,45,9.7,109,26.5,6,36,,,,,58.8,80.0,81.1,77.8,,66.4,,2,2,117,20.0,73.4,8.3,9,2,0,6,1,1,0.9,678,6.9,0,100.0,27,30,-3.3,2.04,1,0,0.0,86.7,26,5,3.7,30,7.3,1,3,,,,,77.6,68.0,76.4,67.2,,,,0,0,31,0.0,81.3,0.0,0,0,0,2,0,0,0.0,105,3.5,0.62
Aaron Rodgers,2241,QB,GB,11,1.71,0,406,12,76.4,296,323,10.9,2.82,3,30,8.6,65.9,213,91,5.8,348,85.7,13,144,,,,,73.3,93.4,71.8,93.0,,58.1,,0,4,379,12.1,120.9,3.2,11,14,3,21,32,7,1.8,2788,8.6,78.8,250,272,8.5,2.5,3,21,7.2,68.0,185,69,6.1,292,71.9,12,107,,,,,68.4,89.7,69.9,88.8,,58.6,,0,4,315,14.5,107.7,3.4,10,10,3,16,18,7,2.2,2155,7.9,81.2,101,109,9.6,2.92,0,9,7.8,69.7,76,24,7.3,114,28.1,6,52,,,,,86.3,94.0,81.3,93.3,,58.5,,0,0,122,4.2,135.9,0.9,1,4,0,8,15,0,0.0,945,8.7,0,96.4,55,58,-2.5,1.38,0,0,0.0,82.8,48,2,9.4,58,14.3,5,15,,,,,81.3,70.0,78.5,69.1,,,,0,0,58,0.0,94.8,0.0,0,0,0,3,1,0,0.0,312,5.4,0.75
Philip Rivers,1725,QB,IND,11,-8.34,0,402,14,72.5,313,339,9.3,2.51,7,21,5.7,63.4,215,100,5.3,350,87.1,12,130,,,,,91.2,74.9,71.3,73.6,,58.3,,4,9,378,10.0,90.6,2.9,10,1,3,12,15,14,3.7,2603,7.7,77.4,287,307,7.3,2.32,7,20,6.0,69.1,212,74,4.5,316,78.6,10,117,,,,,91.0,81.9,87.9,80.0,,58.3,,3,7,341,10.8,95.4,2.5,8,1,3,7,12,10,2.9,2372,7.7,72.4,76,84,8.0,2.64,1,1,1.1,60.7,51,26,7.3,86,21.4,4,29,,,,,84.3,50.8,0.0,52.4,,,,1,2,91,7.7,88.7,2.3,2,0,0,6,4,4,4.4,606,7.2,0,100.0,50,52,-4.0,1.52,1,0,0.0,92.3,48,0,4.0,52,12.9,2,16,,,,,80.9,72.1,78.3,71.1,,,,0,0,54,,103.1,0.0,0,0,0,1,1,0,0.0,375,7.2,-0.52
Derek Carr,8671,QB,LV,11,-0.14,0,384,23,78.3,290,314,9.2,2.87,5,25,7.4,66.2,208,111,8.4,350,91.1,19,131,,,,,27.2,78.9,88.2,79.9,,47.3,,4,4,377,15.3,104.4,4.9,17,19,2,13,19,15,4.0,2433,7.7,80.3,238,254,8.5,2.76,4,23,8.4,69.3,176,88,7.9,282,73.4,15,99,,,,,26.9,80.4,87.7,81.6,,47.0,,2,3,305,15.9,108.2,5.0,14,14,2,8,15,13,4.3,2051,8.1,81.2,85,94,6.3,2.72,1,2,2.0,69.1,65,24,5.8,102,26.6,4,38,,,,,56.3,68.4,80.8,68.3,,56.8,,2,1,107,12.5,95.8,2.9,3,5,0,6,4,2,1.9,595,6.3,0,100.0,33,34,-2.6,1.48,0,0,0.0,97.1,33,1,0.0,34,8.9,0,6,,,,,78.3,71.0,76.7,70.0,,,,0,0,35,0.0,92.8,0.0,0,0,0,1,0,0,0.0,213,6.3,-1.74
Ryan Tannehill,7014,QB,TEN,11,-5.98,0,366,31,76.0,283,310,9.0,2.62,6,13,4.0,65.5,203,107,5.6,341,93.2,12,144,,,,,61.8,83.5,73.1,79.2,58.9,83.8,,8,4,362,14.0,110.1,4.4,15,16,0,13,23,16,4.4,2536,8.2,77.4,195,213,7.7,2.28,5,9,3.9,67.1,143,69,5.3,227,62.0,8,85,,,,,47.7,75.2,69.9,73.1,,66.9,,6,1,243,14.5,105.6,4.4,10,3,0,7,14,11,4.5,1413,6.6,74.1,108,121,9.4,3.08,3,4,3.1,61.2,74,41,7.5,139,38.0,6,61,,,,,87.6,86.8,82.0,80.5,58.9,88.4,,2,3,146,12.2,108.7,3.6,5,13,0,8,9,5,3.4,1195,9.9,0,80.0,20,24,-2.3,2.13,2,0,0.0,58.3,14,3,12.5,25,6.8,2,2,,,,,76.8,61.7,75.8,61.4,,,,0,0,27,0.0,63.2,0.0,0,0,0,2,0,0,0.0,72,3.0,3.25
Kirk Cousins,7102,QB,MIN,11,-10.89,0,350,18,76.6,273,297,10.7,2.8,3,20,6.3,67.0,199,131,4.8,326,93.1,10,132,,,,,71.1,89.0,23.8,87.2,,74.7,,5,11,349,15.3,102.5,6.1,20,9,2,14,21,11,3.2,2597,8.7,79.0,219,232,8.8,2.53,2,12,4.9,71.1,165,94,4.6,253,72.3,8,98,,,,,64.0,81.7,16.4,80.4,,72.9,,4,8,270,14.9,98.4,5.5,14,7,2,5,12,8,3.0,1904,8.2,75.0,76,88,12.3,3.35,1,8,8.5,60.2,53,40,7.0,97,27.7,4,41,,,,,85.2,90.8,80.7,89.0,,66.4,,1,3,104,17.5,118.6,7.2,7,2,0,10,11,3,2.9,864,9.8,0,95.5,22,23,-3.3,2.25,0,0,0.0,82.6,19,3,9.5,24,6.9,2,7,,,,,76.3,66.6,75.5,66.0,,,,0,0,25,33.3,126.6,4.2,1,0,0,1,2,0,0.0,171,7.4,1.61
Nick Foles,7089,QB,CHI,8,10.0,0,334,6,71.2,257,281,9.5,2.47,6,17,5.8,63.3,178,114,2.7,304,91.0,5,93,,,,,69.8,67.7,42.6,68.2,,51.3,,5,8,318,15.8,81.6,5.9,18,4,1,12,10,10,3.1,1800,6.4,69.4,219,238,8.3,2.3,5,12,4.8,62.6,149,93,2.0,254,76.0,3,67,,,,,65.1,62.0,37.7,62.3,,55.3,,5,8,267,15.1,75.8,5.5,14,2,1,8,9,9,3.4,1313,5.5,87.5,64,73,8.3,2.69,2,5,6.7,72.6,53,25,5.4,80,24.0,3,27,,,,,83.6,80.3,79.8,80.2,,52.3,,0,0,82,16.0,97.9,5.0,4,2,0,7,1,1,1.2,539,7.4,0,96.2,26,30,-3.8,1.65,1,0,0.0,80.0,24,4,4.0,30,9.0,1,1,,,,,77.6,64.4,76.3,63.9,,,,0,0,31,0.0,79.2,0.0,0,0,0,3,0,0,0.0,52,1.7,1.86
